,close,high,low,ma10,ma20,ma5,ma5-ma20,ma60,open,vol
2011-01-24,994.97,1029.33,994.26,1047.16,1085.11,1022.83,-5.73951028006,1132.16,1024.79,1315743.0
2011-01-25,979.0,992.57,968.32,1037.22,1078.79,1013.48,-6.05400494999,1130.02,992.57,1421063.0
2011-01-26,995.74,995.79,977.85,1027.83,1074.0,1002.92,-6.61824953445,1128.69,978.07,1161020.0
2011-01-27,1013.02,1015.05,984.79,1019.75,1068.99,1001.45,-6.31811335934,1128.23,991.06,1186127.0
2011-01-28,1020.94,1023.63,1011.31,1015.1,1064.18,1000.73,-5.96233719859,1127.62,1013.64,998536.0
2011-01-31,1029.12,1030.19,1014.4,1015.2,1058.75,1007.57,-4.83400236128,1126.9,1021.63,1211559.0
2011-02-01,1032.6,1034.14,1026.9,1015.88,1052.62,1018.28,-3.26233588569,1125.66,1029.67,1447715.0
2011-02-09,1025.15,1037.84,1021.79,1013.55,1046.11,1024.17,-2.09729378364,1124.15,1026.45,1287175.0
2011-02-10,1063.95,1063.95,1024.71,1017.9,1042.57,1034.35,-0.788436268068,1122.86,1026.25,1833971.0
2011-02-11,1071.58,1075.59,1065.15,1022.61,1039.82,1044.48,0.448154488277,1121.84,1067.19,1858216.0
2011-02-14,1086.56,1087.31,1072.31,1031.77,1039.46,1055.97,1.58832470706,1121.91,1072.31,2085430.0
2011-02-15,1087.73,1097.56,1082.27,1042.64,1039.93,1066.99,2.60209821815,1120.9,1086.8,2692483.0
2011-02-16,1107.24,1107.24,1083.85,1053.79,1040.81,1083.41,4.09296605528,1120.58,1086.77,2430058.0
2011-02-17,1115.33,1116.96,1103.89,1064.02,1041.88,1093.69,4.97274158252,1121.08,1108.63,2407534.0
2011-02-18,1100.46,1114.69,1098.59,1071.97,1043.54,1099.46,5.35868294459,1121.04,1114.45,2314419.0
2011-02-21,1117.67,1117.67,1094.43,1080.83,1048.01,1105.69,5.50376427706,1120.45,1096.17,2338857.0
2011-02-22,1088.27,1122.18,1087.01,1086.39,1051.14,1105.79,5.199117149,1119.01,1118.61,3202336.0
2011-02-23,1114.05,1117.29,1087.86,1095.28,1054.41,1107.16,5.00279777316,1117.85,1088.08,2313215.0
2011-02-24,1101.95,1112.72,1094.62,1099.08,1058.49,1104.48,4.34486863362,1116.08,1112.43,2238639.0
2011-02-25,1095.1,1098.73,1085.8,1101.44,1062.02,1103.41,3.89729006987,1114.55,1098.11,1966280.0
2011-02-28,1099.78,1099.78,1087.59,1102.76,1067.26,1099.83,3.05173996964,1112.95,1096.34,1903786.0
2011-03-01,1098.0,1102.55,1091.98,1103.78,1073.21,1101.78,2.66210713653,1110.92,1100.81,2101515.0
2011-03-02,1088.9,1096.09,1077.65,1101.95,1077.87,1096.75,1.75160269791,1109.37,1094.97,1797659.0
2011-03-03,1064.31,1091.89,1062.37,1096.85,1080.43,1089.22,0.813564969503,1107.49,1088.89,1799709.0
2011-03-04,1071.86,1071.86,1056.56,1093.99,1082.98,1084.57,0.146817115736,1105.72,1063.43,1471274.0
2011-03-07,1078.11,1078.11,1069.93,1090.03,1085.43,1080.24,-0.478151515989,1104.39,1073.93,1770028.0
2011-03-08,1084.82,1085.31,1074.1,1089.69,1088.04,1077.6,-0.959523546928,1103.57,1079.53,2526986.0
2011-03-09,1087.3,1087.3,1075.46,1087.01,1091.15,1077.28,-1.27113595748,1102.33,1084.7,2453239.0
2011-03-10,1093.9,1103.54,1087.57,1086.21,1092.65,1083.2,-0.864869811925,1101.22,1088.34,2564247.0
2011-03-11,1101.76,1113.01,1088.65,1086.87,1094.15,1089.18,-0.454233880181,1100.51,1090.21,2755355.0
2011-03-14,1107.54,1107.54,1095.9,1087.65,1095.2,1095.06,-0.0127830533236,1099.52,1099.32,2543075.0
2011-03-15,1094.95,1108.2,1078.23,1087.35,1095.56,1097.09,0.139654605864,1097.62,1108.2,2786249.0
2011-03-16,1102.22,1102.67,1094.12,1088.68,1095.31,1100.07,0.43458016452,1095.68,1094.12,2621254.0
2011-03-17,1078.37,1096.22,1074.87,1090.08,1093.47,1096.97,0.320081940977,1093.45,1096.22,2579187.0
2011-03-18,1083.6,1088.31,1079.56,1091.26,1092.62,1093.33,0.064981420805,1091.1,1081.6,1714087.0
2011-03-21,1070.6,1084.55,1068.32,1090.51,1090.27,1085.95,-0.396232125987,1088.39,1083.15,1675007.0
2011-03-22,1067.29,1074.08,1057.86,1088.75,1089.22,1080.42,-0.807917592406,1085.97,1072.39,1846559.0
2011-03-23,1076.56,1076.56,1064.59,1087.68,1087.35,1075.28,-1.11003816618,1083.67,1066.17,1762140.0
2011-03-24,1077.99,1081.59,1074.04,1086.09,1086.15,1075.21,-1.0072273627,1081.6,1078.02,1872127.0
2011-03-25,1072.34,1078.02,1069.38,1083.15,1085.01,1072.96,-1.1105888425,1079.87,1077.34,1977720.0
2011-03-28,1052.11,1074.41,1051.02,1077.6,1082.63,1069.26,-1.23495561734,1078.33,1072.89,2287752.0
2011-03-29,1019.04,1050.29,1017.88,1070.01,1078.68,1059.61,-1.76790150925,1076.89,1050.29,2763171.0
2011-03-30,1006.37,1019.17,1004.38,1060.43,1074.55,1045.57,-2.69694290633,1075.48,1017.16,1944158.0
2011-03-31,1008.3,1019.32,1005.37,1053.42,1071.75,1031.63,-3.74341031024,1073.72,1006.72,1590416.0
2011-04-01,1015.08,1015.08,1002.86,1046.57,1068.91,1020.18,-4.55884966929,1072.02,1006.04,1294019.0
2011-04-06,994.26,1011.82,992.31,1038.93,1064.72,1008.61,-5.26993012247,1069.63,1011.68,1541654.0
2011-04-07,1004.41,1004.41,992.43,1032.65,1060.7,1005.68,-5.18714056755,1067.12,993.38,1773952.0
2011-04-08,1019.14,1019.14,1002.38,1026.9,1057.29,1008.24,-4.63921913571,1064.85,1004.14,1569267.0
2011-04-11,1002.8,1022.56,1002.43,1019.38,1052.74,1007.14,-4.33155384995,1062.65,1021.31,1710574.0
2011-04-12,1000.17,1007.25,997.75,1012.17,1047.66,1004.16,-4.1521104175,1060.55,1000.77,1354872.0
2011-04-13,1020.75,1020.75,998.52,1009.03,1043.32,1009.45,-3.24636736572,1059.33,999.53,1508995.0
2011-04-14,1016.62,1021.46,1013.99,1008.79,1039.4,1011.9,-2.6457571676,1058.3,1021.1,1412610.0
2011-04-15,1010.06,1016.15,1002.64,1009.16,1034.79,1010.08,-2.38792411987,1056.97,1015.97,1777145.0
2011-04-18,1003.26,1010.66,1000.18,1008.65,1031.04,1010.17,-2.02416977033,1055.46,1008.48,1524246.0
2011-04-19,994.3,1000.88,986.9,1006.58,1026.57,1009.0,-1.71152478642,1054.24,1000.88,1759370.0
2011-04-20,1008.18,1009.5,991.88,1007.97,1023.45,1006.48,-1.65811715277,1053.91,993.94,1687702.0
2011-04-21,1010.56,1017.7,1006.91,1008.58,1020.62,1005.27,-1.50398777214,1053.66,1007.98,2388192.0
2011-04-22,1004.65,1008.3,1000.92,1007.13,1017.02,1004.19,-1.26152878016,1052.93,1008.17,1893595.0
