,close,high,low,ma10,ma20,ma5,ma5-ma20,ma60,open,vol
2011-12-05,792.5,826.09,790.3,852.47,871.29,838.59,-3.75305581379,849.83,825.61,3444620.0
2011-12-06,798.1,801.93,783.28,845.43,868.08,822.15,-5.29098700581,848.4,788.44,3163314.0
2011-12-07,802.63,806.42,794.37,839.22,863.65,815.06,-5.62612169282,847.19,797.18,3027376.0
2011-12-08,809.43,819.97,788.62,833.35,859.36,806.37,-6.16621671942,845.69,799.49,4313035.0
2011-12-09,798.84,812.17,796.19,826.88,854.74,800.3,-6.36918829118,844.14,802.13,3100104.0
2011-12-12,790.79,803.74,789.79,819.28,848.48,799.96,-5.71846124835,842.63,798.81,2535366.0
2011-12-13,768.92,787.08,765.04,808.14,840.88,794.13,-5.55965179336,841.08,787.08,3434003.0
2011-12-14,755.76,773.77,754.32,799.9,833.99,784.75,-5.90414753174,839.06,766.18,3208381.0
2011-12-15,746.56,756.81,743.27,789.27,826.4,772.17,-6.56219748306,836.9,751.55,3484289.0
2011-12-16,778.78,778.78,745.52,784.23,821.88,768.16,-6.5362340001,835.3,745.52,4329477.0
2011-12-19,793.44,793.44,767.07,784.33,818.4,768.69,-6.07404692082,834.28,774.66,5077001.0
2011-12-20,781.42,799.66,780.92,782.66,814.05,771.19,-5.26503286039,833.02,791.82,4050591.0
2011-12-21,761.34,791.23,760.92,778.53,808.87,772.31,-4.51988576656,831.03,786.98,3864116.0
2011-12-22,757.9,767.32,727.74,773.38,803.36,774.58,-3.58245369448,829.44,754.48,4661591.0
2011-12-23,761.44,770.38,750.96,769.63,798.26,771.11,-3.4011474958,828.08,754.89,3634598.0
2011-12-26,753.05,769.92,751.61,765.86,792.57,763.03,-3.72711558601,826.81,760.67,2920371.0
2011-12-27,727.17,749.92,725.11,761.68,784.91,752.18,-4.16990482985,825.08,749.61,3309758.0
2011-12-28,717.55,721.84,700.11,757.87,778.88,743.42,-4.55269104355,823.41,721.84,3184213.0
2011-12-29,716.55,722.2,710.65,754.86,772.07,735.15,-4.7819498232,822.15,714.58,2826756.0
2011-12-30,729.5,730.53,718.03,749.93,767.08,728.76,-4.99556760703,821.13,718.03,3107814.0
2012-01-04,707.11,737.91,707.11,741.3,762.81,719.58,-5.66720415307,819.75,734.74,3199979.0
2012-01-05,666.91,701.04,665.41,729.85,756.25,707.53,-6.44231404959,817.76,700.32,4016076.0
2012-01-06,669.02,672.13,645.8,720.62,749.58,697.82,-6.90520024547,815.31,662.65,3237513.0
2012-01-09,692.42,692.42,657.18,714.07,743.72,692.99,-6.82111547357,812.96,667.86,4139809.0
2012-01-10,716.45,718.29,690.5,709.57,739.6,690.38,-6.65494862088,811.07,691.65,5745642.0
2012-01-11,717.94,728.66,710.53,706.06,735.96,692.55,-5.8984183923,809.16,715.04,4991163.0
2012-01-12,709.89,724.08,708.68,704.33,733.01,701.14,-4.34782608696,807.55,715.82,3943702.0
2012-01-13,666.08,709.63,665.26,699.19,728.53,700.56,-3.83923791745,805.24,709.05,4993608.0
2012-01-16,633.91,657.8,633.31,690.92,722.89,688.86,-4.7074935329,802.83,657.8,3313455.0
2012-01-17,662.69,664.7,623.64,684.24,717.09,678.11,-5.43585881828,801.15,630.78,4536489.0
2012-01-18,624.91,665.6,621.67,676.02,708.66,659.49,-6.93844721023,798.69,662.94,4788498.0
2012-01-19,632.8,637.02,612.28,672.61,701.23,644.08,-8.14996506139,795.94,621.65,4378062.0
2012-01-20,646.38,648.14,634.57,670.35,695.48,640.14,-7.95709438086,793.19,634.83,3794610.0
2012-01-30,651.25,660.06,644.88,666.23,690.15,643.61,-6.74346156633,790.53,649.42,3696327.0
2012-01-31,648.68,650.49,637.43,659.45,684.51,640.8,-6.3855896919,787.45,649.37,3122930.0
2012-02-01,650.78,663.27,644.58,652.73,679.4,645.97,-4.92051810421,784.09,647.49,3643957.0
2012-02-02,665.4,665.4,652.06,648.29,676.31,652.49,-3.52205349618,780.95,652.06,3948430.0
2012-02-03,680.05,681.89,663.01,649.68,674.44,659.23,-2.25520431766,777.6,665.35,5084726.0
2012-02-06,686.51,689.96,680.7,654.94,672.93,666.28,-0.988215713373,774.42,681.04,4913461.0
2012-02-07,673.68,683.88,669.54,656.04,670.14,671.29,0.171605933089,770.94,683.88,4022295.0
2012-02-08,692.3,692.3,669.63,662.78,669.4,679.59,1.52225873917,767.83,673.07,4690440.0
2012-02-09,697.79,705.7,690.68,669.28,670.95,686.07,2.25352112676,765.09,692.36,5973568.0
2012-02-10,698.85,703.09,693.75,674.53,672.44,689.83,2.58610433645,761.89,696.53,4682200.0
2012-02-13,714.96,718.67,690.53,680.9,673.57,695.52,3.25875558591,758.88,694.24,5579600.0
2012-02-14,712.3,717.77,707.97,687.26,673.36,703.24,4.43744802186,755.9,714.75,4136396.0
2012-02-15,724.75,724.75,707.14,694.66,673.7,709.73,5.34807777943,752.71,711.62,5543245.0
2012-02-16,721.83,731.45,714.4,700.3,674.3,714.54,5.96767017648,749.39,723.43,6034967.0
2012-02-17,717.8,726.94,709.23,704.08,676.88,718.33,6.1236851436,746.47,722.62,4661936.0
2012-02-20,721.1,731.41,720.97,707.54,681.24,719.56,5.62503669779,743.51,726.88,5648109.0
2012-02-21,736.88,736.88,713.65,713.86,684.95,724.47,5.76976421637,741.31,719.29,6682663.0
2012-02-22,759.56,759.56,737.78,720.58,691.68,731.44,5.7483229239,739.58,737.78,8969181.0
2012-02-23,756.9,765.42,748.62,726.49,697.89,738.45,5.81180415252,737.72,760.67,8406383.0
2012-02-24,762.29,764.74,755.19,732.84,703.68,747.35,6.20594588449,736.01,756.16,7390735.0
2012-02-27,760.37,771.3,760.24,737.38,709.14,755.2,6.49519135855,734.22,763.96,8006043.0
2012-02-28,747.77,758.17,737.37,740.92,714.09,757.38,6.06226105953,732.29,757.45,7978856.0
2012-02-29,735.34,748.09,734.24,741.98,718.32,752.53,4.76250139214,730.1,747.22,5904584.0
2012-03-01,743.15,748.8,733.78,744.12,722.21,749.78,3.81744921837,727.81,734.25,5005155.0
2012-03-02,757.67,757.67,743.85,748.1,726.09,748.86,3.13597487915,726.47,743.85,5487446.0
2012-03-05,759.37,766.75,758.83,751.93,729.73,748.66,2.59411015033,724.91,759.65,6271369.0
2012-03-06,750.84,758.72,743.61,753.33,733.59,749.28,2.13879687564,723.61,758.08,6023767.0
2012-03-07,749.27,759.45,740.61,752.3,736.44,752.06,2.12101461083,722.89,743.05,5943515.0
2012-03-08,761.7,764.0,751.98,752.78,739.63,755.77,2.18217216716,722.28,751.98,5558078.0
2012-03-09,777.69,777.69,763.72,754.32,743.58,759.78,2.17864923747,721.86,764.48,6901048.0
2012-03-12,786.05,786.05,778.51,756.88,747.13,765.11,2.4065423688,721.47,779.51,6946632.0
2012-03-13,792.38,792.38,782.94,761.35,751.14,773.42,2.96615810635,721.37,785.53,7151396.0
2012-03-14,756.46,799.83,750.13,763.46,752.72,774.86,2.9413327665,720.79,795.12,10995380.0
2012-03-15,746.44,759.53,735.09,763.79,753.95,771.81,2.36885735128,720.42,754.53,7483183.0
2012-03-16,765.56,765.56,745.35,764.58,756.34,769.38,1.72409233942,720.58,748.05,6549302.0
2012-03-19,779.56,779.56,763.36,766.6,759.26,768.08,1.16165740326,721.13,764.95,6515828.0
2012-03-20,755.58,777.39,755.4,767.07,760.2,760.72,0.0684030518285,720.75,777.39,6107046.0
2012-03-21,751.79,761.34,737.99,767.32,759.81,759.78,-0.00394835550993,720.05,758.89,6039931.0
2012-03-22,750.85,756.35,744.89,766.24,759.51,760.67,0.152730049637,719.54,750.45,4550955.0
2012-03-23,737.89,750.69,735.15,762.26,758.29,755.13,-0.416727109681,719.15,748.87,4480951.0
2012-03-26,737.21,742.26,731.31,757.37,757.13,746.66,-1.3828536711,718.81,735.16,3642017.0
2012-03-27,735.73,745.83,733.84,751.71,756.53,742.69,-1.82940531109,718.38,739.44,4024034.0
2012-03-28,698.49,732.68,697.51,745.91,754.68,732.04,-2.9999469974,717.47,732.68,5442515.0
2012-03-29,683.96,695.96,676.99,739.66,751.72,718.66,-4.39791411696,716.75,692.37,4575497.0
2012-03-30,678.52,686.5,673.49,730.96,747.77,706.78,-5.48163205264,716.1,682.28,4235670.0
2012-04-05,697.75,698.3,676.51,722.78,744.69,698.89,-6.15021015456,715.78,677.76,4398591.0
2012-04-06,701.9,705.38,695.65,717.41,742.24,692.13,-6.75118560034,715.32,697.86,4392632.0
2012-04-09,689.72,701.59,689.72,711.2,739.26,690.37,-6.61337012688,715.03,699.87,3567381.0
2012-04-10,697.17,697.17,672.99,705.83,736.04,693.01,-5.84614966578,715.54,686.48,4428713.0
2012-04-11,698.49,701.93,685.75,701.89,732.08,697.01,-4.79046005901,716.03,689.85,3932710.0
2012-04-12,713.12,713.25,697.74,699.48,728.43,700.08,-3.89193196326,716.38,699.42,4848404.0
2012-04-13,718.96,723.89,714.24,697.81,724.76,703.49,-2.93476461173,716.42,715.04,5012434.0
2012-04-16,716.23,719.88,712.02,699.58,722.75,708.79,-1.93151158769,716.39,714.85,3810806.0
2012-04-17,709.14,718.46,708.4,702.1,720.88,711.19,-1.34419043391,716.38,716.53,3916592.0
2012-04-18,723.46,724.03,710.1,706.59,718.78,716.18,-0.361724032388,717.33,710.14,4872801.0
2012-04-19,725.12,728.46,721.59,709.33,716.05,718.58,0.353327281614,718.85,723.83,4816491.0
2012-04-20,728.72,728.72,720.83,712.01,714.71,720.53,0.81431629612,719.95,724.13,4664623.0
2012-04-23,690.43,724.9,689.44,712.08,711.64,715.38,0.525546624698,721.04,724.9,7329877.0
2012-04-24,681.53,689.88,663.92,710.52,708.18,709.85,0.235815753057,721.86,680.61,5847302.0
2012-04-25,682.52,684.48,674.55,708.92,705.41,701.67,-0.530188117549,722.46,679.75,4409875.0
2012-04-26,678.44,685.82,673.94,705.46,702.47,692.33,-1.4434780133,722.91,683.02,3854188.0
2012-04-27,685.13,689.1,676.07,702.07,699.94,683.61,-2.33305711918,723.52,677.55,4055113.0
2012-05-02,693.61,696.42,686.18,699.81,699.7,684.24,-2.20951836501,724.23,692.35,4355691.0
2012-05-03,699.31,699.41,690.76,698.83,700.46,687.8,-1.80738371927,724.8,693.4,4122606.0
2012-05-04,713.19,713.84,699.88,697.8,702.2,693.93,-1.17772714326,725.35,699.88,5389720.0
2012-05-07,733.05,733.05,709.87,698.59,703.96,704.86,0.127848173192,726.13,710.98,6120061.0
2012-05-08,731.72,738.52,730.55,698.89,705.45,714.17,1.23609043873,727.09,733.83,6619395.0
2012-05-09,719.35,727.7,718.72,701.78,706.93,719.33,1.75406334432,727.55,727.6,5805832.0
2012-05-10,727.29,730.78,718.24,706.36,708.44,724.92,2.32623793123,728.04,718.24,5157954.0
2012-05-11,721.08,730.83,720.93,710.22,709.57,726.5,2.38595205547,728.41,726.56,6002106.0
2012-05-14,719.87,729.67,717.94,714.36,709.91,723.86,1.9650378217,728.49,725.52,6024591.0
2012-05-15,720.12,720.21,709.63,717.86,709.97,721.54,1.62964632308,728.62,714.58,5181662.0
2012-05-16,709.96,722.21,709.88,719.49,709.65,719.66,1.4105544987,728.37,718.71,4539304.0
2012-05-17,716.17,718.44,703.93,721.18,710.0,717.44,1.04788732394,728.28,709.5,4652232.0
2012-05-18,706.22,717.27,705.25,720.48,709.14,714.47,0.751614631808,728.09,711.69,5671257.0
2012-05-21,704.8,709.68,698.81,717.66,708.13,711.46,0.470252637228,727.81,705.87,4603324.0
2012-05-22,714.66,714.91,706.92,715.95,707.42,710.36,0.41559469622,727.44,706.92,4144233.0
2012-05-23,713.02,717.2,705.2,715.32,708.55,710.97,0.341542586973,726.67,715.03,5134553.0
2012-05-24,712.58,718.02,710.07,713.85,710.1,710.26,0.0225320377412,725.93,711.69,5074632.0
2012-05-25,702.73,714.9,700.62,712.01,711.11,709.56,-0.217969090577,724.94,713.04,4753242.0
2012-05-28,706.47,707.49,686.07,710.67,712.52,709.89,-0.369112445966,724.04,699.64,4642532.0
2012-05-29,720.45,721.73,704.2,710.71,714.28,711.05,-0.452203617629,723.58,705.79,5517465.0
2012-05-30,727.19,731.28,719.14,712.43,715.96,713.89,-0.289122297335,723.45,720.57,6051260.0
2012-05-31,734.45,740.49,721.71,714.26,717.72,718.26,0.0752382544725,723.3,724.46,6704539.0
2012-06-01,734.26,739.93,730.0,717.06,718.77,724.56,0.805542802287,722.91,733.62,6364929.0
2012-06-04,717.1,734.26,717.04,718.29,717.97,726.69,1.21453542627,722.21,721.68,6180151.0
2012-06-05,715.93,721.57,713.58,718.42,717.18,725.78,1.19914108034,721.63,718.11,4196363.0
2012-06-06,715.24,722.36,711.19,718.64,716.98,723.39,0.894027727412,721.06,717.13,3899402.0
2012-06-07,711.43,725.29,709.17,718.53,716.19,718.79,0.363032156271,720.22,721.56,4404545.0
2012-06-08,713.92,721.36,710.27,719.64,715.83,714.72,-0.15506475001,719.16,716.42,5113299.0
2012-06-11,734.5,734.5,714.12,722.45,716.56,718.2,0.228871273864,718.3,714.12,6469825.0
2012-06-12,735.29,739.02,729.71,723.93,717.32,722.08,0.663581107456,717.35,731.04,6473938.0
2012-06-13,746.51,746.51,735.6,725.86,719.15,728.33,1.27650698742,717.18,735.6,7171411.0
2012-06-14,740.97,750.28,739.91,726.52,720.39,734.24,1.92256971918,717.09,745.76,7100317.0
2012-06-15,742.27,747.3,733.33,727.32,722.19,739.91,2.45364793198,716.7,742.38,6901456.0
2012-06-18,752.98,753.77,744.05,730.9,724.6,743.61,2.62351642285,716.26,744.05,7963397.0
2012-06-19,747.49,752.77,746.09,734.06,726.24,746.04,2.72637144746,716.12,751.27,8450025.0
2012-06-20,748.39,751.9,746.03,737.38,728.01,746.42,2.52881141743,716.07,747.64,8516857.0
2012-06-21,739.05,746.61,732.17,740.14,729.33,746.04,2.29114392662,715.87,746.61,7793460.0
2012-06-25,720.6,736.18,720.47,740.81,730.22,741.7,1.57212894744,715.58,736.18,6650404.0
2012-06-26,715.92,719.33,703.03,738.95,730.7,734.29,0.491309703024,715.23,716.3,6050190.0
2012-06-27,718.93,728.54,715.38,737.31,730.62,728.58,-0.279214913361,714.95,715.52,6893909.0
2012-06-28,711.14,723.07,710.9,733.78,729.82,721.13,-1.19070455729,715.16,719.09,7400715.0
2012-06-29,726.68,726.68,705.86,732.34,729.43,718.65,-1.47786627915,715.87,708.11,7104600.0
2012-07-02,741.19,744.96,730.76,732.23,729.78,722.77,-0.96056345748,716.92,730.77,7743385.0
2012-07-03,743.9,751.36,739.92,731.33,731.12,728.37,-0.376135244556,717.68,742.2,9347557.0
2012-07-04,739.62,747.84,736.9,730.54,732.3,732.51,0.0286767718148,718.31,744.7,7965050.0
2012-07-05,724.31,738.49,721.36,728.13,732.75,735.14,0.326168543159,718.89,738.49,7451569.0
2012-07-06,737.29,737.69,712.44,727.96,734.05,737.26,0.43729991145,719.56,727.69,8229852.0
2012-07-09,722.28,737.79,721.6,728.13,734.47,733.48,-0.134791073836,719.95,733.66,7618162.0
2012-07-10,713.53,721.81,710.73,727.89,733.42,727.41,-0.819448610619,719.96,719.89,7035974.0
2012-07-11,719.3,719.3,706.72,727.92,732.62,723.34,-1.26668668614,719.97,710.89,5668274.0
2012-07-12,734.32,735.7,717.2,730.24,732.01,725.34,-0.911189737845,720.27,718.62,7327214.0
2012-07-13,725.79,736.46,722.65,730.15,731.25,723.04,-1.12273504274,720.55,731.49,7484220.0
2012-07-16,691.39,722.82,691.23,725.17,728.7,716.87,-1.62343900096,720.01,722.82,8277827.0
2012-07-17,697.0,697.0,686.11,720.48,725.91,713.56,-1.70131283492,719.54,687.74,5490463.0
2012-07-18,702.14,702.17,684.3,716.73,723.64,710.13,-1.86695041733,719.1,695.92,6205299.0
2012-07-19,709.17,714.92,698.48,715.22,721.68,705.1,-2.29741713779,719.41,701.23,7086094.0
2012-07-20,706.25,714.15,704.87,712.12,720.04,701.19,-2.6179101161,719.82,707.83,5726629.0
2012-07-23,704.57,708.21,697.69,710.35,719.24,703.83,-2.14253934709,720.19,703.2,5174113.0
2012-07-24,706.4,712.11,698.39,709.63,718.76,705.71,-1.81562691302,720.66,700.58,5225362.0
2012-07-25,708.3,715.97,703.35,708.53,718.23,706.94,-1.57191985854,721.04,704.7,6079427.0
2012-07-26,706.73,717.76,704.97,705.78,718.01,706.45,-1.61000543168,721.26,707.77,5454038.0
2012-07-27,703.58,711.57,698.18,703.55,716.85,705.91,-1.5261212248,721.33,707.97,5414012.0
2012-07-30,688.47,707.63,685.84,703.26,714.22,702.69,-1.61434852006,720.92,703.7,5253858.0
2012-07-31,676.96,687.69,672.28,701.26,710.87,696.81,-1.97785811752,719.99,686.54,4853301.0
2012-08-01,689.49,694.54,676.34,699.99,708.36,693.05,-2.16133039697,719.28,677.53,4694356.0
2012-08-02,690.98,694.83,684.2,698.17,706.7,689.89,-2.3786613839,718.81,688.33,4952914.0
2012-08-03,711.93,711.93,690.26,698.74,705.43,691.57,-1.96475908311,718.55,691.79,6116857.0
2012-08-06,730.42,731.39,706.83,701.33,705.84,699.96,-0.833049982999,718.71,708.26,7449598.0
2012-08-07,736.01,737.58,729.44,704.29,706.96,711.77,0.68037795632,718.98,729.63,7168251.0
2012-08-08,730.07,734.88,723.98,706.47,707.5,719.88,1.74982332155,719.14,734.88,5817704.0
2012-08-09,743.2,743.23,727.7,710.11,707.94,730.33,3.16269740373,719.7,729.5,7047415.0
2012-08-10,743.07,744.84,736.55,714.06,708.81,736.55,3.91360167041,720.15,743.29,6130295.0
2012-08-13,727.64,742.38,726.93,717.98,710.62,736.0,3.57152908728,720.5,742.38,6153185.0
2012-08-14,736.35,736.45,714.65,723.92,712.59,736.06,3.29361905163,721.03,726.84,6321177.0
2012-08-15,729.73,736.28,728.49,727.94,713.97,735.99,3.08416320013,721.28,734.87,5061584.0
2012-08-16,723.53,730.13,720.72,731.19,714.68,732.06,2.4318576146,721.46,728.66,4190765.0
2012-08-17,721.05,723.2,714.02,732.11,715.42,727.66,1.71088311761,721.6,721.33,4587319.0
2012-08-20,730.87,732.67,713.15,732.15,716.74,728.31,1.61425342523,722.07,718.14,5226300.0
2012-08-21,748.94,752.78,729.99,733.44,718.87,730.83,1.66372223072,722.77,730.29,8531240.0
2012-08-22,746.85,756.53,743.61,735.12,720.79,734.25,1.86739549661,723.21,749.0,8927210.0
2012-08-23,750.56,751.71,741.38,735.86,722.98,739.66,2.30711776259,723.6,745.47,8967547.0
2012-08-24,733.31,750.36,733.31,734.88,724.47,742.11,2.43488343203,723.58,747.73,7938355.0
2012-08-27,722.57,731.67,721.2,734.38,726.18,740.44,1.96370045994,723.39,731.67,6616475.0
2012-08-28,727.62,733.13,717.53,733.5,728.71,736.18,1.02509914781,723.57,720.83,6369417.0
2012-08-29,726.94,736.74,722.82,733.22,730.58,732.2,0.221741629938,723.75,726.7,7768386.0
2012-08-30,704.04,729.05,692.14,731.28,731.23,722.89,-1.14054401488,723.56,727.21,9026271.0
2012-08-31,706.63,710.02,698.62,729.83,730.97,717.56,-1.83454861349,723.48,701.37,5713335.0
2012-09-03,723.87,725.17,701.7,729.13,730.64,717.82,-1.75462608124,723.65,703.81,6550695.0
2012-09-04,722.72,732.36,721.52,726.51,729.98,716.84,-1.80004931642,723.45,724.7,7726658.0
2012-09-05,730.62,732.77,719.34,724.89,730.0,717.58,-1.70136986301,723.37,721.07,7974380.0
2012-09-06,739.74,739.74,731.24,723.81,729.83,724.72,-0.70016305167,723.26,732.46,8159590.0
2012-09-07,759.46,764.45,744.24,726.42,730.65,735.28,0.633682337645,723.57,744.65,13543457.0
2012-09-10,762.31,765.31,756.03,730.4,732.39,742.97,1.44458553503,723.9,759.69,11740557.0
2012-09-11,761.73,762.51,756.77,733.81,733.65,750.78,2.33490083827,724.05,761.55,10596146.0
2012-09-12,762.51,766.52,754.32,737.36,735.29,757.15,2.97297664867,724.3,763.05,9339447.0
2012-09-13,749.89,764.36,749.89,741.95,736.61,759.18,3.0640366001,724.32,761.78,9173258.0
2012-09-14,744.47,756.2,738.95,745.73,737.78,756.18,2.49396839166,724.41,753.6,8116033.0
2012-09-17,724.15,742.69,724.15,745.76,737.45,748.55,1.50518679232,724.47,742.69,6607894.0
2012-09-18,723.61,730.36,720.45,745.85,736.18,740.92,0.643864272325,724.6,722.38,5238138.0
2012-09-19,728.25,730.3,723.64,745.61,735.25,734.08,-0.159129547773,724.76,724.89,5185624.0
2012-09-20,706.69,727.96,704.91,742.31,733.06,725.43,-1.04084249584,724.68,727.96,7233442.0
2012-09-21,691.14,706.52,689.54,735.47,730.95,714.77,-2.21355769889,724.09,703.42,5853244.0
2012-09-24,690.34,695.19,678.35,728.28,729.34,708.01,-2.92456193271,723.24,685.99,4778873.0
2012-09-25,682.34,693.76,680.65,720.34,727.07,699.75,-3.75754741634,722.22,688.21,4456482.0
2012-09-26,661.49,682.67,660.12,710.24,723.8,686.4,-5.16717325228,720.92,680.47,4785551.0
2012-09-27,676.96,680.48,662.78,702.94,722.45,680.46,-5.81216693197,720.13,662.78,5945532.0
2012-09-28,689.64,691.06,671.61,697.46,721.6,680.15,-5.74417960089,719.33,674.19,5422737.0
2012-10-08,690.77,693.64,686.27,694.12,719.94,680.24,-5.51434841792,718.81,690.35,4349179.0
2012-10-09,712.7,712.78,691.39,693.03,719.44,686.31,-4.60497053264,718.79,691.39,7160979.0
2012-10-10,721.85,722.52,709.92,692.39,719.0,698.39,-2.86648122392,718.84,712.15,7759452.0
2012-10-11,711.8,724.7,711.63,692.9,717.6,705.35,-1.70707915273,718.46,720.39,7193188.0
2012-10-12,708.87,721.26,700.97,694.67,715.08,709.2,-0.822285618392,718.18,711.83,5987717.0
2012-10-15,701.96,707.13,694.12,695.84,712.06,711.44,-0.0870713142151,718.35,706.23,6047798.0
2012-10-16,705.39,711.87,698.97,698.14,709.24,709.97,0.102927076871,718.49,700.94,5172678.0
2012-10-17,709.09,711.41,701.64,702.9,706.57,707.42,0.120299474928,718.61,706.09,4990477.0
2012-10-18,720.52,721.68,709.29,707.26,705.1,709.17,0.577223088924,718.8,709.29,6401506.0
2012-10-19,719.45,722.61,715.92,710.24,703.85,711.28,1.05562264687,719.02,720.85,5538692.0
2012-10-22,724.28,724.29,714.7,713.59,703.86,715.74,1.68783564913,719.35,716.53,4823413.0
2012-10-23,711.26,725.38,710.55,713.45,703.24,716.92,1.94528183835,719.43,723.83,5466438.0
2012-10-24,707.75,713.96,704.41,712.03,702.21,716.65,2.05636490509,719.42,707.31,4503437.0
2012-10-25,697.44,710.98,696.45,710.6,701.75,712.04,1.46633416459,719.26,707.88,5334304.0
2012-10-26,685.33,697.46,680.91,708.25,701.46,705.21,0.534599264391,718.96,695.89,5193825.0
2012-10-29,688.12,691.6,682.76,706.86,701.35,697.98,-0.480501889214,718.95,684.34,3560575.0
2012-10-30,689.61,694.67,687.79,705.28,701.71,693.65,-1.14862265038,719.17,688.51,3599959.0
2012-10-31,691.65,691.65,685.05,703.54,703.22,690.43,-1.81877648531,719.2,689.63,3571402.0
2012-11-01,701.78,702.95,692.06,701.67,704.46,691.29,-1.86951707691,719.38,692.06,5259020.0
2012-11-02,701.38,703.13,697.06,699.86,705.05,694.51,-1.49492943763,719.21,702.03,4204743.0
2012-11-05,692.87,703.46,690.94,696.72,705.15,695.46,-1.3741757073,718.58,700.11,4639898.0
2012-11-06,690.5,693.37,679.96,694.64,704.05,695.64,-1.19451743484,717.82,693.36,5455889.0
2012-11-07,689.75,692.58,686.61,692.84,702.44,695.26,-1.02215135812,717.15,689.79,4386247.0
2012-11-08,675.85,685.45,675.76,690.68,700.64,690.07,-1.50862068966,716.03,684.89,4815109.0
2012-11-09,672.67,679.02,671.69,689.42,698.83,684.33,-2.07489661291,714.85,674.59,4163753.0
2012-11-12,676.6,681.3,671.63,688.27,697.56,681.08,-2.36252078674,714.0,674.76,4382155.0
2012-11-13,667.33,676.38,666.34,686.04,695.66,676.44,-2.76284391801,712.85,676.26,4886383.0
2012-11-14,665.19,667.78,657.58,683.39,693.47,671.53,-3.16379944338,711.78,666.4,4510091.0
2012-11-15,659.21,667.87,657.35,679.13,690.4,668.2,-3.21552723059,710.7,662.9,4555696.0
2012-11-16,656.2,660.11,653.02,674.62,687.24,664.9,-3.250683895,709.62,659.38,4490723.0
2012-11-19,656.94,657.38,647.87,671.02,683.87,660.97,-3.34858964423,708.39,654.78,4604529.0
2012-11-20,656.61,661.24,656.08,667.63,681.14,658.83,-3.27539125584,706.85,657.4,5259807.0
2012-11-21,660.03,661.89,646.64,664.67,678.75,657.8,-3.08655616943,705.41,656.44,5876733.0
2012-11-22,651.83,659.2,650.39,662.26,676.47,656.33,-2.97721998019,703.76,659.13,4934022.0
2012-11-23,651.43,656.36,650.27,660.14,674.78,655.38,-2.87501111473,702.4,652.94,5051590.0
2012-11-26,638.88,651.06,638.38,656.37,672.32,651.76,-3.05806758686,701.0,651.06,4251120.0
2012-11-27,616.28,635.26,615.59,651.26,668.65,643.69,-3.73289463845,699.14,635.26,5938245.0
2012-11-28,607.67,611.91,605.69,645.51,664.45,633.21,-4.70163292949,697.16,611.91,4225699.0
2012-11-29,603.17,611.89,601.18,639.91,659.52,623.49,-5.46306404658,695.48,607.17,4185996.0
2012-11-30,606.77,608.54,601.05,634.96,654.79,614.55,-6.14548175751,693.81,602.95,3821376.0
2012-12-03,593.66,607.25,593.2,628.64,649.83,605.51,-6.82024529492,691.64,605.6,4334761.0
2012-12-04,600.8,601.5,585.44,623.06,645.35,602.42,-6.65220423026,689.61,592.4,4819209.0
2012-12-05,624.82,627.85,597.76,619.53,642.1,605.85,-5.64553807818,687.85,599.45,7126108.0
2012-12-06,624.32,630.22,619.49,616.78,639.52,610.08,-4.60345258944,685.92,625.16,5574226.0
2012-12-07,637.49,638.17,622.22,615.39,637.76,616.22,-3.37744606121,683.89,624.15,7409448.0
2012-12-10,646.32,647.54,636.17,616.13,636.25,626.75,-1.4931237721,681.96,638.24,9109238.0
2012-12-11,641.17,646.79,640.69,618.62,634.94,634.81,-0.0204743755316,679.95,645.25,7556457.0
2012-12-12,639.51,640.93,631.14,621.81,633.66,637.76,0.647034687372,677.9,639.91,7066769.0
2012-12-13,632.18,641.17,631.19,624.7,632.3,639.33,1.11181401234,675.93,638.09,6302316.0
2012-12-14,656.22,656.59,631.22,629.65,632.31,643.08,1.70327845519,674.46,631.45,10223857.0
2012-12-17,649.61,658.39,646.27,635.24,631.94,643.74,1.86726587967,673.22,656.75,8774594.0
2012-12-18,646.05,654.35,643.05,639.77,631.41,644.72,2.10798055146,671.93,648.56,8205784.0
2012-12-19,652.1,654.41,644.97,642.49,631.01,647.22,2.56889748181,670.66,645.14,7097528.0
2012-12-20,658.31,658.31,648.49,645.89,631.34,652.46,3.34526562549,669.85,652.04,9026823.0
2012-12-21,668.09,670.81,655.63,648.96,632.17,654.84,3.58606071152,669.47,658.54,10835753.0
2012-12-24,679.76,679.76,665.88,652.3,634.22,660.86,4.20043518022,669.29,666.28,9262876.0
2012-12-25,694.12,695.91,678.82,657.6,638.11,670.47,5.07122596418,669.49,679.57,12040809.0
2012-12-26,709.08,709.08,691.99,664.55,643.18,681.88,6.01697813987,670.28,693.29,12975128.0
2012-12-27,699.57,712.85,699.37,671.29,648.0,690.13,6.50154320988,670.66,709.91,12521587.0
2012-12-28,707.67,707.67,694.77,676.44,653.04,698.04,6.89084895259,670.96,698.91,9936140.0
2012-12-31,713.86,713.86,703.62,682.86,659.05,704.86,6.95091419467,671.35,708.24,9208257.0
2013-01-04,705.34,718.39,699.17,688.79,664.28,707.1,6.4460769555,671.22,717.3,10144828.0
2013-01-07,718.12,718.12,702.39,695.39,668.94,708.91,5.97512482435,671.16,704.37,10828472.0
