      date,    open,    high,    low,    close,         vol,  ma5  ,  ma10  ,  ma20   ,   ma60  ,ma5-ma20
 2007/06/07,2797.23,2857.31,2786.77,2856.54,33261002,2803.77,2880.81,2873.1,2571.65,-2.413072987
 2007/06/08,2861.81,2875.5,2812.94,2856.02,30917610,2793.66,2872.16,2872.5,2583.52,-2.74464752
 2007/06/11,2875.11,2924.18,2856.99,2918.3,33671248,2838.18,2864.1,2874.14,2596.48,-1.251156868
 2007/06/12,2930.43,2984.07,2859.6,2982.9,34702676,2879.01,2857.34,2884.75,2610.36,-0.198977381
 2007/06/13,3007.65,3058.49,3000.92,3045.94,42017032,2931.94,2876.24,2895.62,2626.12,1.254308231
 2007/06/14,3036.35,3050.99,2982.81,3010.17,29068948,2962.66,2883.22,2902.49,2640.65,2.073047625
 2007/06/15,2984.27,3046.71,2973.96,3035.78,25335184,2998.61,2896.14,2911.56,2656.12,2.989806152
 2007/06/18,3090.17,3154.26,3087.8,3133.53,36491336,3041.66,2939.92,2925.01,2672.08,3.988020554
 2007/06/19,3123.89,3155.97,3100.83,3132.3,29323732,3071.55,2975.28,2937.49,2688.03,4.563760217
 2007/06/20,3133.31,3150.49,3050.43,3059.16,28110120,3074.19,3003.06,2944.45,2702.47,4.406255837
 2007/06/21,3048.37,3118.67,3043.3,3109.92,26187424,3094.14,3028.4,2954.6,2717.49,4.722805117
 2007/06/22,3114.82,3146,2982.23,3037.51,28717924,3094.49,3046.55,2959.35,2731.45,4.566543329
 2007/06/25,3054.28,3082.82,2927.78,2942.29,26834446,3056.24,3048.95,2956.52,2743.32,3.372884337
 2007/06/26,2892.03,2968.4,2860.72,2966.24,20064192,3023.02,3047.29,2952.32,2755.47,2.394726859
 2007/06/27,2977.19,3068.32,2956.81,3057.34,24177650,3022.66,3048.43,2962.33,2768.46,2.036572563
 2007/06/28,3063.24,3099.16,2968.99,2969.49,28983914,2994.57,3044.36,2963.79,2779.6,1.038535119
 2007/06/29,2904.35,2986.01,2889.64,2915.88,22461984,2970.25,3032.37,2964.25,2790.06,0.202412077
 2007/07/02,2906.14,2943.73,2828.36,2910.89,21783536,2963.96,3010.1,2975.01,2799.53,-0.371427323
 2007/07/03,2922.1,2960.64,2903.3,2955.21,20359094,2961.75,2992.39,2983.83,2809.4,-0.739988538
 2007/07/04,2961.38,2965.61,2865,2877.8,15252622,2925.85,2974.26,2988.66,2817.82,-2.101610755
 2007/07/05,2843.69,2860.09,2743.42,2745.97,17272978,2881.15,2937.86,2983.13,2823.71,-3.418557019
 2007/07/06,2733.69,2862.12,2700.76,2860.74,19178216,2870.13,2920.19,2983.37,2831.54,-3.795707539
 2007/07/09,2883.54,2953.13,2858.92,2939.1,21534582,2875.76,2919.86,2984.41,2839.81,-3.640585576
 2007/07/10,2957.06,2997.78,2927.73,2936.94,22359120,2872.11,2916.93,2982.11,2847.53,-3.688663396
 2007/07/11,2920.74,2944.95,2897.31,2937.6,13209131,2884.07,2904.96,2976.69,2854.68,-3.111509764
 2007/07/12,2945.14,2985.04,2932.43,2969.57,13449964,2928.79,2904.97,2974.66,2861.93,-1.542024971
 2007/07/13,2976.54,2981.48,2939.78,2970.34,11825452,2950.7,2910.41,2971.39,2869.47,-0.696307116
 2007/07/16,2974.92,2980.92,2877.54,2878.36,11347292,2938.56,2907.16,2958.63,2874.35,-0.678354509
 2007/07/17,2872.81,2969.2,2847.4,2956.5,14008484,2942.48,2907.29,2949.84,2880.68,-0.249505058
 2007/07/18,2944.07,3017.91,2932.12,2978.9,23460964,2950.74,2917.41,2945.83,2887.68,0.166676285
 2007/07/19,2971.35,2998.42,2953.83,2972.5,13434580,2951.32,2940.06,2938.96,2896.35,0.420556932
 2007/07/20,2972.68,3104.77,2972.68,3102.79,25710132,2977.81,2964.26,2942.22,2905.6,1.209630823
 2007/07/23,3133.28,3227.49,3133.28,3225.64,40967784,3047.26,2992.91,2956.39,2915.17,3.073681077
 2007/07/24,3242.2,3280.75,3210,3226.96,32048824,3101.36,3021.92,2969.43,2924.64,4.442940228
 2007/07/25,3229.29,3305.91,3229.24,3304.75,28083524,3166.52,3058.63,2981.8,2935.06,6.194915823
 2007/07/26,3323.37,3336.94,3286.49,3315.02,25945946,3235.02,3093.18,2999.07,2945.28,7.867438906
 2007/07/27,3285.68,3306.15,3249.35,3293.38,26206952,3273.15,3125.48,3017.95,2955.48,8.456071174
 2007/07/30,3294.68,3372.61,3290.85,3359.71,32022500,3299.98,3173.62,3040.39,2965.51,8.538049395
 2007/07/31,3347.62,3394.88,3314.76,3391.86,27215960,3332.94,3217.15,3062.22,2974.85,8.840645022
 2007/08/01,3408.53,3430.05,3267.68,3281.34,32070204,3328.26,3247.39,3082.4,2981.87,7.976252271
 2007/08/02,3298.63,3388.51,3279.47,3362.46,25344112,3337.75,3286.39,3113.22,2989.82,7.212146909
 2007/08/03,3390.01,3521.97,3390.01,3520.14,36883468,3383.1,3328.13,3146.19,3000.69,7.530060168
 2007/08/06,3552,3608.4,3539.07,3595.03,31452482,3430.15,3365.06,3178.99,3012.51,7.900622525
 2007/08/07,3606.59,3641.23,3562.48,3612.7,34724436,3474.34,3403.64,3212.78,3026.55,8.141235939
 2007/08/08,3578.24,3654.44,3533.77,3596.28,48866784,3537.31,3432.79,3245.71,3039.34,8.984166792
 2007/08/09,3598.21,3723.48,3596.18,3704.58,37378080,3605.75,3471.75,3282.46,3053.21,9.849015677
 2007/08/10,3700.92,3739.02,3634.99,3707.92,35559208,3643.3,3513.2,3319.34,3067.43,9.759771521
 2007/08/13,3717.53,3796.17,3690.62,3740.57,48317192,3672.43,3551.29,3362.45,3082.03,9.218873143
 2007/08/14,3740.01,3793.68,3715.26,3787.11,29190284,3707.3,3590.82,3403.98,3097.1,8.910745657
 2007/08/15,3782.62,3823.94,3712.86,3799.24,29071694,3747.9,3642.61,3445,3111.76,8.79245283
 2007/08/16,3775.36,3782.85,3660.61,3698.95,30289202,3746.75,3676.25,3481.32,3124.96,7.624406834
 2007/08/17,3674.42,3758.54,3597.59,3606.53,30543700,3726.48,3684.89,3506.51,3136.03,6.273189011
 2007/08/20,3718.2,3831.5,3709.52,3831.05,30273396,3744.57,3708.5,3536.78,3149.9,5.875118045
 2007/08/21,3851.38,3924.82,3849.42,3903.66,32191542,3767.88,3737.59,3570.61,3164.12,5.52482629
 2007/08/22,3839.1,3972.03,3830.5,3949.83,27213196,3798,3772.95,3602.87,3182.33,5.415960054
 2007/08/23,3962.64,4033.74,3925.24,4013.34,24520088,3860.9,3803.82,3637.79,3200.22,6.133119284
 2007/08/24,4037.18,4120.75,4032.25,4104.66,30170218,3960.52,3843.5,3678.35,3220.18,7.671102532
 2007/08/27,4128.74,4188.18,4091.61,4134.69,35351164,4021.23,3882.9,3717.09,3244.16,8.182207049
 2007/08/28,4119.24,4164.82,4058,4147.86,31400320,4070.07,3918.98,3754.9,3266.98,8.393565741
 2007/08/29,4113.9,4158.74,4059.01,4080.08,27731256,4096.13,3947.06,3794.83,3288.63,7.939749607
 2007/08/30,4104.51,4147.96,4086.62,4111.29,22501004,4115.7,3988.3,3832.27,3309.54,7.395877639
 2007/08/31,4118.81,4158.99,4070.87,4150.17,25206734,4124.83,4042.68,3863.78,3331.11,6.756337059
 2007/09/03,4176.86,4252.75,4176.86,4240.64,32231000,4146.02,4083.63,3896.06,3353.15,6.415712284
 2007/09/04,4226.94,4245.94,4144.54,4166.85,34232428,4149.8,4109.94,3923.76,3372.88,5.760800864
 2007/09/05,4162.57,4191.83,4074.29,4147.75,26620238,4163.33,4129.73,3951.34,3391.25,5.365015412
 2007/09/06,4166.91,4243.08,4155.39,4204.8,31345976,4182.05,4148.88,3976.35,3411.16,5.17308587
 2007/09/07,4186.44,4205.61,4099.74,4111.93,33351448,4174.38,4149.6,3996.55,3429.09,4.449587769
 2007/09/10,4052.55,4182.19,4020.71,4172.81,26919102,4160.83,4153.42,4018.16,3446.42,3.550630139
 2007/09/11,4182.72,4199.27,3968.23,3992.03,28029000,4125.88,4137.84,4028.41,3460.74,2.419565039
 2007/09/12,3977.02,4056.17,3939.35,4035.72,24706760,4103.48,4133.4,4040.23,3477.02,1.565504934
 2007/09/13,4056.19,4145.11,4042.96,4143.12,24461244,4091.13,4136.59,4062.44,3494.24,0.706225815
 2007/09/14,4148.08,4177.87,4079.18,4165.57,24654008,4101.85,4138.11,4090.39,3513.04,0.280168884
 2007/09/17,4170.95,4244.98,4170.33,4237.92,29968728,4114.88,4137.85,4110.74,3534.64,0.100711794
 2007/09/18,4261.45,4269.59,4145.84,4204.7,31320964,4157.4,4141.64,4125.79,3555.27,0.7661563
 2007/09/19,4212.19,4226.37,4121.72,4161.59,22045152,4182.58,4143.02,4136.38,3573.68,1.116918658
 2007/09/20,4171.67,4237.52,4169.91,4222.42,22526696,4198.42,4144.77,4146.83,3594.56,1.24408283
 2007/09/21,4227.33,4232.1,4118.33,4197.04,25140904,4204.75,4153.3,4151.45,3615.92,1.283888762
 2007/09/24,4201.42,4245.97,4134.27,4231.75,21801298,4203.5,4159.19,4156.31,3637.93,1.135382106
 2007/09/25,4246.9,4265.37,4169.82,4193.06,17469340,4201.17,4179.29,4158.56,3658.56,1.024633527
 2007/09/26,4177.27,4245.9,4128.26,4140.32,15044922,4196.92,4189.75,4161.58,3679.6,0.849196699
 2007/09/27,4142.07,4190.4,4130.03,4189.12,13231802,4190.27,4194.35,4165.47,3703.66,0.595370991
 2007/09/28,4229.6,4315.35,4229.6,4307.42,21020966,4212.33,4208.54,4173.33,3727.77,0.934505539
 2007/10/08,4407.5,4444.69,4347.76,4401.28,35718104,4246.23,4224.86,4181.36,3752.14,1.551409111
 2007/10/09,4393.47,4438.56,4351.9,4425.7,24981344,4292.77,4246.98,4194.31,3776.95,2.347465972
 2007/10/10,4444.67,4524.45,4413.63,4445.96,32285308,4353.9,4275.41,4209.22,3802.09,3.437216396
 2007/10/11,4458.19,4579.65,4439.24,4577.88,34248856,4431.65,4310.96,4227.87,3828.89,4.819921142
 2007/10/12,4601.98,4633.81,4391.14,4578.69,38403480,4485.9,4349.11,4251.21,3855.7,5.520545915
 2007/10/15,4606.48,4695.83,4572.43,4694.31,36665924,4544.52,4395.38,4277.28,3885.97,6.247895859
 2007/10/16,4726.08,4772.93,4688.26,4731.83,37169524,4605.73,4449.25,4314.27,3915.55,6.755719971
 2007/10/17,4713.75,4744.78,4647.89,4684.11,23614836,4653.35,4503.63,4346.69,3943.97,7.055023478
 2007/10/18,4676.52,4684.86,4481.01,4508.66,23828148,4639.5,4535.58,4364.96,3969.57,6.289633811
 2007/10/19,4545.63,4594.7,4454.15,4494.56,17655956,4622.7,4554.3,4381.42,3992.77,5.50689046
 2007/10/22,4441.53,4479.05,4374.12,4390.27,15650272,4561.88,4553.2,4389.03,4012.18,3.938227809
 2007/10/23,4388.24,4478.73,4342.03,4475.44,21038080,4510.63,4558.17,4402.58,4032.99,2.454242739
 2007/10/24,4496.51,4598.89,4486.68,4550.56,23219788,4483.9,4568.63,4422.02,4053.75,1.399360473
 2007/10/25,4511.51,4534.4,4352.94,4364.12,23511746,4455,4547.25,4429.11,4071.24,0.584541815
 2007/10/26,4321.68,4460.65,4313.8,4429.98,15459279,4442.08,4532.39,4440.75,4090.18,0.029949896
 2007/10/29,4453.33,4534.71,4451.91,4527.12,17849736,4469.45,4515.66,4455.52,4109.64,0.312645886
 2007/10/30,4538.11,4593.34,4476.28,4592.33,20207156,4492.8,4501.71,4475.48,4129.65,0.386997596
 2007/10/31,4652.96,4667.32,4564.66,4627.78,24412556,4508.27,4496.09,4499.86,4152.09,0.186894703
 2007/11/01,4648.69,4668.73,4602.51,4607.22,25190926,4556.88,4505.94,4520.76,4172.83,0.798980702
 2007/11/02,4536.22,4599.39,4500.49,4543.16,23524190,4579.52,4510.8,4532.55,4189.89,1.036282005
 2007/11/05,4517.23,4547.89,4389.5,4410.97,18090020,4556.27,4512.86,4533.03,4203.48,0.512681363
 2007/11/06,4371.91,4428.32,4324.23,4344.89,13832815,4506.83,4499.81,4528.99,4215.69,-0.489292315
 2007/11/07,4367.63,4400.62,4276.76,4383.63,14431451,4457.98,4483.13,4525.88,4228.81,-1.500260723
 2007/11/08,4353.19,4353.19,4150.97,4154.97,17279656,4367.52,4462.2,4504.73,4236.31,-3.045909522
 2007/11/09,4110.22,4198.25,4058.88,4139.57,17815304,4286.8,4433.16,4482.77,4243.51,-4.371627364
 2007/11/12,4025.83,4143.33,3951.33,4107.34,19934396,4226.1,4391.19,4453.42,4249.62,-5.104391681
 2007/11/13,4145.53,4206.46,4006.06,4071.3,18493532,4171.35,4339.09,4420.4,4254.36,-5.634105511
 2007/11/14,4142.52,4249.4,4063.51,4247.16,17039512,4144.05,4301.01,4398.55,4261.82,-5.785997658
 2007/11/15,4227.75,4269.76,4190.73,4201.79,13399135,4153.45,4260.49,4383.21,4270.21,-5.241820492
 2007/11/16,4124.42,4163.96,4066.54,4133.35,9028172,4152.17,4219.49,4365.14,4278.99,-4.878881319
 2007/11/19,4141.2,4155.69,4066.75,4086.38,11361100,4147.98,4187.04,4349.95,4283.24,-4.643041874
 2007/11/20,4059.19,4167.59,4006.47,4136.08,14775299,4160.95,4166.15,4332.98,4287.11,-3.970246805
 2007/11/21,4150.84,4186.29,4061.83,4064.78,10726122,4124.48,4134.26,4308.69,4289.03,-4.275313378
 2007/11/22,3988.14,4039.7,3881.45,3895.95,12367238,4063.3,4108.38,4285.29,4287.07,-5.180279514
 2007/11/23,3865.41,3962.7,3844.18,3961.37,9675194,4028.93,4090.55,4261.86,4284.69,-5.465454051
 2007/11/26,4020.65,4038.48,3904.75,3910.46,10568205,3993.75,4070.86,4231.02,4280.95,-5.607867606
 2007/11/27,3874.77,3917.55,3827.42,3829.73,9133603,3932.45,4046.7,4192.89,4275.65,-6.211467508
 2007/11/28,3839.51,3873.78,3757.96,3784.28,11197348,3876.38,4000.43,4150.72,4270.72,-6.609455709
 2007/11/29,3840.39,3977.89,3796.25,3975.71,19505464,3892.3,3977.8,4119.14,4268.46,-5.506974757
 2007/11/30,3968.67,3968.67,3867.11,3880.34,13425769,3876.1,3952.51,4086,4263.96,-5.137053353
 2007/12/03,3859.85,3943.5,3838.49,3910.13,10377022,3876.02,3934.89,4060.96,4258.45,-4.554095583
 2007/12/04,3921.91,4018.65,3921.91,3963.19,10795978,3902.75,3917.6,4041.88,4255.06,-3.442210061
 2007/12/05,3963.56,4074.96,3954.69,4070.82,14022272,3960.02,3918.2,4026.23,4253.77,-1.644466412
 2007/12/06,4085.04,4094.25,4037.28,4070.16,9679349,3978.93,3935.61,4021.99,4251.53,-1.070614298
 2007/12/07,4076.44,4128.78,4075.45,4122.06,9954546,4027.27,3951.69,4021.12,4251.7,0.152942464
 2007/12/10,4052.38,4172.17,4040.56,4165.86,17395468,4078.43,3977.23,4024.04,4251.58,1.351626723
 2007/12/11,4197.7,4216.53,4097.27,4159.43,15639780,4117.65,4010.2,4028.45,4254.37,2.214251139
 2007/12/12,4130.77,4132.11,4049.1,4083.59,15361746,4120.23,4040.13,4020.27,4255.17,2.486400167
 2007/12/13,4061.42,4075.67,3944.81,3948.74,13572132,4095.95,4037.44,4007.62,4251.93,2.204051282
 2007/12/14,3901.57,4010.5,3881.5,4008.88,11638616,4073.3,4050.29,4001.4,4249.32,1.796871095
 2007/12/17,4002.99,4003.26,3871.47,3876.14,14107972,4015.35,4046.89,3990.89,4243.29,0.61289587
 2007/12/18,3849.2,3895.36,3826.92,3849.15,8728581,3953.3,4035.48,3976.54,4237.36,-0.584427668
 2007/12/19,3893.22,3967.67,3879.71,3953.05,13497557,3927.2,4023.71,3970.96,4233.89,-1.102000524
 2007/12/20,3971.75,4050.77,3942.63,4040.04,12205208,3945.45,4020.7,3978.16,4230.85,-0.822239427
 2007/12/21,4022.45,4096.24,4019.69,4081,14441946,3959.88,4016.59,3984.14,4228.91,-0.608914345
 2007/12/24,4112.52,4201.85,4096.67,4172.44,21313436,4019.15,4017.25,3997.24,4227.93,0.548128208
 2007/12/25,4179.84,4200.82,4144.14,4162.08,15578497,4081.73,4017.51,4013.86,4227.41,1.690891062
 2007/12/26,4174.77,4207.16,4121.61,4175.56,17547576,4126.23,4026.71,4033.42,4228,2.301024937
 2007/12/27,4191.33,4258.68,4160.91,4258.55,22569588,4169.92,4057.69,4047.56,4229.15,3.023055866
 2007/12/28,4269.06,4280.73,4214.69,4226.76,20673544,4199.08,4079.48,4064.88,4227.81,3.301450473
 2008/01/02,4230.81,4242.19,4164.76,4219.69,18683938,4208.52,4113.84,4080.36,4224.79,3.140899332
 2008/01/03,4213.02,4232.18,4123.12,4230.42,30732210,4222.2,4151.96,4093.72,4221.53,3.138465748
 2008/01/04,4231.35,4296.02,4221.65,4282.69,23349876,4243.63,4184.92,4104.32,4218.81,3.39422852
 2008/01/07,4279.92,4341.47,4255.5,4330.27,24440674,4257.98,4213.95,4117.33,4214.68,3.41604875
 2008/01/08,4349.48,4437.57,4322.13,4358.1,30842048,4284.23,4241.65,4129.12,4211,3.756490487
 2008/01/09,4341.53,4407.39,4324.91,4405.92,20328290,4321.48,4265,4141.13,4206.2,4.355091485
 2008/01/10,4420.32,4456.1,4384.45,4431.46,29662176,4361.7,4291.95,4154.73,4201.19,4.981551148
 2008/01/11,4445.23,4482.57,4417.05,4481.49,29691500,4401.42,4322.52,4174.62,4197.81,5.432829814
 2008/01/14,4503.67,4524.29,4471.74,4499.14,21495766,4435.23,4346.6,4202.14,4197.66,5.546935609
 2008/01/15,4511.16,4515.82,4421.67,4440.82,22028850,4451.77,4368,4223.74,4196.76,5.398769811
 2008/01/16,4395.37,4395.37,4267.01,4274.02,24352892,4425.38,4373.42,4243.63,4194.82,4.282889884
 2008/01/17,4219.7,4289.93,4072.68,4178.71,27791668,4374.83,4368.26,4260.11,4189.88,2.692888212
 2008/01/18,4170.01,4213.71,4128.21,4195.95,18647572,4317.75,4359.59,4272.26,4183.97,1.06477602
 2008/01/21,4203.5,4212.01,3960.43,3975.71,20366004,4213.02,4324.13,4269.04,4177.49,-1.312238817
 2008/01/22,3880.41,3891.26,3636.47,3679.01,29040738,4060.68,4256.23,4248.94,4164.98,-4.430752141
 2008/01/23,3712.85,3824.52,3669.38,3822.82,25765134,3970.45,4197.91,4231.46,4153.24,-6.168320154
 2008/01/24,3876.36,3884.06,3750.15,3818.33,25900144,3898.38,4136.6,4214.27,4140.34,-7.495722865
 2008/01/25,3814.98,3913.74,3751.96,3875.58,20343038,3834.27,4076.01,4199.27,4127.8,-8.691986941
 2008/01/28,3830.97,3830.97,3589.79,3597.26,19029168,3758.6,3985.81,4166.21,4110.97,-9.783712295
 2008/01/29,3609.11,3685.49,3554.52,3611.98,13199143,3745.2,3902.94,4135.47,4095.45,-9.437137738
 2008/01/30,3653.73,3674.37,3459.87,3541.08,16763307,3688.85,3829.65,4101.54,4080.95,-10.06183043
 2008/01/31,3528.87,3571,3485.26,3497.92,15512390,3624.75,3761.56,4064.91,4066.84,-10.82828402
 2008/02/01,3502.23,3549.33,3376.61,3500.05,17104802,3549.65,3691.96,4025.77,4052.11,-11.8268058
 2008/02/04,3598.5,3798.05,3598.5,3796.13,22539548,3589.45,3674.02,3999.07,4046.13,-10.24288147
 2008/02/05,3783.8,3817.61,3730.27,3766.16,16928132,3620.27,3682.74,3969.48,4039.91,-8.797373963
 2008/02/13,3697.53,3712.67,3649.24,3660.16,11043766,3644.07,3666.46,3932.19,4032.45,-7.327214606
 2008/02/14,3699.3,3737.76,3683.43,3706.97,9409913,3685.9,3655.32,3895.96,4026.38,-5.391739135
 2008/02/15,3673.9,3675.44,3593.17,3646.18,12527166,3715.13,3632.39,3854.2,4016.36,-3.608271496
 2008/02/18,3694.67,3739.09,3661.42,3709.07,14095291,3697.7,3643.57,3814.69,4008.15,-3.066828497
 2008/02/19,3722.94,3787.22,3687.69,3787.03,16964570,3701.88,3661.07,3782.01,4002.38,-2.118714652
 2008/02/20,3792.29,3805.39,3670.85,3676.47,18958834,3705.15,3674.61,3752.13,3995.55,-1.252088814
 2008/02/21,3653.81,3663.16,3576.04,3620.85,15704083,3687.93,3686.91,3724.24,3986.96,-0.97496402
 2008/02/22,3597.71,3597.71,3434.76,3466.2,18817210,3651.93,3683.52,3687.74,3976.99,-0.971055443
 2008/02/25,3460.86,3472.09,3324.17,3331.99,17294252,3576.5,3637.1,3655.56,3967.59,-2.162732933
 2008/02/26,3430.37,3445.83,3275.84,3363.7,16916212,3491.85,3596.86,3639.8,3957.63,-4.064783779
 2008/02/27,3384.55,3484.74,3348.82,3459.78,14467417,3448.5,3576.82,3621.64,3950.11,-4.780707083
 2008/02/28,3467.03,3473.64,3409.95,3435.46,9404751,3411.43,3549.68,3602.5,3943.54,-5.303816794
 2008/02/29,3431.4,3490.93,3418.93,3470.6,8812858,3412.3,3532.11,3582.25,3938.31,-4.744224998
 2008/03/03,3449.75,3556.82,3410.41,3539.43,14225248,3453.8,3515.15,3579.36,3931.04,-3.507889679
 2008/03/04,3559.05,3566.16,3416.4,3424.79,18098440,3466,3478.93,3570,3923.45,-2.913165266
 2008/03/05,3415.73,3446.03,3317.34,3380.65,14711130,3450.18,3449.34,3561.98,3914.63,-3.138703755
 2008/03/06,3398.42,3504.83,3349.17,3445.75,16386828,3452.23,3431.82,3559.37,3906,-3.010083245
 2008/03/07,3399.51,3444.28,3370.47,3395.61,10114714,3437.25,3424.77,3554.15,3894.75,-3.289112727
 2008/03/10,3366.97,3366.97,3238.7,3256.44,14449284,3380.65,3417.23,3527.16,3881.19,-4.15376677
 2008/03/11,3233.45,3267.13,3187.83,3264.57,10525215,3348.6,3407.3,3502.08,3866.89,-4.382538377
 2008/03/12,3343.41,3355.98,3162.67,3164.78,11533436,3305.45,3377.81,3477.32,3850.21,-4.942599473
 2008/03/13,3133.62,3163.65,3047.9,3111.84,16524786,3238.65,3345.44,3447.56,3832.75,-6.059647983
 2008/03/14,3098.26,3119.39,3028.33,3084.45,11434828,3176.43,3306.84,3419.48,3816.1,-7.107805865
 2008/03/17,3065.43,3075.74,2978.65,2984.06,12307505,3121.93,3251.29,3383.22,3800.02,-7.723115848
 2008/03/18,2961.06,3021.42,2821.11,2869.61,15874104,3042.95,3195.77,3337.35,3781.03,-8.821370249
 2008/03/19,2925.25,2992.71,2876.96,2945.23,15924119,2999.02,3152.24,3300.79,3765.52,-9.14235683
 2008/03/20,2904.84,3050.09,2765.25,3011.78,19033982,2979.02,3108.84,3270.33,3751.56,-8.907663753
 2008/03/21,3010.26,3058.7,2975.7,3021.58,16909738,2966.45,3071.44,3248.11,3736.04,-8.671504352
 2008/03/24,3056.43,3063.89,2867.91,2869.28,14695017,2943.5,3032.71,3224.97,3716.52,-8.727833127
 2008/03/25,2810.5,2912.13,2781.82,2884.62,14312606,2946.5,2994.73,3201.01,3696.58,-7.950927988
 2008/03/26,2904.34,2965.26,2877.13,2896.69,12257436,2936.8,2967.91,3172.86,3675.32,-7.43997529
 2008/03/27,2837.09,2861.23,2757.39,2760.45,14980299,2886.52,2932.77,3139.11,3651.96,-8.046548225
 2008/03/28,2736.59,2922.07,2714.38,2910.51,21924670,2864.3,2915.38,3111.11,3630.88,-7.933181405
 2008/03/31,2815.31,2891.17,2804.43,2823.98,13913193,2855.25,2899.38,3075.33,3606.97,-7.156305177
 2008/04/01,2812.51,2847.56,2683.5,2713.49,16472967,2821.02,2883.76,3039.77,3581.75,-7.196268139
 2008/04/02,2757.53,2842.65,2698.26,2744.65,23878058,2790.6,2863.7,3007.97,3557.16,-7.226468349
 2008/04/03,2719.9,2833.8,2679.29,2828.63,15758976,2804.25,2845.39,2977.11,3533.8,-5.806302085
 2008/04/07,2803.88,2962.15,2778.41,2954.23,19047036,2813,2838.65,2955.04,3511.66,-4.806703124
 2008/04/08,2956.51,3011.42,2927.37,2969.61,19730328,2842.13,2848.69,2940.7,3488.98,-3.351923012
 2008/04/09,2938.49,2966.89,2802.35,2803.15,16207798,2860.05,2840.54,2917.63,3463.06,-1.973519603
 2008/04/10,2780.6,2846.24,2751.58,2840.55,11017523,2879.25,2834.93,2901.42,3436.98,-0.764108609
 2008/04/11,2882.38,2900.54,2843.05,2865.45,10426413,2886.6,2845.43,2889.1,3410.87,-0.086532138
 2008/04/14,2805.21,2815.33,2675.9,2685.01,14651723,2832.75,2822.88,2869.13,3380.93,-1.267980189
 2008/04/15,2672.37,2716.94,2591.68,2715.74,12232207,2781.98,2812.05,2855.71,3351.21,-2.581844795
 2008/04/16,2711.25,2717.88,2644.44,2654.9,10920290,2752.35,2806.2,2844.98,3321.45,-3.255910411
 2008/04/17,2650.12,2705.51,2554.26,2588.76,12001253,2701.98,2790.61,2827.16,3293.36,-4.427764966
 2008/04/18,2565.79,2593.56,2482.92,2511.36,12310867,2631.18,2758.89,2802.14,3265.57,-6.101051339
 2008/04/21,2707.6,2707.6,2506.24,2545.52,17693240,2603.27,2718.01,2778.33,3238.06,-6.30090738
 2008/04/22,2501.54,2596.86,2451.6,2595.69,13734814,2579.25,2680.61,2764.65,3215.06,-6.706092995
 2008/04/23,2561.95,2730.93,2546.15,2718.25,23333758,2591.9,2672.13,2756.33,3199.05,-5.965541136
 2008/04/24,2948.97,2987.52,2880.27,2981.19,51622552,2670.4,2686.19,2760.56,3185.02,-3.266003999
 2008/04/25,2983.37,3075.82,2948.17,2984.96,40764204,2765.1,2698.14,2771.78,3171.13,-0.241000368
 2008/04/28,2936.43,2975.34,2911.04,2918.61,22800948,2839.73,2721.5,2772.19,3155.18,2.436340943
 2008/04/29,2896.5,2973.1,2894.65,2960.89,19455034,2912.77,2746.01,2779.03,3144.57,4.812470538
 2008/04/30,2981.78,3135.72,2978.27,3125.53,35869984,2994.25,2793.07,2799.64,3136.47,6.951250875
 2008/05/05,3169,3179.54,3112.02,3169.08,26033440,3031.8,2851.1,2820.86,3130.27,7.477861361
 2008/05/06,3136.37,3184.11,3089.01,3128.81,24373992,3060.6,2912.85,2835.87,3124.12,7.924552254
 2008/05/07,3108.09,3158.45,2979.51,2979.82,23005566,3072.82,2956.27,2837.14,3115.45,8.306957006
 2008/05/08,2940.34,3038.77,2929.24,3037.5,18512848,3088.15,3000.46,2840.54,3102.8,8.717004513
 2008/05/09,3065.59,3071.79,2932.14,2978.19,21887244,3058.68,3026.46,2849.29,3089.67,7.34884831
 2008/05/12,2915.26,3033.54,2884.57,2991.32,16326627,3023.13,3027.46,2856.82,3078.52,5.82150783
 2008/05/13,2898.01,2985.46,2891.73,2924.96,18299816,2982.35,3021.48,2859.81,3065.49,4.284900046
 2008/05/14,2917.85,3027.8,2917.85,3027.38,18518868,2991.88,3032.35,2876.93,3055.18,3.99557862
 2008/05/15,3050.15,3075.22,3004.78,3005.65,17039768,2985.5,3036.82,2891.42,3043.45,3.253764586
 2008/05/16,3008.21,3036,2977.7,3009.21,13624068,2991.7,3025.19,2909.13,3030.49,2.83830561
 2008/05/19,2999.41,3001.23,2945.39,2978.66,9974490,2989.18,3006.15,2928.63,3018.86,2.067519625
 2008/05/20,2976.03,3008.03,2829.19,2835.82,14498774,2971.35,2976.85,2944.85,3005.77,0.899876055
 2008/05/21,2809.95,2909.16,2752.15,2892.09,16214227,2944.3,2968.09,2962.18,2996.21,-0.603609504
 2008/05/22,2848.52,2891.9,2829.28,2841.15,14661807,2911.4,2948.45,2974.46,2988.02,-2.120048681
 2008/05/23,2831.78,2871.79,2805.69,2838.05,13695179,2877.15,2934.43,2980.44,2979.26,-3.465595684
 2008/05/26,2812.51,2812.51,2742.32,2745.09,9880808,2830.45,2909.81,2968.64,2967.35,-4.654993532
 2008/05/27,2739.74,2770.17,2726.86,2754.12,8758208,2814.1,2892.73,2957.1,2956,-4.835818877
