      date,    open,    high,    low,    close,         vol,  ma5  ,  ma10  ,  ma20   ,   ma60  ,ma5-ma20
 2004/05/13,1026.67,1026.82,1016.25,1021,2105181,1014.41,1022.3,1042.9,1084.94,-2.731805542
 2004/05/14,1020.9,1021.31,994.95,997.95,2675898,1008.81,1018.65,1038.39,1083.3,-2.848640684
 2004/05/17,993.14,999.45,980.67,981.74,2975704,1005.92,1012.93,1033.47,1080.94,-2.665776462
 2004/05/18,978.3,989.5,966.06,989.21,5222881,1002.98,1008.72,1029.3,1078.7,-2.557077626
 2004/05/19,989.87,1001.9,981.12,988.92,3852344,995.76,1004.64,1025.46,1076.36,-2.89626119
 2004/05/20,988.99,1000.27,981.28,985.93,2613295,988.75,1001.58,1021.96,1074.08,-3.249637951
 2004/05/21,985.93,995.18,985.14,994.45,2583702,988.05,998.43,1018.12,1071.91,-2.95348289
 2004/05/24,995.08,997.72,989.21,991.85,2052457,990.07,998,1014.98,1070.22,-2.454235551
 2004/05/25,991.77,992,977.22,978.59,2311800,987.95,995.47,1011.3,1068.32,-2.308909325
 2004/05/26,976.52,986.94,972.41,985,1774624,987.16,991.46,1008.37,1066.89,-2.103394587
 2004/05/27,984.58,1006.69,977.73,1003.29,4014932,990.64,989.69,1006,1065.62,-1.526838966
 2004/05/28,1003.93,1005.88,994.41,995.64,2102533,990.87,989.46,1004.06,1064.07,-1.313666514
 2004/05/31,995.83,1003.76,994.68,1001.19,1787673,992.74,991.41,1002.17,1062.51,-0.940958121
 2004/06/01,1000.28,1014.21,999.33,1014.17,2904102,999.86,993.9,1001.31,1061.19,-0.144810299
 2004/06/02,1014.31,1014.71,999.22,1001.69,2656618,1003.2,995.18,999.91,1060.01,0.329029613
 2004/06/03,1001,1001.14,985.1,986.45,2088334,999.83,995.23,998.41,1058.48,0.14222614
 2004/06/04,985.55,992.03,981.61,986.22,2090802,997.94,994.41,996.42,1057.06,0.152546115
 2004/06/07,984.04,984.08,967.64,973.22,2163271,992.35,992.55,995.27,1055.66,-0.293387724
 2004/06/08,971.03,974.65,952.84,954.77,3290360,980.47,990.16,992.82,1053.89,-1.243931428
 2004/06/09,952.19,956.68,938.96,941.3,3092361,968.39,985.79,988.63,1051.39,-2.047277546
 2004/06/10,939.5,951.35,936.64,944.25,2851585,959.95,979.89,984.79,1048.87,-2.522365174
 2004/06/11,947.5,961.57,941.54,942.86,2948907,951.28,974.61,982.04,1046.26,-3.132255305
 2004/06/14,941.04,941.04,919.53,924.59,2891000,941.55,966.95,979.18,1042.81,-3.843011499
 2004/06/15,922.93,948.28,919.96,942.68,3057255,939.14,959.8,976.85,1039.6,-3.860367508
 2004/06/16,943.36,959,933.48,947.16,3362611,940.31,954.35,974.76,1036.46,-3.534203291
 2004/06/17,946.56,948.36,924.79,926.04,2590711,936.67,948.31,971.77,1033.37,-3.611965794
 2004/06/18,922.34,922.34,899.27,910.19,3572027,930.13,940.71,967.56,1029.71,-3.868493944
 2004/06/21,904.95,913.91,899.22,909.05,2125600,927.02,934.29,963.42,1025.94,-3.778206805
 2004/06/22,908.86,924.62,905.94,918.8,2503213,922.25,930.69,960.43,1022.57,-3.975302729
 2004/06/23,918.43,918.43,905.41,912.85,2227283,915.39,927.85,956.82,1019.19,-4.329968019
 2004/06/24,911.36,918.32,905,906.42,2311606,911.46,924.06,951.98,1015.71,-4.256391941
 2004/06/25,904.47,912.88,890.22,891.79,2448648,907.78,918.96,946.78,1012.03,-4.119225163
 2004/06/28,887.16,892.58,880.53,883.76,2246053,902.72,914.87,940.91,1008.4,-4.058836658
 2004/06/29,885.06,901.39,877.32,901.05,3139659,899.17,910.71,935.26,1005.06,-3.858820007
 2004/06/30,900.34,907.37,894.19,897.71,2700638,896.15,905.77,930.06,1001.55,-3.646001333
 2004/07/01,896.38,927.62,896.01,925,4460071,899.86,905.66,926.99,998.24,-2.926676663
 2004/07/02,924.08,931.42,917.04,926.62,3160892,906.83,907.3,924.01,994.89,-1.859287237
 2004/07/05,925.37,928.75,919,928.67,3307349,915.81,909.27,921.78,991.73,-0.647659962
 2004/07/06,928.76,944.29,928.39,931.88,4226025,921.98,910.58,920.63,988.53,0.146638715
 2004/07/07,930.68,930.74,921.24,923.86,2119085,927.21,911.68,919.76,985.29,0.809993911
 2004/07/08,922.63,927.37,917.47,927.03,2079327,927.61,913.74,918.9,982.2,0.947872456
 2004/07/09,927.22,936.92,922.28,923.2,2256253,926.93,916.88,917.92,979.45,0.981567021
 2004/07/12,919.79,919.79,901.52,904.55,2528343,922.1,918.96,916.92,976.52,0.564934782
 2004/07/13,902.27,909.93,898.08,906.97,2118867,917.12,919.55,915.13,973.76,0.217455443
 2004/07/14,907.52,914.71,897.23,912.19,3050080,914.79,921,913.38,971.2,0.154371674
 2004/07/15,912.92,926.25,909.65,925.68,4554943,914.52,921.06,913.36,969.03,0.127003591
 2004/07/16,927.4,948.85,926.43,946.18,8371489,919.11,923.02,915.16,966.95,0.431618515
 2004/07/19,946.34,954.16,938.69,947.42,4251248,927.69,924.9,917.08,965.16,1.156932874
 2004/07/20,945.73,946.01,934.72,939.22,3715869,934.14,925.63,918.1,963.28,1.747086374
 2004/07/21,937.45,943.11,932.28,940.51,2326508,939.8,927.3,919.49,961.56,2.208833158
