      date,    open,    high,    low,    close,         ³É½»Á¿,   MA.MA1   ,   MA.MA2   ,   MA.MA3   ,   MA.MA4   ,  VOL.VOLUME,  VOL.MAVOL1,  VOL.MAVOL2, MACD.DIF   , MACD.DEA   , MACD.MACD  
 1985/07/22,1359.43,1359.43,1351.25,1357.63,0,1354.79,1344.04,1336.78,1305.33,0,0,0,12.04,10.36,3.36
 1985/07/23,1356.52,1367.61,1350.13,1351.81,0,1355.57,1347.03,1338.34,1306.61,0,0,0,11.71,10.63,2.16
 1985/07/24,1351.81,1351.97,1340.5,1348.89,0,1353.75,1348.63,1339.64,1308.1,0,0,0,11.09,10.72,0.74
 1985/07/25,1349.01,1354.39,1344.42,1353.6,0,1354.29,1350.22,1341.13,1309.69,0,0,0,10.85,10.75,0.21
 1985/07/26,1353.16,1360.33,1349.46,1357.07,0,1353.8,1352.07,1342.37,1311.61,0,0,0,10.82,10.76,0.11
 1985/07/29,1356.63,1356.63,1342.29,1343.85,0,1351.04,1352.91,1342.8,1313.3,0,0,0,9.62,10.53,-1.84
 1985/07/30,1344.31,1346.77,1339.94,1346.1,0,1349.9,1352.74,1343.25,1314.95,0,0,0,8.74,10.18,-2.87
 1985/07/31,1345.99,1352.93,1345.32,1347.44,0,1349.61,1351.68,1343.92,1316.61,0,0,0,8.06,9.75,-3.38
 1985/08/01,1348.9,1356.52,1347.45,1355.62,0,1350.02,1352.15,1345.38,1318.32,0,0,0,8.1,9.42,-2.65
 1985/08/02,1354.86,1355.06,1350.69,1353.04,0,1349.21,1351.51,1346.31,1320.04,0,0,0,7.82,9.1,-2.56
 1985/08/05,1351.81,1351.81,1341.4,1346.88,0,1349.82,1350.43,1347.23,1321.49,0,0,0,7.03,8.69,-3.32
 1985/08/06,1345.99,1348.01,1322.92,1325.15,0,1345.63,1347.76,1347.4,1322.34,0,0,0,4.59,7.87,-6.56
 1985/08/07,1321.77,1325.6,1320.65,1325.04,0,1341.15,1345.38,1347,1323.13,0,0,0,2.62,6.82,-8.4
 1985/08/08,1324.84,1330.31,1323.25,1329.85,0,1335.99,1343,1346.61,1324.07,0,0,0,1.43,5.74,-8.62
 1985/08/09,1329.86,1330.09,1320.78,1320.78,0,1329.54,1339.38,1345.72,1324.86,0,0,0,-0.24,4.54,-9.57
 1985/08/12,1321.01,1321.35,1313.17,1314.28,0,1323.02,1336.42,1344.67,1325.46,0,0,0,-2.07,3.22,-10.58
 1985/08/13,1314.63,1320.9,1306,1315.29,0,1321.05,1333.34,1343.04,1325.96,0,0,0,-3.4,1.9,-10.59
 1985/08/14,1315.5,1321.35,1315.5,1316.97,0,1319.43,1330.29,1340.99,1326.16,0,0,0,-4.26,0.67,-9.85
 1985/08/15,1317.09,1321.8,1311.83,1317.76,0,1317.02,1326.5,1339.33,1326.3,0,0,0,-4.83,-0.43,-8.79
 1985/08/16,1317.28,1317.28,1311.49,1312.72,0,1315.41,1322.47,1336.99,1326.45,0,0,0,-5.62,-1.47,-8.3
 1985/08/19,1312.84,1315.97,1311.16,1312.49,0,1315.05,1319.03,1334.73,1326.71,0,0,0,-6.19,-2.42,-7.56
 1985/08/20,1314.28,1325.38,1314.28,1323.69,0,1316.72,1318.89,1333.33,1327.07,0,0,0,-5.68,-3.07,-5.22
 1985/08/21,1324.04,1329.53,1322.92,1329.52,0,1319.24,1319.34,1332.36,1327.54,0,0,0,-4.75,-3.4,-2.69
 1985/08/22,1329.53,1331.65,1316.76,1318.09,0,1319.3,1318.16,1330.58,1327.79,0,0,0,-4.88,-3.7,-2.35
 1985/08/23,1318.06,1319.11,1313.84,1318.32,0,1320.42,1317.91,1328.64,1328,0,0,0,-4.9,-3.94,-1.92
 1985/08/26,1318.08,1319,1312.28,1317,0,1321.32,1318.19,1327.3,1328.03,0,0,0,-4.97,-4.15,-1.65
 1985/08/27,1317.54,1323.7,1317.54,1322.46,0,1321.08,1318.9,1326.12,1328.22,0,0,0,-4.53,-4.22,-0.62
 1985/08/28,1322.47,1331.21,1321.8,1331.08,0,1321.39,1320.31,1325.3,1328.48,0,0,0,-3.45,-4.07,1.24
 1986/07/03,1908.89,1911.42,1896.09,1900.87,0,1437.95,1378.62,1352.56,1338.16,0,0,0,42.89,5.32,75.13
 1986/07/07,1899.32,1899.32,1837.18,1839,0,1542.08,1431.25,1376.86,1346.68,0,0,0,73.77,19.01,109.52
 1986/07/08,1839,1839,1807.79,1820.72,0,1642.82,1482.07,1400.55,1355.09,0,0,0,95.67,34.34,122.65
 1986/07/09,1821.01,1830.29,1814.12,1826.07,0,1743.55,1532.31,1425.6,1363.55,0,0,0,112.16,49.91,124.51
 1986/07/10,1825.93,1831.83,1804.98,1831.83,0,1843.7,1582.54,1450.94,1372.18,0,0,0,124.26,64.78,118.97
 1986/07/11,1831.69,1834.36,1817.21,1821.43,0,1827.81,1632.88,1475.52,1380.77,0,0,0,131.5,78.12,106.75
 1986/07/14,1821.43,1821.43,1793.31,1793.45,0,1818.7,1680.39,1499.15,1389.16,0,0,0,133.44,89.19,88.5
 1986/07/15,1793.59,1802.17,1767.44,1768.7,0,1808.3,1725.56,1521.87,1396.95,0,0,0,131.46,97.64,67.64
 1986/07/16,1769.83,1787.54,1768.7,1774.18,0,1797.92,1770.73,1544.82,1404.88,0,0,0,128.85,103.88,49.94
 1986/07/17,1776.15,1787.96,1773.76,1781.77,0,1787.91,1815.8,1568.06,1412.83,0,0,0,125.95,108.3,35.3
 1986/07/18,1781.78,1800.06,1762.23,1777.98,0,1779.22,1803.51,1591.07,1420.84,0,0,0,121.93,111.02,21.82
 1986/07/21,1779.95,1783.46,1772.08,1779.11,0,1776.35,1797.52,1614.39,1428.83,0,0,0,117.49,112.32,10.34
 1986/07/22,1779.11,1796.54,1777.14,1795.13,0,1781.63,1794.97,1638.52,1436.68,0,0,0,113.94,112.64,2.6
 1986/07/23,1794.99,1805.54,1790.07,1798.37,0,1786.47,1792.19,1662.25,1444.64,0,0,0,110.13,112.14,-4.02
 1986/07/24,1797.38,1801.04,1785.01,1791.62,0,1788.44,1788.17,1685.36,1452.45,0,0,0,105.34,110.78,-10.87
 1986/07/25,1792.04,1812.99,1791.9,1810.04,0,1794.86,1787.04,1709.96,1460.55,0,0,0,101.86,109,-14.26
 1986/07/28,1810.18,1810.74,1768.84,1773.9,0,1793.81,1785.08,1732.74,1467.92,0,0,0,95.09,106.22,-22.24
 1986/07/29,1773.76,1779.25,1764.76,1766.87,0,1788.16,1784.9,1755.23,1475.11,0,0,0,88.15,102.6,-28.91
 1986/07/30,1766.87,1785.29,1752.81,1779.39,0,1784.37,1785.42,1778.08,1482.48,0,0,0,82.7,98.62,-31.85
 1986/07/31,1779.67,1784.03,1774.47,1775.31,0,1781.1,1784.77,1800.29,1489.84,0,0,0,77.16,94.33,-34.34
 1986/08/01,1775.45,1782.06,1760.12,1763.64,0,1771.82,1783.34,1793.43,1497.12,0,0,0,71.01,89.66,-37.31
 1986/08/04,1763.64,1779.11,1737.77,1769.96,0,1771.03,1782.42,1789.97,1504.38,0,0,0,65.89,84.91,-38.04
 1986/08/05,1770.11,1790.07,1770.11,1777,0,1773.06,1780.61,1787.79,1511.86,0,0,0,61.69,80.26,-37.16
 1986/08/06,1776.57,1782.06,1764.76,1779.53,0,1773.09,1778.73,1785.46,1519.49,0,0,0,57.89,75.79,-35.8
 1986/08/07,1779.53,1794.01,1775.17,1786.27,0,1775.28,1778.19,1783.18,1527.04,0,0,0,54.8,71.59,-33.59
 1986/08/08,1784.03,1792.18,1777.42,1782.62,0,1779.07,1775.45,1781.24,1534.46,0,0,0,51.46,67.56,-32.21
 1986/08/11,1782.62,1815.66,1782.48,1811.16,0,1787.32,1779.18,1782.13,1542.33,0,0,0,50.53,64.16,-27.25
 1986/08/12,1812.15,1835.49,1810.32,1835.49,0,1799.02,1786.04,1785.47,1550.67,0,0,0,51.17,61.56,-20.78
 1986/08/13,1835.35,1855.74,1830.29,1844.48,0,1812,1792.55,1788.98,1558.95,0,0,0,51.8,59.61,-15.61
 1986/08/14,1844.49,1854.05,1839.57,1844.91,0,1823.73,1799.51,1792.14,1567.06,0,0,0,51.75,58.04,-12.58
 1986/08/15,1844.77,1855.6,1838.16,1855.59,0,1838.32,1808.7,1796.02,1575.47,0,0,0,51.96,56.82,-9.72
 1986/08/18,1855.6,1869.52,1846.74,1869.52,0,1850,1818.66,1800.54,1583.97,0,0,0,52.65,55.99,-6.67
 1986/08/19,1869.52,1869.52,1855.03,1862.91,0,1855.48,1827.25,1803.93,1592.39,0,0,0,52.06,55.2,-6.28
 1986/08/20,1863.05,1881.32,1859.25,1881.32,0,1862.85,1837.43,1808.08,1601.22,0,0,0,52.48,54.66,-4.36
 1986/08/21,1881.05,1885.83,1874.02,1881.18,0,1870.1,1846.92,1812.55,1610.09,0,0,0,52.19,54.16,-3.94
 1986/08/22,1881.19,1887.8,1877.11,1887.79,0,1876.54,1857.43,1816.44,1618.99,0,0,0,51.9,53.71,-3.62
 1986/08/25,1887.65,1888.64,1869.94,1871.77,0,1876.99,1863.5,1821.34,1627.57,0,0,0,49.81,52.93,-6.25
 1986/08/26,1871.63,1904.67,1871.63,1904.25,0,1885.26,1870.37,1828.2,1636.91,0,0,0,50.19,52.38,-4.39
 1986/08/27,1904.25,1911,1898.76,1904.53,0,1889.91,1876.38,1834.46,1646.22,0,0,0,49.94,51.89,-3.91
 1986/08/28,1896.79,1912.26,1896.25,1900.17,0,1893.7,1881.9,1840.7,1655.43,0,0,0,48.82,51.28,-4.91
 1986/08/29,1896.93,1911.24,1890.63,1898.34,0,1895.81,1886.18,1847.44,1664.48,0,0,0,47.25,50.47,-6.45
 1986/09/02,1898.35,1906.92,1865.15,1865.73,0,1894.6,1885.8,1852.23,1673.02,0,0,0,42.87,48.95,-12.16
 1986/09/03,1870.36,1881.61,1861.51,1880.2,0,1889.79,1887.53,1857.39,1681.91,0,0,0,40.11,47.18,-14.14
 1986/09/04,1881.19,1921.96,1881.19,1919.71,0,1892.83,1891.37,1864.4,1691.82,0,0,0,40.64,45.88,-10.47
 1986/09/05,1919.57,1927.02,1897.92,1899.75,0,1892.75,1893.22,1870.07,1701.4,0,0,0,39,44.5,-10.99
 1986/09/08,1899.89,1900.45,1877.53,1888.36,0,1890.75,1893.28,1875.36,1710.71,0,0,0,36.37,42.87,-13.02
 1986/09/09,1888.36,1903.82,1878.94,1884.14,0,1894.43,1894.52,1879.01,1720.1,0,0,0,33.55,41.01,-14.92
 1986/09/10,1884.14,1886.67,1873.45,1879.5,0,1894.29,1892.04,1881.21,1729.52,0,0,0,30.59,38.93,-16.67
 1986/09/11,1879.5,1879.5,1790.35,1792.88,0,1868.93,1880.88,1878.63,1737.48,0,0,0,21.01,35.34,-28.66
 1986/09/12,1792.74,1795.98,1743.39,1758.72,0,1840.72,1866.73,1874.32,1744.84,0,0,0,10.54,30.38,-39.68
 1986/09/15,1758.58,1777.28,1750.42,1767.57,0,1816.56,1853.66,1869.92,1752.33,0,0,0,2.93,24.89,-43.93
 1986/09/16,1767.58,1778.54,1745.5,1778.54,0,1795.44,1844.94,1865.37,1760.1,0,0,0,-2.2,19.47,-43.34
 1986/09/17,1778.54,1789.93,1766.73,1769.4,0,1773.42,1833.86,1860.69,1767.71,0,0,0,-6.92,14.2,-42.22
 1986/09/18,1769.4,1782.2,1757.31,1774.18,0,1769.68,1819.3,1855.34,1775.22,0,0,0,-10.15,9.33,-38.96
 1986/09/19,1773.9,1773.9,1760.26,1762.51,0,1770.44,1805.58,1849.4,1782.44,0,0,0,-13.5,4.76,-36.53
 1986/09/22,1762.37,1793.45,1762.37,1793.45,0,1775.62,1796.09,1844.69,1790.36,0,0,0,-13.51,1.11,-29.23
 1986/09/23,1793.31,1801.18,1786.7,1797.81,0,1779.47,1787.46,1840.99,1798.35,0,0,0,-13.01,-1.72,-22.59
 1986/09/24,1797.81,1810.04,1797.1,1803.29,0,1786.25,1779.83,1835.94,1806.46,0,0,0,-12.03,-3.78,-16.51
 1986/09/25,1803.29,1803.29,1759.7,1768.56,0,1785.13,1777.4,1829.14,1813.89,0,0,0,-13.9,-5.8,-16.2
 1986/09/26,1768.56,1783.6,1758.01,1769.68,0,1786.56,1778.5,1822.62,1821.2,0,0,0,-15.12,-7.67,-14.9
 1986/09/29,1769.68,1769.68,1737.2,1755.2,0,1778.91,1777.26,1815.46,1818.77,0,0,0,-17.05,-9.54,-15.02
 1986/09/30,1755.2,1783.32,1755.2,1767.57,0,1772.86,1776.17,1810.55,1817.58,0,0,0,-17.39,-11.11,-12.55
 1986/10/01,1767.44,1796.82,1767.44,1782.9,0,1768.78,1777.51,1805.69,1816.95,0,0,0,-16.23,-12.14,-8.19
 1986/10/02,1782.9,1789.79,1772.92,1781.21,0,1771.31,1778.22,1798.76,1816.21,0,0,0,-15.27,-12.76,-5.02
 1986/10/03,1781.21,1799.07,1765.75,1774.18,0,1772.21,1779.38,1792.48,1815.25,0,0,0,-14.91,-13.19,-3.43
 1986/10/06,1774.32,1789.09,1768.7,1784.45,0,1778.06,1778.48,1787.29,1814.63,0,0,0,-13.64,-13.28,-0.71
 1986/10/07,1784.17,1788.95,1774.04,1784.45,0,1781.44,1777.15,1782.3,1814.48,0,0,0,-12.48,-13.12,1.28
 1986/10/08,1782.2,1805.68,1776.57,1803.85,0,1785.63,1777.21,1778.52,1815.06,0,0,0,-9.89,-12.48,5.17
 1986/10/09,1803.85,1816.09,1795.42,1796.82,0,1788.75,1780.03,1778.72,1815.44,0,0,0,-8.31,-11.64,6.67
 1986/10/10,1797.24,1800.06,1790.35,1793.16,0,1792.54,1782.38,1780.44,1815.63,0,0,0,-7.26,-10.77,7.01
 1986/10/13,1793.17,1798.37,1790.64,1798.37,0,1795.33,1786.7,1781.98,1815.97,0,0,0,-5.95,-9.8,7.71
 1986/10/14,1798.37,1808.77,1790.64,1800.2,0,1798.47,1789.96,1783.06,1816.32,0,0,0,-4.7,-8.78,8.16
