      date,    open,    high,    low,    close,         ³É½»Á¿,   MA.MA1   ,   MA.MA2   ,   MA.MA3   ,   MA.MA4   ,  VOL.VOLUME,  VOL.MAVOL1,  VOL.MAVOL2, MACD.DIF   , MACD.DEA   , MACD.MACD  
 1989/03/10,2291.43,2291.43,2270.18,2282.14,0,2290.93,2274.63,2284.08,2247.98,0,0,0,2.63,3.83,-2.39
 1989/03/13,2282.14,2315,2282.14,2306.25,0,2293.23,2280.21,2285.09,2250.84,0,0,0,4.24,3.91,0.66
 1989/03/14,2306.25,2315.36,2302.32,2306.25,0,2296.32,2285,2286.27,2253.73,0,0,0,5.46,4.22,2.47
 1989/03/15,2306.25,2321.61,2306.25,2320.54,0,2301.32,2292.75,2288.24,2256.56,0,0,0,7.48,4.87,5.23
 1989/03/16,2320.54,2347.14,2320.18,2340.71,0,2311.18,2300.25,2290.08,2259.36,0,0,0,10.6,6.02,9.16
 1989/03/17,2340.89,2340.89,2273.93,2291.96,0,2313.15,2302.04,2289.11,2261.46,0,0,0,9.03,6.62,4.82
 1989/03/20,2292.14,2292.14,2253.04,2262.5,0,2304.4,2298.81,2285.99,2263.09,0,0,0,5.34,6.36,-2.04
 1989/03/21,2262.5,2283.04,2262.32,2266.25,0,2296.4,2296.36,2282.98,2264.85,0,0,0,2.7,5.63,-5.87
 1989/03/22,2266.61,2270.18,2255.36,2263.21,0,2284.93,2293.13,2281.94,2266.43,0,0,0,0.35,4.57,-8.45
 1989/03/23,2263.21,2270.71,2240,2243.04,0,2265.4,2288.29,2279.63,2267.76,0,0,0,-3.1,3.04,-12.28
 1989/03/27,2242.68,2258.39,2238.04,2257.86,0,2258.57,2285.86,2280.24,2269.29,0,0,0,-4.59,1.51,-12.21
 1989/03/28,2258.39,2279.46,2258.39,2275.36,0,2261.13,2282.76,2281.49,2270.83,0,0,0,-4.31,0.35,-9.31
 1989/03/29,2274.19,2283.17,2269.98,2281.52,0,2264.2,2280.3,2282.65,2272.71,0,0,0,-3.54,-0.43,-6.23
 1989/03/30,2281.52,2292.52,2272.36,2281.34,0,2267.82,2276.38,2284.56,2274.99,0,0,0,-2.92,-0.93,-3.99
 1989/03/31,2281.34,2296.19,2281.34,2293.62,0,2277.93,2271.66,2285.96,2276.92,0,0,0,-1.42,-1.03,-0.79
 1989/04/03,2296.19,2312.32,2290.69,2304.8,0,2287.32,2272.95,2287.49,2278.83,0,0,0,0.66,-0.69,2.71
 1989/04/04,2304.8,2305.9,2292.71,2298.2,0,2291.9,2276.51,2287.66,2280.56,0,0,0,1.76,-0.2,3.92
 1989/04/05,2298.2,2305.9,2294.35,2304.8,0,2296.55,2280.38,2288.37,2282.32,0,0,0,3.13,0.47,5.33
 1989/04/06,2304.99,2304.99,2288.86,2291.97,0,2298.68,2283.25,2288.19,2283.96,0,0,0,3.14,1,4.28
 1989/04/07,2291.97,2308.83,2285.56,2304.8,0,2300.93,2289.43,2288.86,2285.6,0,0,0,4.14,1.63,5.02
 1989/04/10,2304.99,2310.85,2299.3,2301.87,0,2300.32,2293.82,2289.84,2286.93,0,0,0,4.64,2.23,4.82
 1989/04/11,2301.87,2315.8,2299.85,2311.58,0,2303,2297.45,2290.11,2288.35,0,0,0,5.75,2.94,5.64
 1989/04/12,2311.58,2323.86,2311.4,2319.64,0,2305.98,2301.26,2290.78,2289.94,0,0,0,7.2,3.79,6.83
 1989/04/13,2319.65,2319.65,2293.26,2296,0,2306.8,2302.74,2289.56,2291.29,0,0,0,6.37,4.31,4.13
 1989/04/14,2296,2337.24,2296,2337.06,0,2313.23,2307.07,2289.37,2292.93,0,0,0,8.92,5.23,7.39
 1989/04/17,2337.06,2343.48,2330.83,2337.79,0,2320.4,2310.36,2291.66,2294.57,0,0,0,10.88,6.36,9.04
 1989/04/18,2337.79,2382.15,2337.61,2379.58,0,2334.02,2318.51,2297.51,2296.98,0,0,0,15.62,8.21,14.82
 1989/04/19,2379.4,2394.61,2373.17,2386.91,0,2347.45,2326.71,2303.54,2299.79,0,0,0,19.74,10.52,18.45
 1989/04/20,2386.91,2394.06,2361.99,2377.38,0,2363.73,2335.26,2309.26,2301.8,0,0,0,21.99,12.81,18.35
 1989/04/21,2377.38,2409.46,2377.38,2409.46,0,2378.23,2345.73,2317.57,2304.2,0,0,0,26.05,15.46,21.19
 1989/04/24,2407.99,2407.99,2392.96,2402.68,0,2391.2,2355.8,2324.81,2306.05,0,0,0,28.4,18.05,20.71
 1989/04/25,2402.68,2413.67,2386.73,2386.91,0,2392.68,2363.35,2330.4,2307.13,0,0,0,28.66,20.17,16.98
 1989/04/26,2386.73,2394.98,2380.87,2389.11,0,2393.13,2370.29,2335.77,2308.21,0,0,0,28.71,21.88,13.66
 1989/04/27,2389.11,2425.95,2389.11,2418.98,0,2401.43,2382.57,2342.66,2309.49,0,0,0,30.81,23.66,14.28
 1989/04/28,2418.8,2423.39,2409.09,2418.8,0,2403.3,2390.76,2348.92,2310.83,0,0,0,32.08,25.35,13.47
 1989/05/01,2418.44,2418.44,2397.36,2414.95,0,2405.75,2398.48,2354.42,2312.18,0,0,0,32.41,26.76,11.3
 1989/05/02,2415.14,2426.69,2402.86,2402.86,0,2408.93,2400.8,2359.66,2313.38,0,0,0,31.33,27.67,7.32
 1989/05/03,2404.33,2405.24,2390.58,2393.69,0,2409.85,2401.49,2364.1,2314.59,0,0,0,29.4,28.02,2.76
 1989/05/04,2394.24,2394.24,2379.77,2384.89,0,2403.05,2402.24,2368.75,2315.22,0,0,0,26.85,27.79,-1.87
 1989/05/05,2384.9,2410.19,2375.55,2381.96,0,2395.68,2399.49,2372.61,2315.86,0,0,0,24.31,27.09,-5.56
 1989/05/08,2381.78,2381.78,2362.9,2376.46,0,2387.98,2396.86,2376.33,2316.75,0,0,0,21.61,25.99,-8.78
 1989/05/09,2376.47,2385.81,2359.97,2371.33,0,2381.68,2395.3,2379.32,2318.17,0,0,0,18.83,24.56,-11.46
 1989/05/10,2371.33,2379.58,2368.59,2374.45,0,2377.82,2393.84,2382.06,2319.71,0,0,0,16.69,22.99,-12.59
 1989/05/11,2374.45,2385.26,2373.35,2382.88,0,2377.43,2390.24,2386.41,2321.4,0,0,0,15.5,21.49,-11.98
 1989/05/12,2382.88,2439.7,2382.88,2439.7,0,2388.95,2392.31,2391.54,2323.66,0,0,0,18.92,20.98,-4.11
 1989/05/15,2439.52,2463.89,2439.52,2463.89,0,2406.45,2397.21,2397.84,2326.2,0,0,0,23.31,21.44,3.74
 1989/05/16,2463.89,2463.89,2448.68,2453.63,0,2422.9,2402.29,2401.54,2328.35,0,0,0,25.67,22.29,6.77
 1989/05/17,2453.45,2471.59,2446.85,2462.43,0,2440.5,2409.16,2405.32,2330.62,0,0,0,27.93,23.42,9.02
 1989/05/18,2462.43,2473.42,2456.2,2470.12,0,2457.95,2417.69,2409.96,2333.72,0,0,0,29.99,24.73,10.52
 1989/05/19,2470.12,2501.1,2470.12,2501.1,0,2470.25,2429.6,2414.54,2337.25,0,0,0,33.74,26.53,14.41
 1989/05/22,2503.3,2515.4,2487.9,2502.02,0,2477.88,2442.16,2419.51,2341.52,0,0,0,36.36,28.5,15.73
 1989/05/23,2502.02,2502.02,2475.26,2478,0,2482.75,2452.82,2424.06,2345.32,0,0,0,36.09,30.02,12.14
 1989/05/24,2478.01,2484.42,2468.84,2483.87,0,2487.02,2463.76,2428.8,2349.07,0,0,0,35.93,31.2,9.46
 1989/05/25,2483.69,2489,2476.91,2482.59,0,2489.5,2473.73,2431.98,2353.07,0,0,0,35.29,32.02,6.55
 1989/05/26,2482.77,2494.68,2480.76,2493.77,0,2488.05,2479.15,2435.73,2356.87,0,0,0,35.29,32.67,5.23
 1989/05/30,2503.49,2510.66,2464.15,2475.55,0,2482.75,2480.31,2438.76,2360.23,0,0,0,33.42,32.82,1.2
 1989/05/31,2475.18,2489.52,2470.96,2480.14,0,2483.18,2482.96,2442.63,2363.31,0,0,0,31.95,32.65,-1.39
 1989/06/01,2479.78,2496.88,2477.02,2490.63,0,2484.52,2485.77,2447.47,2366.65,0,0,0,31.27,32.37,-2.21
 1989/06/02,2490.63,2518.2,2490.63,2517.83,0,2491.6,2490.55,2454.12,2370.35,0,0,0,32.55,32.41,0.28
 1989/06/05,2517.46,2518.38,2480.33,2480.7,0,2488.95,2488.5,2459.05,2373.5,0,0,0,30.22,31.97,-3.5
 1989/06/06,2480.7,2501.84,2475.92,2496.32,0,2493.13,2487.94,2465.05,2377.07,0,0,0,29.29,31.43,-4.28
 1989/06/07,2496.32,2514.15,2496.32,2512.31,0,2499.55,2491.36,2472.09,2380.51,0,0,0,29.51,31.05,-3.08
 1989/06/08,2511.95,2520.59,2508.46,2516.91,0,2504.82,2494.68,2479.22,2384.02,0,0,0,29.71,30.78,-2.14
 1989/06/09,2516.91,2523.53,2504.6,2513.42,0,2503.93,2497.76,2485.74,2387.24,0,0,0,29.25,30.48,-2.45
 1989/06/12,2505.78,2519.03,2488.81,2518.84,0,2511.57,2500.26,2489.71,2390.2,0,0,0,28.99,30.18,-2.38
 1989/06/13,2518.47,2518.47,2492.35,2503.54,0,2513,2503.06,2491.69,2393.73,0,0,0,27.24,29.59,-4.71
 1989/06/14,2503.54,2513.25,2495.52,2503.36,0,2511.23,2505.39,2494.18,2397.74,0,0,0,25.54,28.78,-6.49
 1989/06/15,2503.36,2503.36,2465.86,2474.81,0,2502.77,2503.8,2494.79,2401.22,0,0,0,21.64,27.35,-11.43
 1989/06/16,2474.81,2490.11,2468.84,2486.38,0,2497.38,2500.65,2495.6,2404.94,0,0,0,19.26,25.73,-12.95
 1989/06/19,2484.64,2487.29,2474.39,2479.89,0,2489.6,2500.59,2494.54,2408.89,0,0,0,16.66,23.92,-14.52
 1989/06/20,2479.51,2488.62,2470.03,2472.88,0,2483.48,2498.24,2493.09,2412.47,0,0,0,13.87,21.91,-16.08
 1989/06/21,2472.88,2482.17,2456.56,2464.91,0,2475.77,2493.5,2492.43,2415.63,0,0,0,10.89,19.7,-17.63
 1989/06/22,2464.91,2482.17,2463.01,2482.17,0,2477.25,2490.01,2492.34,2418.97,0,0,0,9.81,17.73,-15.83
 1989/06/23,2481.98,2531.87,2481.98,2531.86,0,2486.35,2491.86,2494.81,2423.15,0,0,0,12.82,16.74,-7.85
 1989/06/26,2530.54,2530.73,2510.43,2511.38,0,2492.63,2491.11,2495.69,2426.78,0,0,0,13.39,16.07,-5.36
 1989/06/27,2511.95,2535.28,2511.76,2526.36,0,2503.32,2493.4,2498.23,2430.47,0,0,0,14.88,15.84,-1.9
 1989/06/28,2526.37,2526.37,2491.46,2504.74,0,2511.3,2493.54,2499.46,2433.91,0,0,0,14.16,15.5,-2.68
 1989/06/29,2504.74,2504.74,2457.32,2458.27,0,2506.52,2491.89,2497.84,2436.47,0,0,0,9.72,14.34,-9.24
 1989/06/30,2458.27,2460.93,2418.82,2440.06,0,2488.18,2487.26,2493.96,2438.94,0,0,0,4.68,12.41,-15.46
 1989/07/03,2440.06,2453.72,2438.73,2452.77,0,2476.45,2484.54,2492.56,2441.41,0,0,0,1.7,10.27,-17.14
 1989/07/05,2452.77,2463.39,2436.84,2456.56,0,2462.48,2482.9,2490.57,2443.98,0,0,0,-0.36,8.14,-17.01
 1989/07/06,2456.56,2464.91,2452.58,2462.44,0,2454.02,2482.66,2488.08,2446.5,0,0,0,-1.5,6.22,-15.43
 1989/07/07,2462.44,2498.67,2459.22,2487.86,0,2459.95,2483.24,2486.63,2449.3,0,0,0,-0.35,4.9,-10.5
 1989/07/10,2487.86,2504.74,2487.48,2502.65,0,2472.45,2480.31,2486.09,2452.75,0,0,0,1.74,4.27,-5.06
 1989/07/11,2502.66,2530.73,2502.66,2514.6,0,2484.82,2480.64,2485.88,2455.71,0,0,0,4.31,4.28,0.06
 1989/07/12,2514.61,2539.64,2512.71,2532.63,0,2500.05,2481.26,2487.33,2458.95,0,0,0,7.71,4.96,5.49
 1989/07/13,2532.63,2545.71,2525.99,2538.31,0,2515.2,2484.61,2489.07,2461.6,0,0,0,10.74,6.12,9.24
 1989/07/14,2538.32,2555.2,2515.74,2554.82,0,2528.6,2494.27,2493.08,2464.4,0,0,0,14.31,7.76,13.1
 1989/07/17,2554.82,2561.65,2543.25,2553.49,0,2538.77,2505.61,2496.44,2467.33,0,0,0,16.84,9.57,14.53
 1989/07/18,2553.49,2553.49,2540.78,2544.76,0,2544.8,2514.81,2499.68,2469.59,0,0,0,17.93,11.24,13.37
 1989/07/19,2544.76,2584.41,2544.2,2584.41,0,2555.15,2527.6,2505.25,2472.62,0,0,0,21.74,13.34,16.8
 1989/07/20,2584.41,2612.67,2573.41,2575.49,0,2562.6,2538.9,2510.78,2475.76,0,0,0,23.77,15.43,16.68
 1989/07/21,2574.54,2607.36,2566.39,2607.36,0,2573.1,2550.85,2517.04,2479.4,0,0,0,27.63,17.87,19.52
 1989/07/24,2605.27,2605.27,2583.46,2584.98,0,2579.4,2559.09,2519.7,2482.16,0,0,0,28.56,20.01,17.1
 1989/07/25,2584.98,2603.95,2572.08,2583.08,0,2587.05,2565.93,2523.28,2484.9,0,0,0,28.8,21.77,14.07
 1989/07/26,2583.08,2613.05,2572.65,2613.05,0,2592.8,2573.98,2527.62,2488.2,0,0,0,31.06,23.62,14.87
 1989/07/27,2613.05,2636.76,2613.05,2635.43,0,2604.77,2583.69,2534.15,2492.08,0,0,0,34.26,25.75,17.01
 1989/07/28,2635.43,2646.24,2624.62,2635.05,0,2610.32,2591.71,2542.99,2496.1,0,0,0,36.34,27.87,16.95
 1989/07/31,2635.05,2660.66,2630.5,2660.66,0,2625.45,2602.43,2554.02,2500.7,0,0,0,39.61,30.22,18.78
 1989/08/01,2660.66,2676.97,2635.62,2641.12,0,2637.07,2612.06,2563.44,2505.02,0,0,0,40.15,32.2,15.9
 1989/08/02,2642.26,2659.14,2635.62,2657.43,0,2645.93,2619.36,2573.48,2509.7,0,0,0,41.43,34.05,14.75
 1989/08/03,2657.44,2667.49,2653.64,2661.61,0,2651.18,2627.98,2583.44,2514.54,0,0,0,42.28,35.7,13.17
 1989/08/04,2661.61,2669.76,2640.74,2653.45,0,2654.85,2632.59,2591.72,2519.19,0,0,0,41.82,36.92,9.8
 1989/08/07,2656.3,2695.18,2650.99,2694.99,0,2661.73,2643.59,2601.34,2524.39,0,0,0,44.3,38.4,11.8
 1989/08/08,2694.99,2707.7,2691.01,2699.16,0,2673.32,2655.2,2610.56,2528.71,0,0,0,46.07,39.93,12.27
 1989/08/09,2700.11,2715.1,2686.07,2686.07,0,2679.05,2662.49,2618.23,2532.42,0,0,0,45.88,41.12,9.52
 1989/08/10,2685.32,2728,2680.58,2712.63,0,2689.25,2670.21,2626.95,2536.73,0,0,0,47.33,42.36,9.94
 1989/08/11,2712.63,2732.93,2680.96,2683.99,0,2695.35,2675.1,2633.41,2540.43,0,0,0,45.65,43.02,5.25
 1989/08/14,2683.99,2694.42,2665.21,2677.92,0,2691.95,2676.84,2639.63,2543.89,0,0,0,43.32,43.08,0.48
 1989/08/15,2677.92,2694.42,2674.32,2687.59,0,2689.63,2681.48,2646.77,2547,0,0,0,41.78,42.82,-2.09
 1989/08/16,2687.59,2702.01,2687.59,2693.29,0,2691.1,2685.07,2652.22,2550.19,0,0,0,40.54,42.36,-3.64
 1989/08/17,2693.48,2699.92,2667.87,2679.63,0,2684.5,2686.88,2657.43,2553.55,0,0,0,38.03,41.5,-6.94
 1989/08/18,2679.25,2691.77,2673.18,2687.97,0,2685.3,2690.32,2661.46,2556.95,0,0,0,36.29,40.46,-8.33
 1989/08/21,2684.75,2688.73,2646.05,2647,0,2679.1,2685.52,2664.56,2559.69,0,0,0,31.24,38.61,-14.74
 1989/08/22,2647,2652.12,2626.52,2650.98,0,2671.77,2680.7,2667.95,2562.31,0,0,0,27.25,36.34,-18.18
 1989/08/23,2650.99,2679.06,2650.04,2678.11,0,2668.73,2679.91,2671.2,2565.68,0,0,0,25.98,34.27,-16.58
 1989/08/24,2678.11,2735.58,2677.35,2734.63,0,2679.73,2682.11,2676.16,2569.93,0,0,0,29.19,33.25,-8.12
 1989/08/25,2734.64,2748.1,2727.24,2732.36,0,2688.6,2686.95,2681.02,2573.95,0,0,0,31.2,32.84,-3.29
 1989/08/28,2729.7,2743.36,2719.27,2743.36,0,2707.88,2693.49,2685.16,2577.71,0,0,0,33.29,32.93,0.72
 1989/08/29,2743.37,2747.34,2714.67,2726.63,0,2723.02,2697.4,2689.44,2581.81,0,0,0,33.22,32.99,0.46
 1989/08/30,2726.63,2744.49,2712.39,2728.15,0,2733.02,2700.88,2692.98,2585.68,0,0,0,32.9,32.97,-0.14
 1989/08/31,2728.15,2737.27,2723.59,2737.27,0,2733.57,2706.65,2696.76,2589.43,0,0,0,33.01,32.98,0.06
 1989/09/01,2737.27,2758.17,2732.71,2752.09,0,2737.5,2713.05,2701.69,2593.34,0,0,0,33.9,33.16,1.47
 1989/09/05,2752.09,2760.26,2740.12,2744.68,0,2737.77,2722.82,2704.18,2597.2,0,0,0,33.61,33.25,0.72
 1989/09/06,2744.68,2745.06,2704.6,2719.79,0,2736.4,2729.71,2705.21,2600.55,0,0,0,31.03,32.81,-3.56
 1989/09/07,2719.79,2728.91,2705.74,2706.88,0,2732.15,2732.59,2706.25,2603.94,0,0,0,27.61,31.77,-8.31
 1989/09/08,2707.07,2717.71,2684.65,2709.54,0,2726.57,2730.07,2706.09,2607.37,0,0,0,24.84,30.38,-11.09
 1989/09/11,2709.54,2709.54,2684.27,2704.41,0,2717.07,2727.29,2707.12,2611.2,0,0,0,21.97,28.7,-13.46
 1989/09/12,2704.41,2718.66,2700.61,2707.25,0,2709.57,2723.68,2708.58,2614.88,0,0,0,19.7,26.9,-14.4
 1989/09/13,2707.07,2715.62,2679.52,2679.52,0,2701.52,2718.96,2708.18,2618.21,0,0,0,15.49,24.62,-18.26
 1989/09/14,2679.52,2679.71,2655.97,2664.89,0,2693.13,2712.64,2706.76,2621.41,0,0,0,10.84,21.86,-22.04
 1989/09/15,2664.7,2681.42,2654.07,2674.58,0,2686.15,2706.36,2706.51,2624.9,0,0,0,7.85,19.06,-22.42
 1989/09/18,2676.29,2688.83,2670.97,2687.5,0,2682.75,2699.91,2706.48,2628.33,0,0,0,6.45,16.54,-20.18
 1989/09/19,2687.31,2700.04,2686.17,2687.31,0,2678.75,2694.16,2708.49,2630.92,0,0,0,5.26,14.28,-18.04
 1989/09/20,2687.31,2694.34,2682.18,2683.89,0,2679.63,2690.57,2710.14,2633.79,0,0,0,4,12.23,-16.45
 1989/09/21,2683.89,2700.23,2671.92,2680.28,0,2682.7,2687.91,2710.25,2636.36,0,0,0,2.68,10.32,-15.28
 1989/09/22,2679.52,2687.12,2674.39,2681.61,0,2684.1,2685.13,2707.6,2639.3,0,0,0,1.72,8.6,-13.76
 1989/09/25,2681.42,2681.42,2651.22,2659.19,0,2678.45,2680.6,2703.94,2642.65,0,0,0,-0.85,6.71,-15.11
 1989/09/26,2659.19,2681.99,2659.19,2663.94,0,2673.77,2676.26,2699.97,2646.38,0,0,0,-2.46,4.87,-14.67
 1989/09/27,2663.94,2673.44,2652.55,2673.06,0,2671.63,2675.63,2697.29,2650.06,0,0,0,-2.98,3.3,-12.56
 1989/09/28,2673.06,2694.91,2673.06,2694.91,0,2674.55,2678.63,2695.63,2654.03,0,0,0,-1.6,2.32,-7.85
 1989/09/29,2694.91,2710.49,2684.46,2692.82,0,2676.8,2680.45,2693.41,2657.87,0,0,0,-0.67,1.72,-4.79
 1989/10/02,2692.63,2715.62,2687.12,2713.71,0,2687.68,2683.06,2691.49,2661.63,0,0,0,1.73,1.73,0.01
 1989/10/03,2713.72,2755.7,2713.72,2754.56,0,2705.82,2689.8,2691.98,2665.83,0,0,0,6.85,2.75,8.2
 1989/10/04,2754.56,2776.22,2752.09,2771.09,0,2725.43,2698.52,2694.55,2670.11,0,0,0,12.11,4.62,14.97
 1989/10/05,2771.66,2780.02,2764.25,2773.55,0,2741.15,2707.85,2697.88,2674.12,0,0,0,16.28,6.95,18.65
 1989/10/06,2773.56,2789.89,2773.56,2785.52,0,2759.68,2718.24,2701.68,2678.24,0,0,0,20.32,9.63,21.38
 1989/10/09,2785.33,2795.97,2773.94,2791.41,0,2775.23,2731.45,2706.02,2682.18,0,0,0,23.72,12.45,22.55
 1989/10/10,2791.41,2795.21,2775.27,2785.33,0,2781.38,2743.6,2709.93,2686.05,0,0,0,25.63,15.08,21.1
 1989/10/11,2783.2,2783.2,2758.4,2773.36,0,2781.82,2753.63,2714.63,2689.86,0,0,0,25.88,17.24,17.28
 1989/10/12,2773.36,2774.39,2756.56,2759.84,0,2779.1,2760.13,2719.38,2692.78,0,0,0,24.71,18.74,11.94
 1989/10/13,2759.84,2764.55,2559.02,2569.88,0,2735.98,2747.82,2714.14,2692.69,0,0,0,8.35,16.66,-16.62
 1989/10/16,2568.44,2657.38,2504.92,2657.38,0,2709.18,2742.2,2712.63,2693.52,0,0,0,2.42,13.81,-22.79
 1989/10/17,2656.56,2656.56,2594.26,2638.73,0,2679.85,2730.61,2710.21,2694.42,0,0,0,-3.74,10.3,-28.09
 1989/10/18,2638.73,2654.1,2620.7,2643.64,0,2653.9,2717.86,2708.19,2695.43,0,0,0,-8.14,6.61,-29.5
 1989/10/19,2643.44,2703.28,2643.44,2683.2,0,2638.55,2708.82,2708.34,2696.6,0,0,0,-8.33,3.62,-23.91
 1989/10/20,2683.61,2691.19,2664.75,2689.14,0,2662.4,2699.19,2708.71,2697.49,0,0,0,-7.91,1.32,-18.46
 1989/10/23,2686.89,2696.93,2658.81,2662.91,0,2663.52,2686.35,2708.9,2697.96,0,0,0,-9.59,-0.87,-17.45
 1989/10/24,2662.91,2665.57,2577.25,2659.22,0,2667.6,2673.73,2708.66,2697.93,0,0,0,-11.09,-2.91,-16.36
 1989/10/25,2659.22,2674.39,2647.34,2653.28,0,2669.55,2661.73,2707.68,2698.14,0,0,0,-12.61,-4.85,-15.52
 1989/10/26,2652.87,2653.07,2606.15,2613.73,0,2655.65,2647.1,2703.61,2697.41,0,0,0,-16.81,-7.24,-19.14
 1989/10/27,2613.73,2614.96,2581.15,2596.72,0,2637.18,2649.79,2698.81,2696.32,0,0,0,-21.27,-10.05,-22.44
 1989/10/30,2597.54,2619.26,2597.54,2603.48,0,2625.27,2644.4,2693.3,2695.49,0,0,0,-23.98,-12.83,-22.29
 1989/10/31,2603.69,2651.02,2603.69,2645.08,0,2622.48,2645.04,2687.82,2694.66,0,0,0,-22.51,-14.77,-15.49
 1989/11/01,2645.08,2653.89,2634.43,2645.9,0,2620.98,2645.26,2681.56,2693.77,0,0,0,-21.04,-16.02,-10.03
 1989/11/02,2645.9,2645.9,2612.29,2631.55,0,2624.55,2640.1,2674.46,2692.86,0,0,0,-20.79,-16.98,-7.63
 1989/11/03,2631.35,2643.24,2621.93,2629.51,0,2631.1,2634.14,2666.66,2691.48,0,0,0,-20.53,-17.69,-5.67
 1989/11/06,2629.51,2629.51,2581.56,2582.17,0,2626.85,2626.06,2656.21,2689.78,0,0,0,-23.86,-18.92,-9.87
 1989/11/07,2581.76,2601.23,2569.67,2597.13,0,2617.25,2619.86,2646.79,2688.44,0,0,0,-25,-20.14,-9.73
 1989/11/08,2597.13,2634.63,2597.13,2623.36,0,2612.75,2616.86,2639.29,2687.37,0,0,0,-23.52,-20.81,-5.42
 1989/11/09,2623.36,2626.02,2601.43,2603.69,0,2607.18,2615.86,2631.48,2685.87,0,0,0,-23.66,-21.38,-4.56
 1989/11/10,2603.69,2625.61,2603.48,2625.61,0,2606.4,2618.75,2634.27,2684.97,0,0,0,-21.76,-21.46,-0.59
 1989/11/13,2625.61,2636.68,2616.19,2626.43,0,2615.25,2621.05,2632.73,2683.95,0,0,0,-19.95,-21.16,2.42
 1989/11/14,2626.23,2631.76,2602.46,2610.24,0,2617.85,2617.55,2631.29,2683.33,0,0,0,-19.6,-20.84,2.5
 1989/11/15,2610.25,2634.63,2603.07,2632.58,0,2619.7,2616.23,2630.74,2683.03,0,0,0,-17.31,-20.14,5.65
 1989/11/16,2632.58,2637.91,2621.52,2635.65,0,2626.1,2616.64,2628.37,2682.32,0,0,0,-15.08,-19.13,8.09
 1989/11/17,2635.66,2656.15,2628.89,2652.66,0,2631.52,2618.96,2626.55,2680.95,0,0,0,-11.81,-17.66,11.71
 1989/11/20,2650.7,2652.73,2621.37,2632.04,0,2632.63,2623.94,2625,2679.28,0,0,0,-10.75,-16.28,11.06
 1989/11/21,2632.04,2642.06,2620.73,2639.29,0,2638.45,2628.15,2624.01,2677.55,0,0,0,-9.23,-14.87,11.29
 1989/11/22,2639.29,2658.06,2639.29,2656.78,0,2643.27,2631.49,2624.18,2676.38,0,0,0,-6.53,-13.2,13.35
 1989/11/24,2656.78,2679.18,2656.14,2675.55,0,2651.27,2638.69,2627.27,2675.51,0,0,0,-2.84,-11.13,16.58
 1989/11/27,2675.55,2697.53,2674.91,2694.96,0,2659.73,2645.63,2632.19,2674.8,0,0,0,1.63,-8.58,20.41
 1989/11/28,2694.97,2704.14,2684.3,2702,0,2673.73,2653.18,2637.11,2673.97,0,0,0,5.67,-5.73,22.8
 1989/11/29,2702.22,2704.56,2686.65,2688.78,0,2683.63,2661.04,2639.29,2673.03,0,0,0,7.72,-3.04,21.52
 1989/11/30,2688.99,2711.18,2688.99,2706.27,0,2693.52,2668.4,2642.31,2672.81,0,0,0,10.63,-0.31,21.87
 1989/12/01,2706.27,2758.53,2706.27,2747.65,0,2707.93,2679.6,2648.12,2673.49,0,0,0,16.09,2.97,26.24
 1989/12/04,2747.65,2758.96,2744.67,2753.63,0,2719.65,2689.69,2654.32,2674.22,0,0,0,20.67,6.51,28.31
 1989/12/05,2753.63,2764.72,2740.61,2741.68,0,2727.6,2700.66,2662.3,2674.84,0,0,0,23.06,9.82,26.48
 1989/12/06,2741.68,2745.31,2731.23,2736.77,0,2737.2,2710.41,2669.28,2675.34,0,0,0,24.28,12.71,23.13
 1989/12/07,2736.77,2747.65,2707.55,2720.77,0,2740.1,2716.81,2674.15,2676.02,0,0,0,23.68,14.91,17.55
 1989/12/08,2720.78,2739.55,2720.78,2731.23,0,2736.82,2722.38,2680.53,2677.13,0,0,0,23.78,16.68,14.2
 1989/12/11,2731.44,2731.44,2713.74,2728.24,0,2731.75,2725.7,2685.66,2678.02,0,0,0,23.35,18.02,10.67
 1989/12/12,2728.24,2756.61,2728.24,2752.13,0,2733.82,2730.71,2691.94,2679.1,0,0,0,24.65,19.34,10.61
 1989/12/13,2752.77,2772.4,2751.49,2761.09,0,2738.7,2737.95,2699.49,2680.33,0,0,0,26.1,20.69,10.81
 1989/12/14,2761.09,2761.09,2742.11,2753.63,0,2745.25,2742.68,2705.54,2681.49,0,0,0,26.35,21.82,9.04
 1989/12/15,2753.63,2756.61,2709.9,2739.55,0,2746.9,2741.86,2710.73,2682.48,0,0,0,25.12,22.48,5.27
 1989/12/18,2739.55,2739.55,2739.55,2739.55,0,2749.2,2740.48,2715.08,2683.45,0,0,0,23.86,22.76,2.21
 1989/12/19,2697.95,2709.68,2666.38,2695.61,0,2737.88,2735.85,2718.26,2684.05,0,0,0,19.11,22.03,-5.84
 1989/12/20,2695.61,2704.14,2681.1,2687.93,0,2723.25,2730.98,2720.69,2684.45,0,0,0,14.55,20.53,-11.97
 1989/12/21,2687.93,2702.43,2686.22,2691.13,0,2710.75,2728,2722.41,2684.75,0,0,0,11.07,18.64,-15.14
 1989/12/22,2691.13,2711.82,2691.13,2711.39,0,2705.15,2726.02,2724.2,2685.03,0,0,0,9.83,16.88,-14.09
 1989/12/26,2711.39,2719.92,2703.71,2709.25,0,2699.05,2724.13,2724.91,2685.3,0,0,0,8.58,15.22,-13.28
