date,open_5,close_5,high_5,low_5,volume_5,money_5,open_10,close_10,high_10,low_10,volume_10,money_10,diff_5,diff_10
2016-02-01 10:51:00,100.51,100.51,100.51,100.51,0.0,0.0,99.87,99.87,99.87,99.87,12700.0,126828650.0,-0.02,-0.11
2016-02-01 10:52:00,100.51,100.51,100.51,100.51,0.0,0.0,99.87,99.87,99.87,99.87,0.0,0.0,-0.02,-0.11
2016-02-01 10:53:00,100.48,100.48,100.48,100.48,100.0,1004800.0,99.87,99.85,99.87,99.85,1400.0,13980450.0,-0.05,-0.13
2016-02-01 10:54:00,100.48,100.48,100.48,100.48,400.0,4019050.0,99.86,99.86,99.86,99.86,400.0,3994350.0,-0.05,-0.12
2016-02-01 10:55:00,100.48,100.48,100.48,100.48,0.0,0.0,99.86,99.86,99.86,99.86,200.0,1997100.0,-0.05,-0.12
2016-02-01 10:56:00,100.5,100.5,100.5,100.5,100.0,1004950.0,99.85,99.86,99.86,99.85,200.0,1997100.0,-0.03,-0.12
2016-02-01 10:57:00,100.5,100.5,100.5,100.5,200.0,2009950.0,99.86,99.87,99.87,99.86,500.0,4993400.0,-0.03,-0.11
2016-02-01 10:58:00,100.5,100.5,100.51,100.48,4300.0,43215650.0,99.87,99.87,99.87,99.87,700.0,6990550.0,-0.03,-0.11
2016-02-01 10:59:00,100.5,100.5,100.5,100.5,1000.0,10049900.0,99.88,99.88,99.88,99.88,400.0,3995000.0,-0.03,-0.1
2016-02-01 11:00:00,100.51,100.51,100.52,100.51,400.0,4020300.0,99.88,99.89,99.89,99.88,600.0,5992850.0,-0.02,-0.09
2016-02-01 11:01:00,100.51,100.51,100.51,100.51,200.0,2010100.0,99.88,99.89,99.89,99.88,1100.0,10987500.0,-0.02,-0.09
2016-02-01 11:02:00,100.51,100.5,100.51,100.5,300.0,3015100.0,99.89,99.89,99.89,99.89,0.0,0.0,-0.03,-0.09
2016-02-01 11:03:00,100.51,100.51,100.51,100.51,200.0,2010100.0,99.89,99.89,99.89,99.89,100.0,998850.0,-0.02,-0.09
2016-02-01 11:04:00,100.51,100.5,100.51,100.49,500.0,5024900.0,99.88,99.88,99.88,99.86,1300.0,12983700.0,-0.03,-0.1
2016-02-01 11:05:00,100.48,100.49,100.49,100.48,500.0,5024100.0,99.86,99.85,99.86,99.85,700.0,6989300.0,-0.04,-0.13
2016-02-01 11:06:00,100.48,100.5,100.5,100.48,300.0,3014800.0,99.85,99.86,99.86,99.85,1200.0,11981900.0,-0.03,-0.12
2016-02-01 11:07:00,100.5,100.47,100.5,100.47,1100.0,11052550.0,99.85,99.84,99.85,99.83,1000.0,9983500.0,-0.06,-0.14
2016-02-01 11:08:00,100.47,100.49,100.49,100.47,400.0,4019150.0,99.83,99.83,99.84,99.83,1800.0,17969100.0,-0.04,-0.15
2016-02-01 11:09:00,100.49,100.49,100.49,100.49,300.0,3014700.0,99.83,99.85,99.85,99.83,2300.0,22962900.0,-0.04,-0.13
2016-02-01 11:10:00,100.48,100.5,100.5,100.48,300.0,3014550.0,99.84,99.85,99.85,99.84,1500.0,14975750.0,-0.03,-0.13
2016-02-01 11:11:00,100.5,100.5,100.5,100.5,200.0,2009900.0,99.85,99.85,99.85,99.85,600.0,5991000.0,-0.03,-0.13
2016-02-01 11:12:00,100.5,100.5,100.5,100.5,200.0,2009900.0,99.83,99.83,99.83,99.83,200.0,1996600.0,-0.03,-0.15
2016-02-01 11:13:00,100.5,100.5,100.5,100.5,700.0,7034450.0,99.85,99.87,99.87,99.85,1900.0,18973450.0,-0.03,-0.11
2016-02-01 11:14:00,100.5,100.5,100.5,100.5,300.0,3015000.0,99.87,99.85,99.87,99.85,600.0,5991700.0,-0.03,-0.13
2016-02-01 11:15:00,100.5,100.5,100.5,100.5,200.0,2010000.0,99.85,99.85,99.87,99.85,1000.0,9985650.0,-0.03,-0.13
2016-02-01 11:16:00,100.5,100.5,100.5,100.5,200.0,2010000.0,99.85,99.86,99.87,99.85,800.0,7988750.0,-0.03,-0.12
2016-02-01 11:17:00,100.5,100.5,100.5,100.5,200.0,2010000.0,99.86,99.86,99.86,99.86,400.0,3994400.0,-0.03,-0.12
2016-02-01 11:18:00,100.5,100.5,100.5,100.5,200.0,2010000.0,99.86,99.86,99.86,99.86,0.0,0.0,-0.03,-0.12
2016-02-01 11:19:00,100.5,100.51,100.51,100.5,300.0,3015100.0,99.87,99.87,99.87,99.87,700.0,6990550.0,-0.02,-0.11
2016-02-01 11:20:00,100.51,100.5,100.51,100.48,300.0,3014850.0,99.86,99.86,99.86,99.86,1000.0,9986000.0,-0.03,-0.12
2016-02-01 11:21:00,100.5,100.5,100.5,100.48,1900.0,19092300.0,99.86,99.86,99.87,99.86,1100.0,10984550.0,-0.03,-0.12
2016-02-01 11:22:00,100.5,100.5,100.5,100.5,200.0,2010000.0,99.86,99.85,99.86,99.85,300.0,2995600.0,-0.03,-0.13
2016-02-01 11:23:00,100.48,100.49,100.49,100.47,700.0,7033550.0,99.85,99.84,99.85,99.84,1600.0,15974550.0,-0.04,-0.14
2016-02-01 11:24:00,100.5,100.51,100.51,100.5,1300.0,13065550.0,99.85,99.86,99.86,99.85,1000.0,9985050.0,-0.02,-0.12
2016-02-01 11:25:00,100.51,100.49,100.51,100.48,900.0,9044700.0,99.86,99.86,99.86,99.86,500.0,4993000.0,-0.04,-0.12
2016-02-01 11:26:00,100.5,100.5,100.5,100.5,1200.0,12060000.0,99.86,99.87,99.87,99.84,1200.0,11983200.0,-0.03,-0.11
2016-02-01 11:27:00,100.47,100.51,100.51,100.47,2200.0,22104550.0,99.85,99.86,99.87,99.85,2100.0,20971100.0,-0.02,-0.12
2016-02-01 11:28:00,100.51,100.5,100.51,100.47,400.0,4019750.0,99.87,99.87,99.87,99.87,500.0,4993250.0,-0.03,-0.11
2016-02-01 11:29:00,100.5,100.51,100.51,100.5,700.0,7035150.0,99.87,99.87,99.87,99.85,1800.0,17975650.0,-0.02,-0.11
2016-02-01 13:00:00,100.51,100.51,100.51,100.5,500.0,5025050.0,99.87,99.88,99.88,99.87,1700.0,16978800.0,-0.02,-0.1
2016-02-01 13:01:00,100.51,100.51,100.51,100.51,200.0,2010100.0,99.88,99.88,99.88,99.88,800.0,7990050.0,-0.02,-0.1
2016-02-01 13:02:00,100.51,100.51,100.51,100.51,300.0,3015150.0,99.87,99.88,99.88,99.87,400.0,3995000.0,-0.02,-0.1
2016-02-01 13:03:00,100.51,100.51,100.51,100.51,200.0,2010100.0,99.88,99.88,99.88,99.88,800.0,7990400.0,-0.02,-0.1
2016-02-01 13:04:00,100.51,100.51,100.51,100.51,200.0,2010100.0,99.88,99.88,99.88,99.88,1000.0,9988000.0,-0.02,-0.1
2016-02-01 13:05:00,100.51,100.51,100.51,100.51,400.0,4020300.0,99.89,99.89,99.89,99.89,1000.0,9989000.0,-0.02,-0.09
2016-02-01 13:06:00,100.51,100.51,100.51,100.51,300.0,3015250.0,99.89,99.89,99.89,99.89,900.0,8990000.0,-0.02,-0.09
2016-02-01 13:07:00,100.5,100.51,100.51,100.5,400.0,4020300.0,99.89,99.89,99.89,99.89,1500.0,14982750.0,-0.02,-0.09
2016-02-01 13:08:00,100.51,100.51,100.51,100.51,1000.0,10051000.0,99.89,99.88,99.89,99.88,1100.0,10986850.0,-0.02,-0.1
2016-02-01 13:09:00,100.51,100.52,100.52,100.51,1400.0,14071450.0,99.88,99.89,99.89,99.88,1500.0,14982400.0,-0.01,-0.09
2016-02-01 13:10:00,100.52,100.52,100.52,100.51,600.0,6030900.0,99.89,99.9,99.9,99.89,900.0,8990250.0,-0.01,-0.08
2016-02-01 13:11:00,100.53,100.53,100.53,100.53,400.0,4021150.0,99.9,99.9,99.9,99.89,400.0,3995750.0,0.0,-0.08
2016-02-01 13:12:00,100.53,100.52,100.53,100.5,1700.0,17087450.0,99.91,99.89,99.91,99.88,1700.0,16981400.0,-0.01,-0.09
2016-02-01 13:13:00,100.53,100.52,100.53,100.52,400.0,4020850.0,99.88,99.89,99.89,99.88,1400.0,13983350.0,-0.01,-0.09
2016-02-01 13:14:00,100.52,100.52,100.52,100.52,900.0,9046800.0,99.89,99.89,99.89,99.89,2000.0,19977000.0,-0.01,-0.09
2016-02-01 13:15:00,100.53,100.53,100.53,100.53,200.0,2010600.0,99.89,99.89,99.89,99.88,2400.0,23971900.0,0.0,-0.09
2016-02-01 13:16:00,100.53,100.53,100.53,100.53,200.0,2010600.0,99.89,99.89,99.89,99.89,1000.0,9988500.0,0.0,-0.09
2016-02-01 13:17:00,100.53,100.53,100.53,100.52,2300.0,23120650.0,99.89,99.89,99.89,99.89,500.0,4994500.0,0.0,-0.09
2016-02-01 13:18:00,100.53,100.54,100.54,100.52,700.0,7037100.0,99.9,99.9,99.9,99.9,600.0,5993950.0,0.01,-0.08
2016-02-01 13:19:00,100.52,100.54,100.54,100.52,1300.0,13067450.0,99.9,99.89,99.9,99.89,1300.0,12985900.0,0.01,-0.09
2016-02-01 13:20:00,100.53,100.53,100.53,100.52,1200.0,12062350.0,99.89,99.89,99.89,99.89,400.0,3995600.0,0.0,-0.09
2016-02-01 13:21:00,100.53,100.53,100.54,100.53,700.0,7036900.0,99.89,99.89,99.89,99.89,100.0,998900.0,0.0,-0.09
2016-02-01 13:22:00,100.53,100.53,100.53,100.53,200.0,2010600.0,99.89,99.89,99.89,99.89,1000.0,9989000.0,0.0,-0.09
2016-02-01 13:23:00,100.53,100.53,100.53,100.53,300.0,3015900.0,99.89,99.89,99.89,99.89,700.0,6991950.0,0.0,-0.09
2016-02-01 13:24:00,100.53,100.53,100.53,100.53,1100.0,11057900.0,99.88,99.89,99.89,99.88,1100.0,10987300.0,0.0,-0.09
2016-02-01 13:25:00,100.53,100.53,100.53,100.53,200.0,2010600.0,99.89,99.89,99.89,99.89,200.0,1997700.0,0.0,-0.09
2016-02-01 13:26:00,100.53,100.53,100.53,100.53,200.0,2010600.0,99.88,99.89,99.89,99.88,2300.0,22973050.0,0.0,-0.09
2016-02-01 13:27:00,100.54,100.54,100.54,100.54,200.0,2010700.0,99.89,99.89,99.89,99.89,500.0,4994250.0,0.01,-0.09
2016-02-01 13:28:00,100.54,100.54,100.54,100.54,300.0,3016050.0,99.89,99.89,99.89,99.89,300.0,2996700.0,0.01,-0.09
2016-02-01 13:29:00,100.54,100.54,100.54,100.54,200.0,2010700.0,99.89,99.89,99.89,99.89,0.0,0.0,0.01,-0.09
2016-02-01 13:30:00,100.54,100.53,100.54,100.52,300.0,3015800.0,99.88,99.88,99.88,99.88,200.0,1997600.0,0.0,-0.1
2016-02-01 13:31:00,100.53,100.53,100.53,100.52,300.0,3015700.0,99.89,99.9,99.9,99.89,1900.0,18978700.0,0.0,-0.08
2016-02-01 13:32:00,100.54,100.54,100.54,100.54,200.0,2010700.0,99.89,99.89,99.89,99.89,300.0,2996550.0,0.01,-0.09
2016-02-01 13:33:00,100.54,100.52,100.54,100.52,1800.0,18095050.0,99.89,99.89,99.89,99.89,0.0,0.0,-0.01,-0.09
2016-02-01 13:34:00,100.55,100.54,100.55,100.52,1200.0,12064300.0,99.9,99.9,99.9,99.9,200.0,1997900.0,0.01,-0.08
2016-02-01 13:35:00,100.54,100.54,100.54,100.52,1300.0,13069400.0,99.9,99.88,99.9,99.88,1500.0,14982800.0,0.01,-0.1
2016-02-01 13:36:00,100.54,100.54,100.54,100.52,400.0,4021150.0,99.88,99.89,99.89,99.88,600.0,5992850.0,0.01,-0.09
2016-02-01 13:37:00,100.54,100.54,100.54,100.54,200.0,2010700.0,99.88,99.89,99.89,99.88,1700.0,16979700.0,0.01,-0.09
2016-02-01 13:38:00,100.54,100.53,100.54,100.53,400.0,4021350.0,99.89,99.89,99.89,99.89,1300.0,12985550.0,0.0,-0.09
2016-02-01 13:39:00,100.53,100.53,100.54,100.53,600.0,6031700.0,99.89,99.88,99.89,99.88,2000.0,19977200.0,0.0,-0.1
2016-02-01 13:40:00,100.54,100.52,100.54,100.52,1200.0,12062800.0,99.88,99.88,99.88,99.88,2100.0,20974450.0,-0.01,-0.1
2016-02-01 13:41:00,100.52,100.53,100.53,100.51,3100.0,31158150.0,99.87,99.87,99.87,99.86,6400.0,63913550.0,0.0,-0.11
2016-02-01 13:42:00,100.53,100.53,100.53,100.53,200.0,2010600.0,99.87,99.87,99.87,99.87,1700.0,16977050.0,0.0,-0.11
2016-02-01 13:43:00,100.53,100.53,100.53,100.53,300.0,3015900.0,99.87,99.87,99.87,99.87,1800.0,17975750.0,0.0,-0.11
2016-02-01 13:44:00,100.53,100.52,100.53,100.51,500.0,5026100.0,99.87,99.87,99.87,99.87,500.0,4993250.0,-0.01,-0.11
2016-02-01 13:45:00,100.5,100.51,100.52,100.5,1100.0,11055400.0,99.86,99.87,99.87,99.86,4000.0,39943550.0,-0.02,-0.11
2016-02-01 13:46:00,100.5,100.48,100.51,100.48,1000.0,10049300.0,99.85,99.83,99.85,99.83,6300.0,62899850.0,-0.05,-0.15
2016-02-01 13:47:00,100.49,100.48,100.49,100.48,600.0,6029000.0,99.84,99.84,99.85,99.84,3200.0,31948550.0,-0.05,-0.14
2016-02-01 13:48:00,100.49,100.5,100.5,100.49,500.0,5024500.0,99.85,99.85,99.86,99.85,1400.0,13979350.0,-0.03,-0.13
2016-02-01 13:49:00,100.5,100.5,100.5,100.5,300.0,3014950.0,99.85,99.85,99.87,99.85,3200.0,31952650.0,-0.03,-0.13
2016-02-01 13:50:00,100.5,100.5,100.51,100.5,300.0,3015000.0,99.85,99.84,99.86,99.84,2900.0,28955700.0,-0.03,-0.14
2016-02-01 13:51:00,100.47,100.49,100.5,100.47,1700.0,17082350.0,99.84,99.86,99.86,99.84,3100.0,30953150.0,-0.04,-0.12
2016-02-01 13:52:00,100.5,100.5,100.5,100.5,1600.0,16079300.0,99.86,99.85,99.86,99.85,2800.0,27958900.0,-0.03,-0.13
2016-02-01 13:53:00,100.5,100.51,100.51,100.5,3200.0,32160050.0,99.85,99.85,99.86,99.85,1400.0,13979950.0,-0.02,-0.13
2016-02-01 13:54:00,100.5,100.51,100.51,100.5,300.0,3015050.0,99.86,99.85,99.87,99.85,3100.0,30955300.0,-0.02,-0.13
2016-02-01 13:55:00,100.51,100.51,100.51,100.51,200.0,2010100.0,99.85,99.86,99.86,99.85,2100.0,20969400.0,-0.02,-0.12
2016-02-01 13:56:00,100.51,100.51,100.51,100.51,200.0,2010100.0,99.86,99.86,99.86,99.86,2600.0,25962300.0,-0.02,-0.12
2016-02-01 13:57:00,100.51,100.5,100.51,100.5,300.0,3015050.0,99.86,99.86,99.86,99.86,1500.0,14978250.0,-0.03,-0.12
2016-02-01 13:58:00,100.5,100.5,100.5,100.49,2400.0,24118750.0,99.86,99.85,99.86,99.85,2400.0,23965000.0,-0.03,-0.13
2016-02-01 13:59:00,100.5,100.51,100.51,100.5,2100.0,21105000.0,99.85,99.85,99.85,99.85,2200.0,21967000.0,-0.02,-0.13
2016-02-01 14:00:00,100.51,100.51,100.51,100.5,400.0,4020150.0,99.86,99.86,99.86,99.86,100.0,998550.0,-0.02,-0.12
2016-02-01 14:01:00,100.51,100.51,100.51,100.5,400.0,4020200.0,99.85,99.85,99.85,99.85,1600.0,15975950.0,-0.02,-0.13
2016-02-01 14:02:00,100.52,100.52,100.52,100.52,200.0,2010300.0,99.86,99.85,99.86,99.85,2100.0,20969200.0,-0.01,-0.13
2016-02-01 14:03:00,100.52,100.51,100.52,100.5,1700.0,17085200.0,99.86,99.85,99.86,99.85,1300.0,12981000.0,-0.02,-0.13
