date,1m
2016-01-11,2.2568 
2016-01-12,2.2257 
2016-01-13,2.2257 
2016-01-14,2.2243 
2016-01-15,2.2105 
2016-01-18,2.1975 
2016-01-19,2.2576 
2016-01-20,2.3666 
2016-01-21,2.3266 
2016-01-22,2.2518 
2016-01-25,2.3004 
2016-01-26,2.2414 
2016-01-27,2.2092 
2016-01-28,2.2459 
2016-01-29,2.2024 
2016-02-01,2.1910 
2016-02-02,2.2015 
2016-02-03,2.1208 
2016-02-04,2.2023 
2016-02-05,2.1287 
2016-02-06,2.1868 
2016-02-14,2.1003 
2016-02-15,2.0899 
2016-02-16,2.0996 
2016-02-17,2.0977 
2016-02-18,2.1486 
2016-02-19,2.1418 
2016-02-22,2.1246 
2016-02-23,2.1610 
2016-02-24,2.1450 
2016-02-25,2.2475 
2016-02-26,2.2512 
2016-02-29,2.1994 
2016-03-01,2.0736 
2016-03-02,2.0408 
2016-03-03,2.0569 
2016-03-04,2.0861 
2016-03-07,2.0387 
2016-03-08,2.0582 
2016-03-09,1.9979 
2016-03-10,2.0226 
2016-03-11,2.0176 
2016-03-14,2.0019 
2016-03-15,2.0019 
2016-03-16,2.0014 
2016-03-17,2.0049 
2016-03-18,2.0049 
2016-03-21,2.0263 
2016-03-22,2.0333 
2016-03-23,2.0368 
2016-03-24,2.0817 
2016-03-25,2.0634 
2016-03-28,2.0674 
2016-03-29,2.0572 
2016-03-30,2.0947 
2016-03-31,2.1150 
2016-04-01,1.9842 
2016-04-05,1.9894 
2016-04-06,1.9750 
2016-04-07,2.0154 
2016-04-08,2.0271 
2016-04-11,2.0405 
2016-04-12,2.0128 
2016-04-13,2.0148 
2016-04-14,2.0148 
2016-04-15,2.0148 
