date,open,high,low,close,vol
 2015/11/02,99.95,100.165,99.82,99.945,75239
 2015/11/03,99.94,99.97,99.74,99.75,52371
 2015/11/04,99.75,99.945,99.405,99.625,69731
 2015/11/05,99.625,99.925,99.52,99.89,63300
 2015/11/06,99.89,99.95,99.61,99.655,59825
 2015/11/09,99.5,99.5,99.065,99.085,54661
 2015/11/10,99.11,99.375,99.02,99.32,61342
 2015/11/11,99.33,99.68,99.33,99.65,70358
 2015/11/12,99.625,99.75,99.31,99.645,67714
 2015/11/13,99.68,99.875,99.485,99.51,62319
 2015/11/16,99.505,99.77,99.43,99.71,65493
 2015/11/17,99.71,99.825,99.61,99.795,60068
 2015/11/18,99.53,99.585,99.29,99.31,4784
 2015/11/19,99.32,99.525,99.265,99.37,6453
 2015/11/20,99.41,99.715,99.41,99.7,9891
 2015/11/23,99.64,99.76,99.08,99.64,18129
 2015/11/24,99.6,99.9,99.52,99.88,23159
 2015/11/25,99.91,99.98,99.76,99.88,30267
 2015/11/26,99.86,100.155,99.75,100.065,44662
 2015/11/27,100.08,100.18,99.865,99.975,42888
 2015/11/30,99.98,100.26,99.925,100.135,34057
 2015/12/01,100.16,100.225,99.92,99.99,30504
 2015/12/02,99.98,100.185,99.95,100.02,37438
 2015/12/03,100,100.14,99.9,100.105,33677
 2015/12/04,100.1,100.215,99.96,100.045,32977
 2015/12/07,100.03,100.175,99.96,100.115,31934
 2015/12/08,100.13,100.25,100.075,100.23,26094
 2015/12/09,100.25,100.315,100.11,100.22,27283
 2015/12/10,100.2,100.3,100.12,100.18,27347
 2015/12/11,100.17,100.35,100.13,100.34,26011
 2015/12/14,100.285,100.285,100.05,100.09,27221
 2015/12/15,100.075,100.23,100.05,100.2,22243
 2015/12/16,100.19,100.275,100.09,100.245,23035
 2015/12/17,100.235,100.3,100.18,100.24,21760
 2015/12/18,100.305,100.65,100.25,100.62,34667
 2015/12/21,100.62,100.84,100.585,100.78,26083
 2015/12/22,100.8,100.93,100.71,100.775,26411
 2015/12/23,100.76,100.875,100.72,100.81,20364
 2015/12/24,100.8,100.99,100.76,100.96,21606
 2015/12/25,100.975,100.985,100.755,100.86,27792
 2015/12/28,100.85,100.98,100.76,100.955,18639
 2015/12/29,100.95,101.05,100.805,100.83,22469
 2015/12/30,100.83,100.865,100.695,100.785,20558
 2015/12/31,100.79,100.895,100.66,100.68,21041
 2016/01/04,100.67,100.68,100.475,100.595,21582
 2016/01/05,100.495,100.615,100.32,100.33,22416
 2016/01/06,100.34,100.65,100.25,100.62,22715
 2016/01/07,100.68,100.86,100.485,100.58,35229
 2016/01/08,100.61,100.815,100.605,100.765,27056
 2016/01/11,100.745,100.85,100.705,100.79,21535
 2016/01/12,100.84,100.995,100.765,100.98,21656
 2016/01/13,101.03,101.3,100.96,101.13,21587
 2016/01/14,101.14,101.21,100.87,100.92,24260
 2016/01/15,100.89,101.07,100.82,101.05,18311
 2016/01/18,101.015,101.03,100.725,100.84,19576
 2016/01/19,100.83,100.91,100.69,100.72,21573
 2016/01/20,100.71,100.835,100.57,100.82,25234
 2016/01/21,100.81,100.9,100.7,100.86,19203
 2016/01/22,100.87,100.945,100.795,100.875,15224
 2016/01/25,100.7,100.79,100.48,100.51,18813
 2016/01/26,100.52,100.665,100.5,100.56,19734
 2016/01/27,100.44,100.605,100.36,100.49,20449
 2016/01/28,100.51,100.605,100.45,100.58,18359
 2016/01/29,100.68,101.775,100.61,100.79,14595
 2016/02/01,100.79,100.87,100.725,100.76,13127
 2016/02/02,100.76,100.83,100.52,100.54,13940
 2016/02/03,100.505,100.64,100.315,100.62,13810
 2016/02/04,100.615,100.765,100.57,100.735,12924
 2016/02/05,100.37,100.47,100.365,100.405,1453
 2016/02/15,100.495,100.7,100.495,100.69,3977
 2016/02/16,100.6,100.65,100.45,100.47,4558
 2016/02/17,100.405,100.54,100.39,100.46,5705
 2016/02/18,100.44,100.54,100.36,100.53,5818
 2016/02/19,100.505,100.56,100.445,100.46,7079
 2016/02/22,100.465,100.465,100.295,100.39,8605
 2016/02/23,100.39,100.455,100.35,100.35,10387
 2016/02/24,100.35,100.45,100.33,100.35,8747
 2016/02/25,100.345,100.515,100.11,100.28,16647
 2016/02/26,100.29,100.41,100.22,100.405,14544
 2016/02/29,100.385,100.48,100.33,100.475,11719
 2016/03/01,100.485,100.58,100.415,100.58,15561
 2016/03/02,100.56,100.6,100.345,100.405,15041
 2016/03/03,100.39,100.43,100.15,100.215,16396
 2016/03/04,100.23,100.45,100.15,100.37,16182
 2016/03/07,100.345,100.345,100.07,100.1,14465
 2016/03/08,100.035,100.275,99.965,100.235,14667
 2016/03/09,100.27,100.49,100.27,100.41,14779
 2016/03/10,100.5,100.585,100.355,100.57,14526
 2016/03/11,100.57,100.78,100.52,100.76,13132
 2016/03/14,100.74,100.75,100.61,100.69,9078
 2016/03/15,100.69,100.705,100.525,100.685,11840
 2016/03/16,100.685,100.835,100.63,100.8,12508
 2016/03/17,100.8,100.82,100.625,100.63,16114
 2016/03/18,100.61,100.7,100.58,100.655,9748
 2016/03/21,100.64,100.64,100.43,100.54,12918
 2016/03/22,100.52,100.655,100.49,100.63,9023
 2016/03/23,100.6,100.695,100.58,100.62,8608
 2016/03/24,100.6,100.775,100.6,100.72,9978
 2016/03/25,100.69,100.795,100.64,100.775,10667
 2016/03/28,100.7,100.75,100.685,100.71,9042
 2016/03/29,100.71,101.05,100.7,101,18023
 2016/03/30,100.955,101.14,100.93,101.075,13824
 2016/03/31,101.12,101.155,100.895,101.01,16357
 2016/04/01,100.955,101.13,100.93,101.055,8648
 2016/04/05,101.06,101.135,100.845,100.875,11490
 2016/04/06,100.895,100.93,100.8,100.86,9922
 2016/04/07,100.87,100.905,100.815,100.85,8220
 2016/04/08,100.875,101.08,100.855,100.975,13397
 2016/04/11,100.97,101.085,100.91,101.04,7734
 2016/04/12,101.065,101.07,100.935,101,6903
 2016/04/13,100.97,100.98,100.5,100.74,16547
 2016/04/14,100.75,100.835,100.35,100.42,15623
 2016/04/15,100.485,100.715,100.445,100.635,14036
 2016/04/18,100.605,100.795,100.605,100.71,8351
 2016/04/19,100.665,100.775,100.62,100.715,8118
 2016/04/20,100.6,100.665,100.4,100.535,14255
 2016/04/21,100.515,100.68,100.42,100.52,13220
 2016/04/22,100.54,100.7,100.505,100.58,9282
 2016/04/25,100.54,100.55,100.35,100.375,10405
 2016/04/26,100.365,100.625,100.365,100.585,10624
 2016/04/27,100.62,100.625,100.5,100.54,7598
 2016/04/28,99.695,100,99.67,99.835,3987
 2016/04/29,99.755,99.8,99.61,99.635,3011
 2016/05/03,99.85,99.905,99.695,99.88,3445
 2016/05/04,99.885,100.015,99.86,99.95,3654
 2016/05/05,99.95,100.01,99.905,99.97,2644
 2016/05/06,99.955,100.095,99.86,99.955,3278
 2016/05/09,100.01,100.3,100.01,100.285,3749
 2016/05/10,100.5,100.5,100.21,100.335,6548
 2016/05/11,100.3,100.38,100.235,100.29,7476
 2016/05/12,100.32,100.46,100.32,100.45,7761
 2016/05/13,100.47,100.52,100.265,100.355,8310
 2016/05/16,100.355,100.41,100.215,100.24,7148
 2016/05/17,100.25,100.35,100.2,100.23,5547
 2016/05/18,100.2,100.2,100.025,100.08,6190
 2016/05/19,100,100.17,99.925,100.125,7303
 2016/05/20,100.135,100.255,100.135,100.245,5628
 2016/05/23,100.225,100.29,100.13,100.215,5555
 2016/05/24,100.24,100.36,100.21,100.355,6212
 2016/05/25,100.375,100.385,100.285,100.355,4546
 2016/05/26,100.36,100.36,100.19,100.265,5913
 2016/05/27,100.23,100.3,100.165,100.22,4708
 2016/05/30,100.2,100.29,100.155,100.165,4579
 2016/05/31,100.17,100.32,100.135,100.32,6799
 2016/06/01,100.28,100.33,100.25,100.315,4808
 2016/06/02,100.29,100.32,100.19,100.22,4528
 2016/06/03,100.21,100.29,100.15,100.27,5837
 2016/06/06,100.29,100.43,100.29,100.33,6263
 2016/06/07,100.315,100.345,100.27,100.27,3717
 2016/06/08,100.27,100.295,100.18,100.19,6036
 2016/06/13,100.235,100.345,100.225,100.34,5339
 2016/06/14,100.335,100.52,100.335,100.475,7623
 2016/06/15,100.5,100.515,100.42,100.48,5369
 2016/06/16,100.505,100.69,100.505,100.675,6250
 2016/06/17,100.675,100.69,100.6,100.64,5757
 2016/06/20,100.595,100.69,100.535,100.635,3929
 2016/06/21,100.595,100.735,100.565,100.725,5317
 2016/06/22,100.725,100.81,100.66,100.715,7022
 2016/06/23,100.72,100.765,100.68,100.72,5226
 2016/06/24,100.755,100.94,100.71,100.885,8840
 2016/06/27,100.91,101.115,100.87,101.055,7430
 2016/06/28,101.1,101.14,100.855,100.86,8576
 2016/06/29,100.8,100.96,100.8,100.865,7053
 2016/06/30,100.885,101.035,100.85,101.01,8118
 2016/07/01,101.045,101.19,101.03,101.155,8498
 2016/07/04,101.175,101.225,100.98,101.035,10144
 2016/07/05,100.95,101.09,100.925,100.99,9460
 2016/07/06,101.05,101.175,101.01,101.055,6631
 2016/07/07,101.115,101.24,101.115,101.215,7053
 2016/07/08,101.245,101.295,101.07,101.26,8901
 2016/07/11,101.195,101.2,101.07,101.115,8745
 2016/07/12,101.115,101.115,100.985,101.01,10101
 2016/07/13,100.95,101.065,100.925,100.965,7489
 2016/07/14,100.985,101.055,100.965,100.985,6711
 2016/07/15,100.98,101.165,100.885,101.13,12047
 2016/07/18,101.15,101.22,101.06,101.115,5332
 2016/07/19,101.1,101.195,101.095,101.16,4467
 2016/07/20,101.21,101.395,101.195,101.34,8484
 2016/07/21,101.41,101.535,101.36,101.395,9102
 2016/07/22,101.36,101.45,101.24,101.4,7049
 2016/07/25,101.385,101.4,101.28,101.315,5712
 2016/07/26,101.3,101.48,101.265,101.435,6769
 2016/07/27,101.43,101.49,101.345,101.385,7581
 2016/07/28,101.425,101.555,101.375,101.525,8906
 2016/07/29,101.53,101.575,101.445,101.475,6724
 2016/08/01,101.485,101.515,101.4,101.41,5555
 2016/08/02,101.415,101.55,101.38,101.515,6544
 2016/08/03,101.475,101.61,101.475,101.565,6621
 2016/08/04,101.545,101.595,101.505,101.58,4847
 2016/08/05,101.61,101.735,101.605,101.725,7308
 2016/08/08,101.695,101.735,101.625,101.73,7434
 2016/08/09,101.755,101.85,101.72,101.795,6334
 2016/08/10,101.85,101.98,101.75,101.8,12529
 2016/08/11,101.505,101.625,101.435,101.585,4311
 2016/08/12,101.58,101.745,101.515,101.705,5727
 2016/08/15,101.735,101.96,101.735,101.83,9647
 2016/08/16,101.825,101.885,101.71,101.715,8574
 2016/08/17,101.695,101.76,101.64,101.695,7786
 2016/08/18,101.74,101.805,101.625,101.7,7676
 2016/08/19,101.665,101.74,101.465,101.545,11049
 2016/08/22,101.465,101.625,101.46,101.625,7118
 2016/08/23,101.57,101.585,101.325,101.4,10474
 2016/08/24,101.27,101.475,101.27,101.375,10961
 2016/08/25,101.395,101.49,101.33,101.345,8745
 2016/08/26,101.38,101.545,101.355,101.535,8350
 2016/08/29,101.475,101.475,101.385,101.44,6851
 2016/08/30,101.395,101.435,101.24,101.24,10244
 2016/08/31,101.275,101.345,101.15,101.29,6953
 2016/09/01,101.28,101.35,101.195,101.325,7869
 2016/09/02,101.355,101.405,101.28,101.305,6014
 2016/09/05,101.31,101.325,101.235,101.28,4701
 2016/09/06,101.28,101.335,101.23,101.25,5385
 2016/09/07,101.3,101.32,101.19,101.225,5024
 2016/09/08,101.205,101.375,101.205,101.355,6577
 2016/09/09,101.325,101.47,101.3,101.405,6561
 2016/09/12,101.365,101.365,101.245,101.29,7361
 2016/09/13,101.305,101.43,101.29,101.405,9303
 2016/09/14,101.375,101.515,101.315,101.435,8620
 2016/09/19,101.445,101.47,101.355,101.44,4121
 2016/09/20,101.445,101.55,101.445,101.46,5753
 2016/09/21,101.46,101.48,101.39,101.465,6173
 2016/09/22,101.485,101.545,101.445,101.47,5316
 2016/09/23,101.495,101.58,101.485,101.54,5518
 2016/09/27,101.525,101.64,101.525,101.6,5674
 2016/09/28,101.595,101.62,101.54,101.615,4217
 2016/09/29,101.62,101.63,101.58,101.62,3056
 2016/09/30,101.625,101.66,101.595,101.625,3127
 2016/10/10,101.75,101.825,101.75,101.795,4718
 2016/10/11,101.79,101.795,101.715,101.77,4406
 2016/10/12,101.78,101.795,101.65,101.71,4587
 2016/10/13,101.685,101.79,101.665,101.785,4389
 2016/10/14,101.765,101.835,101.71,101.81,5672
 2016/10/17,101.81,101.88,101.76,101.88,4545
 2016/10/18,101.85,101.875,101.805,101.84,4681
 2016/10/19,101.86,101.985,101.81,101.965,6672
 2016/10/20,102.01,102.12,101.98,102.115,6930
 2016/10/21,102.155,102.155,102.055,102.12,4740
 2016/10/24,102.095,102.155,101.9,101.92,9230
 2016/10/25,101.9,101.97,101.78,101.84,9873
 2016/10/26,101.74,101.825,101.4,101.69,9881
 2016/10/27,101.72,101.905,101.665,101.88,7008
 2016/10/28,101.85,101.905,101.795,101.885,4829
 2016/10/31,101.845,101.855,101.68,101.705,5950
 2016/11/01,101.66,101.78,101.625,101.755,6004
 2016/11/02,101.75,101.845,101.71,101.825,5292
 2016/11/03,101.865,101.945,101.81,101.91,5842
 2016/11/04,101.895,101.95,101.85,101.905,4424
 2016/11/07,101.875,101.89,101.76,101.77,5677
 2016/11/08,101.71,101.785,101.47,101.77,5647
 2016/11/09,101.73,102.05,101.67,101.76,8474
 2016/11/10,101.12,101.215,101,101.045,4975
 2016/11/11,100.97,101.05,100.86,100.895,6342
 2016/11/14,100.955,101.02,100.725,100.765,5687
 2016/11/15,100.8,100.815,100.55,100.81,9677
 2016/11/16,100.72,100.84,100.62,100.64,7650
 2016/11/17,100.625,100.7,100.47,100.49,8310
 2016/11/18,100.47,100.55,100.395,100.405,9695
 2016/11/21,100.555,100.57,100.425,100.445,6374
 2016/11/22,100.515,100.595,100.37,100.44,7292
 2016/11/23,100.46,100.71,100.39,100.69,9294
 2016/11/24,100.605,100.69,100.545,100.645,6690
 2016/11/25,100.605,100.68,100.525,100.57,5309
 2016/11/28,100.6,100.68,100.58,100.62,3206
 2016/11/29,100.59,100.59,100.065,100.2,11171
 2016/11/30,100.145,100.29,99.88,100.15,13434
 2016/12/01,100.09,100.09,99.72,99.785,14597
 2016/12/02,99.72,99.885,99.705,99.77,10127
 2016/12/05,99.8,99.835,99.53,99.615,8225
 2016/12/06,99.425,99.5,99.11,99.395,13769
 2016/12/07,99.505,99.58,99.27,99.47,12054
 2016/12/08,99.625,99.77,99.415,99.5,10314
 2016/12/09,99.455,99.605,99.4,99.47,7557
 2016/12/12,99.25,99.36,98.995,99.01,12239
 2016/12/13,99.035,99.085,98.82,98.9,10855
 2016/12/14,99,99.075,98.6,98.74,9825
 2016/12/15,98.14,98.35,97.56,97.595,17735
 2016/12/16,97.6,98.57,97.405,98.55,21356
 2016/12/19,98.205,98.27,97.53,97.835,18565
 2016/12/20,97.3,97.93,96.89,97.775,24030
 2016/12/21,98.3,98.955,98,98.85,22596
 2016/12/22,98.825,99.2,98.65,99.15,17863
 2016/12/23,99.11,99.115,98.745,98.84,11836
 2016/12/26,98.7,99.04,98.55,98.945,12454
 2016/12/27,98.945,98.965,98.64,98.73,8415
 2016/12/28,98.6,99.08,98.59,99.01,12174
 2016/12/29,98.95,100.04,98.95,99.585,14294
 2016/12/30,99.595,99.76,99.295,99.4,10257
 2017/01/03,99.395,99.51,99.22,99.39,9040
 2017/01/04,99.39,99.57,99.21,99.345,11997
 2017/01/05,99.3,99.58,99.17,99.58,11494
 2017/01/06,99.6,99.74,99.35,99.435,9625
 2017/01/09,99.38,99.63,99.335,99.57,7763
 2017/01/10,99.7,99.75,99.515,99.55,8358
 2017/01/11,99.475,99.565,99.34,99.41,8233
 2017/01/12,99.46,99.685,99.45,99.46,7421
 2017/01/13,99.51,99.675,99.46,99.58,7266
 2017/01/16,99.595,99.71,99.14,99.14,8875
 2017/01/17,99.12,99.175,98.98,99.075,7239
 2017/01/18,99.075,99.3,99.06,99.1,6430
 2017/01/19,99,99.42,98.965,99.355,7685
 2017/01/20,99.335,99.63,99.255,99.47,7957
 2017/01/23,99.495,99.555,99.38,99.425,3716
 2017/01/24,98.62,98.82,98.09,98.09,2693
 2017/01/25,97.91,98.09,97.795,98.015,4942
 2017/01/26,97.81,98.05,97.78,97.88,2354
 2017/02/03,97.88,98.01,97.155,97.47,6085
 2017/02/06,97.305,97.625,97.275,97.4,4952
 2017/02/07,97.345,97.66,97.21,97.605,8359
 2017/02/08,97.64,97.94,97.605,97.94,8511
 2017/02/09,97.965,98.17,97.94,98.115,8550
 2017/02/10,98.095,98.1,97.955,98.02,6851
 2017/02/13,98.03,98.335,97.98,98.275,7113
 2017/02/14,98.245,98.38,98.03,98.165,8539
 2017/02/15,98.11,98.17,97.97,98.115,7969
 2017/02/16,98.12,98.6,98.095,98.6,9203
 2017/02/17,98.49,98.69,98.38,98.57,11036
 2017/02/20,98.675,98.865,98.535,98.785,10004
 2017/02/21,98.795,98.795,98.47,98.495,10554
 2017/02/22,98.31,98.86,98.31,98.83,9682
 2017/02/23,98.895,99,98.7,98.84,7703
 2017/02/24,98.84,98.99,98.65,98.795,10046
 2017/02/27,98.86,99.07,98.705,98.72,9353
 2017/02/28,98.72,98.95,98.665,98.905,6625
 2017/03/01,98.85,98.87,98.5,98.535,9271
 2017/03/02,98.5,98.62,98.425,98.485,8388
 2017/03/03,98.485,98.65,98.4,98.425,8175
 2017/03/06,98.42,98.475,98.33,98.35,6449
 2017/03/07,98.35,98.52,98.295,98.49,6654
 2017/03/08,98.49,98.545,98.14,98.14,9217
 2017/03/09,98.145,98.45,98.03,98.05,9619
 2017/03/10,98.095,98.185,97.995,98.115,6919
 2017/03/13,98.09,98.665,98.005,98.505,10915
 2017/03/14,98.51,98.635,98.43,98.61,9154
 2017/03/15,98.61,98.695,98.455,98.605,7652
 2017/03/16,98.695,99.17,98.695,98.89,19013
 2017/03/17,98.83,98.97,98.765,98.82,8231
 2017/03/20,98.825,98.98,98.705,98.815,9023
 2017/03/21,98.775,98.96,98.6,98.955,10347
 2017/03/22,98.92,99.055,98.8,98.865,9274
 2017/03/23,98.88,99.045,98.735,98.945,9581
 2017/03/24,98.995,99.365,98.845,99.26,12048
 2017/03/27,99.26,99.4,99.2,99.375,8790
 2017/03/28,99.385,99.45,99.175,99.22,9918
 2017/03/29,99.19,99.365,99.06,99.205,8468
 2017/03/30,99.205,99.25,99.015,99.21,8380
 2017/03/31,99.16,99.38,99.04,99.24,8194
 2017/04/05,99.3,99.42,98.955,99.055,9270
 2017/04/06,99.08,99.18,98.99,99.145,6982
 2017/04/07,99.135,99.325,99.135,99.265,7608
 2017/04/10,99.245,99.25,99.045,99.11,7293
 2017/04/11,99.07,99.21,99.005,99.15,5707
 2017/04/12,99.265,99.285,98.965,99,10120
 2017/04/13,99,99.165,98.85,99.05,9730
 2017/04/14,99.05,99.1,98.795,98.815,7758
 2017/04/17,98.755,98.865,98.52,98.555,9575
 2017/04/18,98.49,98.64,98.4,98.57,8084
 2017/04/19,98.63,98.77,98.57,98.67,8151
 2017/04/20,98.61,98.72,98.53,98.655,8135
 2017/04/21,98.61,98.67,98.365,98.41,8647
 2017/04/24,98.39,98.39,98.03,98.14,10477
 2017/04/25,98.14,98.45,98.13,98.385,10056
 2017/04/26,98.31,98.48,98.305,98.42,8948
 2017/04/27,98.425,98.535,98.325,98.405,8767
 2017/04/28,98.385,98.415,98.24,98.305,6643
 2017/05/02,98.3,98.43,98.165,98.26,8920
 2017/05/03,98.215,98.26,98.005,98.155,8355
 2017/05/04,98.175,98.27,97.755,97.765,11065
 2017/05/05,97.78,97.835,97.635,97.715,7471
 2017/05/08,97.68,97.77,97.41,97.465,9158
 2017/05/09,97.45,97.555,97.35,97.375,10663
 2017/05/10,97.32,97.485,96.875,96.97,15901
 2017/05/11,97.09,97.455,96.95,97.41,13146
 2017/05/12,97.38,97.54,97.06,97.095,18131
 2017/05/15,97.3,98.285,97.285,97.39,15694
 2017/05/16,97.37,97.435,97.2,97.345,11662
 2017/05/17,97.275,97.395,97.125,97.29,16285
 2017/05/18,97.36,97.475,97.31,97.355,11551
 2017/05/19,97.345,97.38,97.1,97.265,15125
 2017/05/22,97.19,97.21,96.88,96.895,11881
 2017/05/23,96.895,97.16,96.85,97.04,12312
