date,close-5y,close-10y,10y-5y,5f-10f,5y-close-open,10y-close-open
2016-11-30,100.15,98.855,0.222,1.295,0.00500000000001,0.00500000000001
2016-12-01,99.785,98.185,0.2054,1.6,-0.305,-0.42
2016-12-02,99.77,98.255,0.2003,1.515,0.05,0.12
2016-12-05,99.615,97.98,0.2171,1.635,-0.185,-0.32
2016-12-06,99.395,97.58,0.2089,1.815,-0.03,-0.24
2016-12-07,99.47,97.755,0.1922,1.715,-0.035,0.02
2016-12-08,99.5,97.805,0.2118,1.695,-0.125,-0.135
2016-12-09,99.47,97.705,0.244,1.765,0.015,0.005
2016-12-12,99.01,96.685,0.2415,2.325,-0.24,-0.71
2016-12-13,98.9,96.53,0.2629,2.37,-0.135,-0.165
2016-12-14,98.74,96.27,0.2529,2.47,-0.26,-0.485
2016-12-15,97.595,94.555,0.2409,3.04,-0.545,-0.715
2016-12-16,98.55,95.86,0.2242,2.69,0.95,1.23
2016-12-19,97.835,94.67,0.1833,3.165,-0.37,-0.8
2016-12-20,97.775,94.75,0.1833,3.025,0.475,0.75
2016-12-21,98.85,96.245,0.1441,2.605,0.55,0.87
2016-12-22,99.15,96.98,0.1233,2.17,0.325,0.59
2016-12-23,98.84,96.57,0.1756,2.27,-0.27,-0.28
2016-12-26,98.945,96.65,0.2129,2.295,0.245,0.35
2016-12-27,98.73,96.195,0.2301,2.535,-0.215,-0.41
2016-12-28,99.01,96.635,0.1949,2.375,0.41,0.53
2016-12-29,99.585,97.675,0.1897,1.91,0.635,1.045
2016-12-30,99.4,97.32,0.1575,2.08,-0.195,-0.39
2017-01-03,99.39,97.39,0.2177,2.0,-0.005,-0.005
2017-01-04,99.345,97.23,0.2484,2.115,-0.045,-0.04
2017-01-05,99.58,97.45,0.278,2.13,0.28,0.275
2017-01-06,99.435,97.24,0.2419,2.195,-0.165,-0.31
2017-01-09,99.57,97.635,0.2247,1.935,0.19,0.43
2017-01-10,99.55,97.59,0.2673,1.96,-0.15,-0.25
2017-01-11,99.41,97.27,0.2524,2.14,-0.065,-0.21
2017-01-12,99.46,97.355,0.2272,2.105,0.0,-0.005
2017-01-13,99.58,97.495,0.257,2.085,0.07,0.105
2017-01-16,99.14,96.86,0.29,2.28,-0.455,-0.62
2017-01-17,99.075,96.6,0.2862,2.475,-0.045,0.1
2017-01-18,99.1,95.24,0.307,3.86,0.025,-0.05
2017-01-19,99.355,95.495,0.2869,3.86,0.355,0.41
2017-01-20,99.47,95.77,0.2821,3.7,0.135,0.3
2017-01-23,99.425,95.705,0.2861,3.72,-0.07,-0.085
2017-01-24,98.09,94.895,0.3107,3.195,-0.53,-0.855
2017-01-25,98.015,94.6,0.3188,3.415,0.105,0.035
2017-01-26,97.88,94.27,0.309,3.61,0.07,-0.29
2017-02-03,97.47,93.495,0.3423,3.975,-0.41,-0.775
2017-02-06,97.4,93.365,0.3838,4.035,0.095,0.045
2017-02-07,97.605,93.68,0.3763,3.925,0.26,0.48
2017-02-08,97.94,94.18,0.3487,3.76,0.3,0.45
2017-02-09,98.115,94.55,0.3502,3.565,0.15,0.18
2017-02-10,98.02,94.355,0.3826,3.665,-0.075,-0.135
2017-02-13,98.275,94.75,0.3846,3.525,0.245,0.435
2017-02-14,98.165,94.495,0.3661,3.67,-0.08,-0.195
2017-02-15,98.115,94.305,0.3496,3.81,0.005,-0.03
2017-02-16,98.6,95.145,0.2882,3.455,0.48,0.805
2017-02-17,98.57,95.12,0.2885,3.45,0.08,0.095
2017-02-20,98.785,95.625,0.2846,3.16,0.11,0.33
2017-02-21,98.495,95.06,0.2923,3.435,-0.3,-0.49
2017-02-22,98.83,95.62,0.2758,3.21,0.52,0.815
2017-02-23,98.84,95.61,0.2678,3.23,-0.055,0.01
2017-02-24,98.795,95.655,0.284,3.14,-0.045,0.045
2017-02-27,98.72,95.565,0.3055,3.155,-0.14,-0.195
2017-02-28,98.905,95.83,0.2922,3.075,0.185,0.33
2017-03-01,98.535,95.175,0.3062,3.36,-0.315,-0.525
2017-03-02,98.485,95.115,0.3033,3.37,-0.015,0.02
2017-03-03,98.425,94.975,0.3182,3.45,-0.06,-0.14
2017-03-06,98.35,94.935,0.3211,3.415,-0.07,-0.065
2017-03-07,98.49,95.155,0.3256,3.335,0.14,0.245
2017-03-08,98.14,94.675,0.3349,3.465,-0.35,-0.485
2017-03-09,98.05,94.55,0.3135,3.5,-0.095,-0.06
2017-03-10,98.115,94.685,0.2649,3.43,0.02,0.18
2017-03-13,98.505,95.48,0.2488,3.025,0.415,0.83
2017-03-14,98.61,95.55,0.2455,3.06,0.1,0.17
2017-03-15,98.605,95.67,0.2324,2.935,-0.005,0.12
2017-03-16,98.89,96.355,0.2087,2.535,0.195,0.445
2017-03-17,98.82,96.28,0.1989,2.54,-0.01,0.03
2017-03-20,98.815,96.365,0.1937,2.45,-0.01,0.065
2017-03-21,98.955,96.58,0.17,2.375,0.18,0.38
2017-03-22,98.865,96.58,0.1545,2.285,-0.055,-0.08
2017-03-23,98.945,96.7,0.161,2.245,0.065,0.1
2017-03-24,99.26,97.315,0.1489,1.945,0.265,0.66
2017-03-27,99.375,97.31,0.1627,2.065,0.115,-0.005
2017-03-28,99.22,96.91,0.1868,2.31,-0.165,-0.49
2017-03-29,99.205,96.905,0.1938,2.3,0.015,0.035
2017-03-30,99.21,96.85,0.2059,2.36,0.005,-0.06
2017-03-31,99.24,96.84,0.2046,2.4,0.08,-0.03
2017-04-05,99.055,96.54,0.2219,2.515,-0.245,-0.47
2017-04-06,99.145,96.81,0.2013,2.335,0.065,0.315
2017-04-07,99.265,97.16,0.2078,2.105,0.13,0.335
2017-04-10,99.11,96.835,0.2059,2.275,-0.135,-0.26
2017-04-11,99.15,96.935,0.195,2.215,0.08,0.16
2017-04-12,99.0,96.77,0.1635,2.23,-0.265,-0.285
2017-04-13,99.05,96.905,0.1625,2.145,0.05,-0.005
2017-04-14,98.815,96.49,0.1849,2.325,-0.235,-0.41
2017-04-17,98.555,96.065,0.1652,2.49,-0.2,-0.305
2017-04-18,98.57,96.15,0.1456,2.42,0.08,0.205
2017-04-19,98.67,96.275,0.1356,2.395,0.04,0.00500000000001
2017-04-20,98.655,96.225,0.1479,2.43,0.045,0.075
2017-04-21,98.41,95.835,0.1399,2.575,-0.2,-0.265
2017-04-24,98.14,95.39,0.1215,2.75,-0.25,-0.3
2017-04-25,98.385,95.88,0.1196,2.505,0.245,0.49
2017-04-26,98.42,95.93,0.11,2.49,0.11,0.135
2017-04-27,98.405,96.095,0.1151,2.31,-0.02,0.145
2017-04-28,98.305,95.91,0.1251,2.395,-0.08,-0.135
2017-05-02,98.26,95.775,0.1152,2.485,-0.04,-0.125
2017-05-03,98.155,95.665,0.1102,2.49,-0.06,0.01
2017-05-04,97.765,95.18,0.0854,2.585,-0.41,-0.46
2017-05-05,97.715,95.235,0.0779,2.48,-0.065,0.015
2017-05-08,97.465,94.84,0.0681,2.625,-0.215,-0.36
2017-05-09,97.375,94.015,0.0404,3.36,-0.075,-0.005
2017-05-10,96.97,93.65,0.0081,3.32,-0.35,-0.45
2017-05-11,97.41,94.315,0.0091,3.095,0.32,0.53
2017-05-12,97.095,93.995,-0.0017,3.1,-0.285,-0.305
2017-05-15,97.39,94.515,-0.0159,2.875,0.09,0.215
2017-05-16,97.345,94.325,-0.0229,3.02,-0.025,-0.13
2017-05-17,97.29,94.445,-0.0525,2.845,0.015,0.085
2017-05-18,97.355,94.705,-0.0379,2.65,-0.005,0.025
2017-05-19,97.265,94.66,-0.0573,2.605,-0.08,0.00999999999999
2017-05-22,96.895,94.085,-0.0603,2.81,-0.295,-0.435
2017-05-23,97.04,94.075,-0.04,2.965,0.145,-0.005
