date,10y
2002/1/4,3.2096
2002/1/7,3.2003
2002/1/8,3.5225
2002/1/9,3.5896
2002/1/10,3.5784
2002/1/11,3.4532
2002/1/14,3.5114
2002/1/15,3.5023
2002/1/16,3.4414
2002/1/17,3.4511
2002/1/18,3.2968
2002/1/21,3.2563
2002/1/22,3.3182
2002/1/23,3.1897
2002/1/24,3.2581
2002/1/25,3.0795
2002/1/28,3.1584
2002/1/29,3.81
2002/1/30,3.2152
2002/1/31,3.2186
2002/2/1,3.2016
2002/2/4,3.218
2002/2/5,3.1893
2002/2/6,3.1897
2002/2/7,3.2491
2002/2/8,3.2085
2002/2/9,3.1948
2002/2/10,3.2084
2002/2/11,3.2173
2002/2/19,3.1679
2002/2/20,3.1647
2002/2/21,3.1583
2002/2/22,3.2237
2002/2/25,3.1616
2002/2/26,3.1512
2002/2/27,3.1481
2002/2/28,3.1315
2002/3/1,3.1155
2002/3/4,3.0828
2002/3/5,3.085
2002/3/6,3.0864
2002/3/7,3.084
2002/3/8,3.0656
2002/3/11,3.073
2002/3/12,3.0044
2002/3/13,2.9872
2002/3/14,2.9798
2002/3/15,3.0188
2002/3/18,3.0232
2002/3/19,2.9442
2002/3/20,3.0009
2002/3/21,2.9508
2002/3/22,2.9468
2002/3/25,2.9166
2002/3/26,2.9052
2002/3/27,3.0714
2002/3/28,3.0536
2002/3/29,2.8551
2002/4/1,2.7433
2002/4/2,2.7048
2002/4/3,2.9179
2002/4/4,2.7323
2002/4/5,3.2699
2002/4/8,2.7346
2002/4/9,2.7982
2002/4/10,2.7158
2002/4/11,2.6737
2002/4/12,2.6736
2002/4/15,2.6374
2002/4/16,2.5653
2002/4/17,2.6181
2002/4/18,2.5275
2002/4/19,2.58
2002/4/22,2.5865
2002/4/23,2.5637
2002/4/24,2.605
2002/4/25,2.5478
2002/4/26,1.9775
2002/4/27,2.6304
2002/4/28,3.5186
2002/4/29,2.5363
2002/4/30,2.5022
2002/5/8,2.5363
2002/5/9,2.5192
2002/5/10,2.4972
2002/5/13,2.5072
2002/5/14,2.5447
2002/5/15,2.5035
2002/5/16,2.4959
2002/5/17,2.5423
2002/5/20,2.4837
2002/5/21,2.4961
2002/5/22,2.5476
2002/5/23,2.5547
2002/5/24,2.4983
2002/5/27,2.4462
2002/5/28,2.4178
2002/5/29,2.4199
2002/5/30,2.3924
2002/5/31,2.381
2002/6/3,2.3353
2002/6/4,2.7385
2002/6/5,2.8028
2002/6/6,2.4016
2002/6/7,2.6786
2002/6/10,2.4376
2002/6/11,2.4831
2002/6/12,2.4339
2002/6/13,2.4341
2002/6/14,2.4564
2002/6/17,2.4467
2002/6/18,2.3741
2002/6/19,2.4818
2002/6/20,2.4517
2002/6/21,2.4606
2002/6/24,2.4936
2002/6/25,2.7081
2002/6/26,2.6982
2002/6/27,2.5912
2002/6/28,2.5798
2002/7/1,2.5719
2002/7/2,2.5258
2002/7/3,2.6252
2002/7/4,2.5196
2002/7/5,2.6093
2002/7/8,2.5264
2002/7/9,2.5154
2002/7/10,2.5941
2002/7/11,2.5707
2002/7/12,2.5536
2002/7/15,2.8396
2002/7/16,2.7022
2002/7/17,2.7554
2002/7/18,2.7564
2002/7/19,2.9312
2002/7/22,2.9691
2002/7/23,2.8758
2002/7/24,2.9785
2002/7/25,2.7816
2002/7/26,2.8931
2002/7/29,2.7962
2002/7/30,2.8115
2002/7/31,2.869
2002/8/1,2.9805
2002/8/2,3.0287
2002/8/5,3.0054
2002/8/6,2.9415
2002/8/7,2.99
2002/8/8,2.8753
2002/8/9,3.1741
2002/8/12,3.0804
2002/8/13,2.9737
2002/8/14,3.0038
2002/8/15,2.988
2002/8/16,3.3451
2002/8/19,3.3411
2002/8/20,3.3896
2002/8/21,3.3991
2002/8/22,2.8007
2002/8/26,3.3751
2002/8/27,3.3321
2002/8/28,3.3262
2002/8/29,3.0539
2002/8/30,3.0595
2002/9/2,3.1491
2002/9/3,2.8736
2002/9/4,2.9627
2002/9/5,3.5311
2002/9/6,3.4072
2002/9/9,3.497
2002/9/10,3.3954
2002/9/11,2.9574
2002/9/12,3.0011
2002/9/13,3.5097
2002/9/16,3.1667
2002/9/17,3.2284
2002/9/18,2.9506
2002/9/19,3.2036
2002/9/20,3.2078
2002/9/23,3.0333
2002/9/24,3.0304
2002/9/25,3.2877
2002/9/26,2.9575
2002/9/27,3.1266
2002/9/28,2.9491
2002/9/29,3.3758
2002/9/30,3.1397
2002/10/8,3.1328
2002/10/9,3.1919
2002/10/10,3.0882
2002/10/11,3.101
2002/10/14,3.0843
2002/10/15,3.0876
2002/10/16,3.0828
2002/10/17,3.0918
2002/10/18,2.969
2002/10/21,3.1401
2002/10/22,3.1594
2002/10/23,3.0967
2002/10/24,2.9092
2002/10/25,3.0202
2002/10/28,2.8949
2002/10/29,3.1323
2002/10/30,3.1979
2002/10/31,2.9978
2002/11/1,3.2675
2002/11/4,3.24
2002/11/5,3.3014
2002/11/6,3.3012
2002/11/7,3.3167
2002/11/8,3.3773
2002/11/11,3.2947
2002/11/12,3.2886
2002/11/13,3.302
2002/11/14,3.3067
2002/11/15,3.2957
2002/11/18,3.2822
2002/11/19,3.2926
2002/11/20,3.2619
2002/11/21,3.296
2002/11/22,3.249
2002/11/25,3.2596
2002/11/26,3.2682
2002/11/27,3.2826
2002/11/28,3.3
2002/11/29,3.5248
2002/12/2,3.3229
2002/12/3,3.3357
2002/12/4,3.3227
2002/12/5,3.2596
2002/12/6,3.3433
2002/12/9,3.3361
2002/12/10,3.1527
