date,0y
2002-01-04,2.5132 
2002-01-07,2.5315 
2002-01-08,1.6574 
2002-01-09,1.6275 
2002-01-10,1.6239 
2002-01-11,1.6271 
2002-01-14,1.3843 
2002-01-15,1.4417 
2002-01-16,1.4707 
2002-01-17,1.4400 
2002-01-18,2.1773 
2002-01-21,2.1780 
2002-01-22,2.1803 
2002-01-23,2.3195 
2002-01-24,2.1502 
2002-01-25,2.3347 
2002-01-28,2.2602 
2002-01-29,1.5534 
2002-01-30,2.1830 
2002-01-31,2.1987 
2002-02-01,2.1114 
2002-02-04,2.0980 
2002-02-05,2.0685 
2002-02-06,2.1482 
2002-02-07,2.0338 
2002-02-08,2.0438 
2002-02-09,2.0626 
2002-02-10,2.0855 
2002-02-11,2.1192 
2002-02-19,2.1142 
2002-02-20,1.9979 
2002-02-21,2.0952 
2002-02-22,2.0721 
2002-02-25,1.9462 
2002-02-26,1.9155 
2002-02-27,1.9112 
2002-02-28,1.9053 
2002-03-01,1.9359 
2002-03-04,2.0187 
2002-03-05,1.9382 
2002-03-06,1.7784 
2002-03-07,1.7614 
2002-03-08,1.7253 
2002-03-11,1.7570 
2002-03-12,1.7553 
2002-03-13,1.7809 
2002-03-14,1.7629 
2002-03-15,1.7947 
2002-03-18,1.9667 
2002-03-19,2.0084 
2002-03-20,2.0078 
2002-03-21,1.7783 
2002-03-22,1.7618 
2002-03-25,1.6896 
2002-03-26,1.7380 
2002-03-27,1.5678 
2002-03-28,1.6812 
2002-03-29,1.7318 
2002-04-01,1.7965 
2002-04-02,1.8861 
2002-04-03,1.7736 
2002-04-04,1.7216 
2002-04-05,1.5235 
2002-04-08,1.7338 
2002-04-09,1.6963 
2002-04-10,1.7778 
2002-04-11,1.7777 
2002-04-12,1.8713 
2002-04-15,1.8287 
2002-04-16,1.8726 
2002-04-17,1.8063 
2002-04-18,1.8568 
2002-04-19,1.9378 
2002-04-22,1.8105 
2002-04-23,1.8447 
2002-04-24,1.7980 
2002-04-25,1.7575 
2002-04-26,5.0297 
2002-04-27,1.7825 
2002-04-28,0.8292 
2002-04-29,1.7561 
2002-04-30,1.8594 
2002-05-08,1.8150 
2002-05-09,1.7731 
2002-05-10,1.9487 
2002-05-13,1.7747 
2002-05-14,1.7996 
2002-05-15,1.7795 
2002-05-16,1.8020 
2002-05-17,1.8113 
2002-05-20,1.7585 
2002-05-21,1.8049 
2002-05-22,1.8064 
2002-05-23,1.8729 
2002-05-24,1.8619 
2002-05-27,1.7610 
2002-05-28,1.7633 
2002-05-29,1.7669 
2002-05-30,1.7725 
2002-05-31,1.7809 
2002-06-03,1.8101 
2002-06-04,1.4612 
2002-06-05,1.4278 
2002-06-06,1.7444 
2002-06-07,1.5841 
2002-06-10,1.7855 
2002-06-11,1.7706 
2002-06-12,1.7930 
2002-06-13,1.7803 
2002-06-14,1.7340 
2002-06-17,1.7450 
2002-06-18,1.8252 
2002-06-19,1.7212 
2002-06-20,1.7394 
2002-06-21,1.7254 
2002-06-24,1.7235 
2002-06-25,1.4979 
2002-06-26,1.6649 
2002-06-27,1.7265 
2002-06-28,1.6757 
2002-07-01,1.7176 
2002-07-02,1.7380 
