date,5y
2002/1/4,2.8674
2002/1/7,2.8728
2002/1/8,2.789
2002/1/9,2.8317
2002/1/10,2.8216
2002/1/11,2.7234
2002/1/14,2.6768
2002/1/15,2.6906
2002/1/16,2.6576
2002/1/17,2.655
2002/1/18,2.8031
2002/1/21,2.7723
2002/1/22,2.8199
2002/1/23,2.7785
2002/1/24,2.7626
2002/1/25,2.7051
2002/1/28,2.7323
2002/1/29,2.9429
2002/1/30,2.7435
2002/1/31,2.7524
2002/2/1,2.7049
2002/2/4,2.7197
2002/2/5,2.681
2002/2/6,2.7107
2002/2/7,2.731
2002/2/8,2.7024
2002/2/9,2.6984
2002/2/10,2.7178
2002/2/11,2.7374
2002/2/19,2.6976
2002/2/20,2.6532
2002/2/21,2.6842
2002/2/22,2.7291
2002/2/25,2.6331
2002/2/26,2.6129
2002/2/27,2.61
2002/2/28,2.5964
2002/3/1,2.5959
2002/3/4,2.6028
2002/3/5,2.5751
2002/3/6,2.5175
2002/3/7,2.5093
2002/3/8,2.4976
2002/3/11,2.5222
2002/3/12,2.4684
2002/3/13,2.4664
2002/3/14,2.4546
2002/3/15,2.4982
2002/3/18,2.5604
2002/3/19,2.5178
2002/3/20,2.5676
2002/3/21,2.4446
2002/3/22,2.4405
2002/3/25,2.3931
2002/3/26,2.4026
2002/3/27,2.4629
2002/3/28,2.4856
2002/3/29,2.3792
2002/4/1,2.3167
2002/4/2,2.2498
2002/4/3,2.4495
2002/4/4,2.2985
2002/4/5,2.6059
2002/4/8,2.3066
2002/4/9,2.3427
2002/4/10,2.3097
2002/4/11,2.273
2002/4/12,2.3111
2002/4/15,2.2687
2002/4/16,2.2343
2002/4/17,2.2266
2002/4/18,2.1763
2002/4/19,2.2726
2002/4/22,2.2312
2002/4/23,2.1951
2002/4/24,2.2515
2002/4/25,2.1929
2002/4/26,2.8926
2002/4/27,2.2718
2002/4/28,2.542
2002/4/29,2.1895
2002/4/30,2.1998
2002/5/8,2.2109
2002/5/9,2.1801
2002/5/10,2.118
2002/5/13,2.1751
2002/5/14,2.2145
2002/5/15,2.1761
2002/5/16,2.1704
2002/5/17,2.2211
2002/5/20,2.1561
2002/5/21,2.1564
2002/5/22,2.2202
2002/5/23,2.2626
2002/5/24,2.214
2002/5/27,2.1492
2002/5/28,2.1316
2002/5/29,2.1367
2002/5/30,2.1157
2002/5/31,2.1115
2002/6/3,2.0866
2002/6/4,2.2055
2002/6/5,2.2371
2002/6/6,2.1057
2002/6/7,2.2054
2002/6/10,2.1457
2002/6/11,2.1668
2002/6/12,2.1463
2002/6/13,2.1405
2002/6/14,2.1349
2002/6/17,2.1329
2002/6/18,2.1216
2002/6/19,2.1469
2002/6/20,2.1337
2002/6/21,2.1336
2002/6/24,2.1547
2002/6/25,2.1877
2002/6/26,2.2537
2002/6/27,2.215
2002/6/28,2.1843
2002/7/1,2.2006
2002/7/2,2.1808
2002/7/3,2.224
2002/7/4,2.1597
2002/7/5,2.1723
2002/7/8,2.1407
2002/7/9,2.1494
2002/7/10,2.1591
2002/7/11,2.1692
2002/7/12,2.2228
2002/7/15,2.2329
2002/7/16,2.2305
2002/7/17,2.301
2002/7/18,2.3509
2002/7/19,2.3792
2002/7/22,2.3858
2002/7/23,2.2977
2002/7/24,2.3655
2002/7/25,2.3234
2002/7/26,2.3353
2002/7/29,2.3313
2002/7/30,2.3453
2002/7/31,2.3379
2002/8/1,2.4047
2002/8/2,2.4552
2002/8/5,2.4183
2002/8/6,2.3805
2002/8/7,2.4093
2002/8/8,2.3857
2002/8/9,2.4791
2002/8/12,2.4743
2002/8/13,2.4441
2002/8/14,2.4487
2002/8/15,2.4301
2002/8/16,2.5572
2002/8/19,2.5353
2002/8/20,2.5539
2002/8/21,2.5824
2002/8/22,2.382
2002/8/26,2.579
2002/8/27,2.5856
2002/8/28,2.6151
2002/8/29,2.4832
2002/8/30,2.4543
2002/9/2,2.4874
2002/9/3,2.3948
2002/9/4,2.4482
2002/9/5,2.7055
2002/9/6,2.6432
2002/9/9,2.6479
2002/9/10,2.4773
2002/9/11,2.4561
2002/9/12,2.5096
2002/9/13,2.6108
2002/9/16,2.5112
2002/9/17,2.5581
2002/9/18,2.4786
2002/9/19,2.4694
2002/9/20,2.6114
2002/9/23,2.5623
2002/9/24,2.5493
2002/9/25,2.6897
2002/9/26,2.4325
2002/9/27,2.5784
2002/9/28,2.5363
2002/9/29,2.6939
2002/9/30,2.4134
2002/10/8,2.6055
2002/10/9,2.6441
2002/10/10,2.5629
2002/10/11,2.5776
2002/10/14,2.5725
2002/10/15,2.5534
2002/10/16,2.5561
2002/10/17,2.4892
