date,0d,1m,1y,5y,10y
2013-01-23,1.1456,2.0779,2.8373,3.2293,3.5682
2013-01-24,1.2711,2.1292,2.8383,3.2417,3.5816
2013-01-25,1.3076,2.1704,2.834,3.2335,3.5837
2013-01-28,1.3046,2.085,2.8495,3.2551,3.6042
2013-01-29,1.3046,2.1159,2.8226,3.2627,3.6116
2013-01-30,1.3046,2.0967,2.8091,3.2695,3.6053
2013-01-31,1.5146,2.2086,2.8047,3.2653,3.6054
2013-02-01,1.8792,2.33,2.8064,3.2633,3.6004
2013-02-04,2.0377,2.404,2.7824,3.2687,3.6016
2013-02-05,2.4546,2.5688,2.7709,3.2724,3.591
2013-02-06,2.8006,2.715,2.7869,3.273,3.5922
2013-02-07,2.851,2.7341,2.7883,3.2659,3.5928
2013-02-08,1.9196,2.3591,2.7658,3.2652,3.5859
2013-02-16,1.1846,2.0527,2.7161,3.2656,3.5922
2013-02-17,1.1036,1.9414,2.7117,3.2665,3.5847
2013-02-18,1.0706,1.977,2.722,3.2692,3.5929
2013-02-19,1.074,1.9899,2.7091,3.2776,3.5931
2013-02-20,1.0845,2.0214,2.6929,3.2652,3.5632
2013-02-21,1.2227,2.081,2.7059,3.2794,3.5623
2013-02-22,1.4046,2.0864,2.7107,3.2811,3.5708
2013-02-25,1.5407,2.1977,2.7199,3.2967,3.5821
2013-02-26,2.8447,2.7297,2.7862,3.3018,3.5948
2013-02-27,3.0866,2.8132,2.7528,3.2928,3.5904
2013-02-28,3.1656,2.8834,2.7612,3.2978,3.5957
2013-03-01,3.2906,2.9304,2.7727,3.3048,3.5878
2013-03-04,2.4481,2.6073,2.7727,3.2707,3.5785
2013-03-05,2.1727,2.4734,2.7656,3.2721,3.576
2013-03-06,2.0127,2.4172,2.7639,3.2571,3.5802
2013-03-07,1.6407,2.2933,2.7645,3.2768,3.5813
2013-03-08,1.6227,2.2727,2.7675,3.2792,3.5816
2013-03-11,1.3862,2.2054,2.7719,3.2976,3.583
2013-03-12,1.2497,2.1607,2.7669,3.2879,3.5897
2013-03-13,1.2267,2.1537,2.7659,3.2791,3.5898
2013-03-14,1.2117,2.1517,2.7687,3.2838,3.5919
2013-03-15,1.2486,2.1635,2.7503,3.2989,3.5919
2013-03-18,1.7386,2.3366,2.7594,3.2983,3.5971
2013-03-19,1.5127,2.2396,2.7514,3.2954,3.5922
2013-03-20,1.2657,2.1539,2.7441,3.2936,3.5722
2013-03-21,1.1726,2.1189,2.7341,3.3051,3.5819
2013-03-22,1.0917,2.0576,2.7341,3.306,3.5816
2013-03-25,1.0187,2.0331,2.7221,3.3028,3.577
2013-03-26,1.0587,2.0997,2.7121,3.3029,3.5717
2013-03-27,1.1757,2.1313,2.6879,3.303,3.5611
2013-03-28,1.2347,2.1555,2.6855,3.2999,3.5505
2013-03-29,2.1686,2.4982,2.679,3.2972,3.5392
2013-04-01,1.4762,2.2388,2.6799,3.2741,3.5303
2013-04-02,1.5036,2.2508,2.6716,3.2434,3.5106
2013-04-03,1.5776,2.2772,2.6741,3.2305,3.5005
2013-04-07,1.5177,2.2256,2.6702,3.2143,3.4907
2013-04-08,1.6654,2.2669,2.6432,3.2392,3.4905
2013-04-09,1.6247,2.2568,2.6421,3.2261,3.4705
2013-04-10,1.6082,2.2492,2.6504,3.2064,3.4624
2013-04-11,1.5516,2.2186,2.6575,3.217,3.4705
2013-04-12,1.5085,2.1958,2.679,3.208,3.4655
2013-04-15,1.538,2.2052,2.6636,3.1959,3.4405
2013-04-16,1.5016,2.1444,2.6719,3.1589,3.4005
2013-04-17,1.4985,2.1397,2.7085,3.1903,3.4131
2013-04-18,1.6926,2.2191,2.7585,3.2081,3.4431
2013-04-19,1.9877,2.3414,2.8663,3.2214,3.4503
2013-04-22,2.1216,2.3845,2.8898,3.2349,3.4867
2013-04-23,2.4546,2.5325,2.8495,3.1999,3.4629
2013-04-24,2.7274,2.6885,2.8243,3.1978,3.4498
2013-04-25,2.9574,2.8079,2.8311,3.1953,3.4314
2013-04-26,1.6664,2.8534,2.8162,3.1503,3.4313
2013-04-27,1.6824,2.81,2.7905,3.1406,3.4311
2013-04-28,1.6764,2.75,2.7842,3.1329,3.4314
2013-05-02,1.6464,2.608,2.7768,3.1471,3.4119
2013-05-03,1.8464,2.5417,2.7759,3.1346,3.4212
2013-05-06,1.8264,2.5417,2.8008,3.147,3.4354
2013-05-07,1.5064,2.5587,2.8052,3.0962,3.4261
2013-05-08,1.4564,2.5652,2.8329,3.1282,3.4345
2013-05-09,1.5564,2.5812,2.833,3.1232,3.4317
2013-05-10,1.5864,2.5827,2.8305,3.1003,3.4212
2013-05-13,1.6037,2.6267,2.8416,3.098,3.4238
2013-05-14,1.6864,2.6187,2.8412,3.1016,3.4248
2013-05-15,1.6909,2.5617,2.8298,3.1373,3.4218
2013-05-16,2.1484,2.7087,2.8459,3.1435,3.4219
2013-05-17,2.2903,3.0088,2.8622,3.1436,3.4213
2013-05-20,2.4034,3.4588,2.8653,3.1436,3.4253
2013-05-21,2.8064,3.4538,2.8812,3.1436,3.4253
2013-05-22,2.8704,3.3978,2.8714,3.1445,3.4153
2013-05-23,2.9274,3.3768,2.8649,3.1288,3.413
2013-05-24,2.7504,3.3368,2.8673,3.1288,3.4181
2013-05-27,2.8064,3.1328,2.8655,3.1169,3.4166
2013-05-28,2.5964,3.0875,2.8609,3.0978,3.4206
2013-05-29,2.2964,2.8218,2.861,3.1443,3.434
2013-05-30,2.6364,2.8918,2.8609,3.1468,3.434
2013-05-31,3.7474,3.1578,2.8682,3.1573,3.4399
2013-06-03,3.8154,3.359,2.8714,3.1704,3.4478
2013-06-04,3.7334,3.3326,2.8812,3.1763,3.4603
2013-06-05,3.8394,3.4776,2.9112,3.1897,3.4615
2013-06-06,5.1984,3.7637,2.9362,3.2097,3.4651
2013-06-07,7.5104,4.8152,3.0309,3.2286,3.4822
2013-06-08,8.4974,4.8197,3.1007,3.2353,3.4822
2013-06-09,6.2064,4.4084,3.0844,3.2205,3.4491
2013-06-13,5.2074,4.2494,3.0859,3.2567,3.4591
2013-06-14,5.4844,4.209,3.1024,3.275,3.4689
2013-06-17,3.3294,4.3589,3.1,3.2814,3.4785
2013-06-18,4.1124,4.4545,3.1509,3.3015,3.4818
2013-06-19,6.1764,4.8915,3.2606,3.3809,3.5516
2013-06-20,11.9604,6.575,3.5606,3.6209,3.7016
2013-06-21,7.0084,6.4661,3.6106,3.5797,3.6014
2013-06-24,5.0054,5.6231,3.6504,3.5397,3.5999
2013-06-25,4.2524,5.1389,3.6504,3.5108,3.5999
2013-06-26,4.0694,4.8537,3.5738,3.3611,3.55
2013-06-27,4.0774,4.6927,3.4463,3.3258,3.5231
2013-06-28,3.4574,4.545,3.4812,3.2909,3.5125
2013-07-01,2.9724,4.325,3.4706,3.2911,3.5245
2013-07-02,2.6024,3.9396,3.3721,3.2917,3.5243
2013-07-03,2.5164,3.7669,3.4212,3.275,3.5302
2013-07-04,2.4644,3.6645,3.3912,3.2629,3.5102
2013-07-05,2.4964,3.4312,3.3716,3.2629,3.5127
2013-07-08,2.4724,3.3144,3.3916,3.2933,3.5177
2013-07-09,2.4654,3.3787,3.4016,3.3272,3.5202
2013-07-10,2.5674,3.4576,3.5001,3.3492,3.5802
2013-07-11,2.7711,3.4786,3.5001,3.3796,3.5902
2013-07-12,2.8164,3.4962,3.5006,3.4115,3.6001
2013-07-15,2.8162,3.5134,3.4998,3.4247,3.6102
2013-07-16,2.5294,3.4421,3.4299,3.4391,3.619
2013-07-17,2.4844,3.487,3.4345,3.4657,3.669
2013-07-18,2.5144,3.4649,3.4544,3.479,3.6903
2013-07-19,2.5264,3.5239,3.4624,3.4982,3.7051
2013-07-22,2.5899,3.5924,3.5248,3.548,3.7401
2013-07-23,2.6219,3.6124,3.5503,3.5984,3.7602
2013-07-24,2.7164,3.7124,3.5746,3.705,3.7952
2013-07-25,2.8359,3.6824,3.5107,3.6956,3.7102
2013-07-26,2.9362,3.592,3.5034,3.6668,3.7152
2013-07-29,3.0127,3.622,3.5128,3.6712,3.7228
2013-07-30,2.9506,3.562,3.5,3.6705,3.7227
2013-07-31,2.9587,3.542,3.4908,3.6551,3.7214
2013-08-01,2.8087,3.502,3.4347,3.6135,3.7053
2013-08-02,2.5136,3.392,3.3938,3.6187,3.7034
2013-08-05,2.3596,3.4312,3.419,3.6275,3.7104
2013-08-06,2.3596,3.523,3.4047,3.6323,3.7153
2013-08-07,2.3602,3.5025,3.4069,3.6841,3.7703
2013-08-08,2.4237,3.5175,3.4271,3.7313,3.8455
2013-08-09,2.1737,3.3975,3.4333,3.7453,3.8407
2013-08-12,2.2241,3.3975,3.4479,3.776,3.8513
2013-08-13,2.485,3.3775,3.4837,3.8407,3.9252
2013-08-14,2.6946,3.3765,3.5373,3.8881,3.9516
2013-08-15,2.5426,3.4221,3.5541,3.8905,3.9602
2013-08-16,2.4687,3.4677,3.6041,3.8717,3.9401
2013-08-19,2.6627,3.6502,3.6241,3.896,4.0103
2013-08-20,3.1137,3.9432,3.6241,3.9868,4.0881
2013-08-21,2.7766,3.8052,3.6341,3.9416,4.0382
2013-08-22,2.6167,3.7832,3.6436,3.9316,4.0302
2013-08-23,2.5247,3.7332,3.6435,3.8714,3.9916
2013-08-26,2.2966,3.7242,3.6212,3.8474,3.9555
2013-08-27,2.2657,3.6912,3.6215,3.8517,3.9654
2013-08-28,2.3577,3.6462,3.6235,3.8964,4.0222
2013-08-29,2.2167,3.6202,3.6086,3.9084,4.03
2013-08-30,2.2936,3.6222,3.6186,3.9181,4.0354
2013-09-02,2.2785,3.4172,3.6173,3.9187,4.0356
2013-09-03,2.2603,3.3402,3.6173,3.9218,4.0404
2013-09-04,2.2647,3.3982,3.598,3.974,4.055
2013-09-05,2.1497,3.3912,3.6055,3.9564,4.055
2013-09-06,2.2097,3.3941,3.6012,3.9557,4.0455
2013-09-09,2.1797,3.5081,3.6106,3.9616,4.055
2013-09-10,2.1551,3.7721,3.6106,3.9974,4.065
2013-09-11,2.2736,4.0481,3.6106,4.0244,4.1341
2013-09-12,2.2267,4.1661,3.5906,4.021,4.1291
2013-09-13,2.2387,4.2208,3.6106,4.0165,4.1406
2013-09-16,2.2676,4.1708,3.5906,4.0128,4.1201
2013-09-17,2.6527,4.1708,3.5906,3.9846,4.0721
2013-09-18,2.7167,4.1408,3.5906,3.9882,4.0502
2013-09-22,2.7327,4.1408,3.573,3.9195,3.9851
2013-09-23,2.9746,4.1968,3.5881,3.9362,4.0095
2013-09-24,2.7741,4.3017,3.61,3.9223,4.0201
2013-09-25,2.5066,4.2488,3.6,3.9047,4.0202
2013-09-26,2.2717,4.0278,3.5501,3.8579,3.9901
2013-09-27,2.3073,4.0028,3.5501,3.8806,4.0002
2013-09-29,2.3096,3.9728,3.5601,3.8844,4.0002
2013-09-30,2.2857,3.9428,3.5451,3.8755,3.9954
2013-10-08,2.2116,3.8208,3.5451,3.88,3.9903
2013-10-09,2.3916,3.8558,3.5539,3.8825,4.0316
2013-10-10,2.4876,3.8558,3.5627,3.8838,4.0166
2013-10-11,2.2596,3.8558,3.5427,3.8838,4.0265
2013-10-12,2.1867,3.7608,3.5427,3.8784,4.0263
2013-10-14,2.2727,3.8058,3.5427,3.9074,4.0663
2013-10-15,2.2766,3.7988,3.5169,3.9023,4.0791
2013-10-16,2.2146,3.7918,3.5169,3.9284,4.0966
2013-10-17,2.1976,3.7848,3.5469,3.9335,4.0966
2013-10-18,2.1607,3.6984,3.5469,3.9446,4.1055
2013-10-21,2.2197,3.6388,3.5522,3.9607,4.1105
2013-10-22,2.2116,3.6188,3.5522,3.9627,4.1305
2013-10-23,2.9897,3.5988,3.5645,3.9577,4.1491
2013-10-24,3.2977,4.1848,3.6445,3.9909,4.194
2013-10-25,3.4767,4.1848,3.7445,4.0186,4.214
2013-10-28,3.5436,4.1848,3.7649,4.0659,4.204
2013-10-29,3.5557,4.134,3.7852,4.0995,4.2173
2013-10-30,3.9397,4.0834,4.0152,4.1154,4.2173
2013-10-31,3.2996,3.971,3.9752,4.0654,4.1806
2013-11-01,3.1979,3.8894,3.9422,4.0533,4.1556
2013-11-04,3.0568,3.5324,3.9222,4.0593,4.1731
2013-11-05,2.8744,3.5824,3.9522,4.0793,4.2106
2013-11-06,2.6196,3.6835,3.9752,4.1693,4.2206
2013-11-07,2.6897,3.7885,4.0118,4.1994,4.2945
2013-11-08,2.7206,3.8915,4.0214,4.2431,4.3186
2013-11-11,2.5596,4.0835,4.1587,4.3781,4.4034
2013-11-12,2.4387,3.9372,4.1209,4.344,4.4146
2013-11-13,2.4957,3.9872,4.1142,4.3971,4.4628
2013-11-14,3.3477,4.0612,4.0956,4.4,4.5006
2013-11-15,3.6137,4.6852,4.1454,4.4698,4.6006
2013-11-18,3.6727,5.1412,4.156,4.4998,4.6619
2013-11-19,3.2347,4.8572,4.1362,4.5098,4.6722
2013-11-20,3.2167,4.9152,4.1808,4.5124,4.7222
2013-11-21,3.0487,4.921,4.156,4.495,4.7009
2013-11-22,3.0587,4.871,4.1265,4.4538,4.6509
2013-11-25,3.0067,4.891,4.1215,4.4582,4.6159
2013-11-26,2.9057,4.911,4.1067,4.4512,4.6059
2013-11-27,2.9237,4.861,4.1017,4.3714,4.5511
2013-11-28,2.9057,4.861,4.0472,4.3323,4.4313
2013-11-29,2.8857,4.771,3.9787,4.2612,4.3612
2013-12-02,2.9077,4.6948,4.0385,4.3517,4.4812
2013-12-03,2.8847,4.6948,4.0484,4.3519,4.4412
2013-12-04,2.8832,4.6498,4.0029,4.3419,4.4262
2013-12-05,2.8627,4.5398,4.0341,4.3736,4.4962
2013-12-06,2.8597,4.492,4.0364,4.3868,4.5162
2013-12-09,2.7797,4.535,4.0364,4.4418,4.5413
2013-12-10,2.7797,4.5574,4.0284,4.5124,4.6012
2013-12-11,2.7317,4.5517,4.0489,4.478,4.6213
2013-12-12,2.6817,4.6017,4.0336,4.4287,4.5913
2013-12-13,2.6538,4.5714,4.034,4.3886,4.5411
2013-12-16,2.6687,4.6502,4.039,4.4337,4.5539
2013-12-17,2.6917,4.7802,4.029,4.4343,4.5639
2013-12-18,2.8097,5.1202,4.0689,4.45,4.5814
2013-12-19,2.8677,5.2702,4.0953,4.4705,4.6016
2013-12-20,2.9487,5.2702,4.1053,4.4799,4.6016
2013-12-23,3.2367,5.3962,4.1253,4.4804,4.6017
2013-12-24,2.8667,5.1707,4.1546,4.4559,4.5566
2013-12-25,2.7717,5.0747,4.1546,4.4564,4.5666
2013-12-26,2.7227,5.0547,4.1546,4.4418,4.5579
2013-12-27,2.2347,4.9547,4.1496,4.4474,4.5437
2013-12-30,1.9267,4.9547,4.1522,4.4389,4.5437
2013-12-31,1.8697,4.7457,4.2189,4.4583,4.5518
2014-01-02,2.0697,4.8457,4.2251,4.5068,4.6018
2014-01-03,2.0447,5.1367,4.231,4.5169,4.6415
2014-01-06,1.9587,5.4107,4.2132,4.5293,4.6569
2014-01-07,1.9587,5.2607,4.2503,4.5143,4.642
2014-01-08,1.9587,4.9857,4.181,4.4712,4.5919
2014-01-09,1.9587,5.3177,4.1839,4.4508,4.5969
2014-01-10,1.9587,4.9982,4.1339,4.4414,4.6016
2014-01-13,1.9587,4.9482,4.0615,4.4387,4.597
2014-01-14,1.9602,4.953,4.0384,4.4163,4.602
2014-01-15,1.972,4.953,3.9984,4.3677,4.5523
2014-01-16,1.993,4.904,3.9584,4.3733,4.5871
2014-01-17,2.0377,5.175,3.9163,4.375,4.5969
2014-01-20,2.6087,5.383,3.891,4.3814,4.5923
2014-01-21,2.3617,5.338,3.7799,4.3482,4.5423
2014-01-22,2.3967,4.861,3.73,4.2856,4.5023
2014-01-23,2.4207,4.719,3.6974,4.32,4.4825
2014-01-24,2.44,4.719,3.678,4.3074,4.5123
2014-01-26,3.1207,4.897,3.639,4.272,4.4777
2014-01-27,3.2547,4.732,3.6054,4.2261,4.4802
2014-01-28,3.5684,5.035,3.6054,4.2154,4.5027
2014-01-29,3.5207,4.894,3.6044,4.2262,4.5102
2014-01-30,3.1557,3.9885,3.6094,4.2185,4.5019
2014-02-07,2.9907,3.968,3.5653,4.1888,4.4781
2014-02-08,2.9707,4.229,3.5839,4.1885,4.468
2014-02-10,3.0242,4.217,3.5039,4.2098,4.4831
2014-02-11,2.8577,4.126,3.5517,4.2092,4.4881
2014-02-12,2.7457,4.018,3.5448,4.1914,4.4783
2014-02-13,2.2897,3.997,3.4683,4.1864,4.4783
2014-02-14,1.8487,3.861,3.4654,4.1913,4.4781
2014-02-17,1.6217,3.833,3.4339,4.2099,4.5135
2014-02-18,1.3907,3.7665,3.4061,4.2429,4.5385
2014-02-19,1.1137,3.7622,3.3925,4.2452,4.5535
2014-02-20,0.6917,3.588,3.3585,4.2291,4.5336
2014-02-21,0.4747,3.544,3.3523,4.1938,4.5234
2014-02-24,0.4107,3.336,3.3503,4.1581,4.4836
2014-02-25,0.5307,3.316,3.294,4.1054,4.4336
2014-02-26,0.5607,3.2475,3.2764,4.1458,4.4496
2014-02-27,0.5607,3.172,3.2464,4.0616,4.3896
2014-02-28,0.7565,3.12,3.2775,4.0923,4.4276
2014-03-03,1.0957,3.126,3.3075,4.1278,4.4576
2014-03-04,1.0937,3.193,3.3325,4.1969,4.5026
2014-03-05,1.1007,3.2261,3.2933,4.2094,4.5176
2014-03-06,1.0654,3.2261,3.2733,4.2066,4.5145
2014-03-07,1.0055,3.1531,3.2509,4.1849,4.5142
2014-03-10,0.9797,3.1131,3.2002,4.1716,4.5043
2014-03-11,0.9797,3.081,3.2401,4.1651,4.5125
2014-03-12,1.0067,2.911,3.2083,4.149,4.5024
2014-03-13,1.0667,2.961,3.1621,4.149,4.5024
2014-03-14,0.9832,3.011,3.1621,4.119,4.4924
2014-03-17,0.9757,2.8406,3.1133,4.1039,4.482
2014-03-18,1.1567,2.8448,3.1033,4.143,4.5095
2014-03-19,1.9092,3.0757,3.1333,4.1646,4.5095
2014-03-20,2.1177,3.1827,3.1133,4.1628,4.5195
2014-03-21,1.6067,3.2087,3.1433,4.136,4.5044
2014-03-24,1.6067,3.3352,3.1233,4.149,4.5148
2014-03-25,1.6067,3.4737,3.1033,4.149,4.5192
2014-03-26,1.6267,3.3287,3.1033,4.1467,4.4992
2014-03-27,1.7647,3.4317,3.0995,4.1481,4.5109
2014-03-28,1.7967,3.2627,3.1095,4.1774,4.5104
2014-03-31,1.8467,3.1107,3.0901,4.1595,4.5004
2014-04-01,1.9127,3.0937,3.0892,4.1619,4.4954
2014-04-02,1.9967,3.0937,3.0892,4.1648,4.4904
2014-04-03,1.9967,3.0937,3.0851,4.1943,4.4904
2014-04-04,1.8097,3.0907,3.1158,4.2057,4.4904
2014-04-08,1.7597,2.9307,3.1759,4.1873,4.4499
2014-04-09,1.7867,2.8947,3.2659,4.1941,4.4771
2014-04-10,1.7867,2.8687,3.3147,4.1913,4.4571
2014-04-11,1.7967,2.9367,3.5647,4.1673,4.4521
2014-04-14,1.6957,2.9153,3.5574,4.1587,4.4248
2014-04-15,1.5257,2.8523,3.5374,4.1606,4.4001
2014-04-16,1.3947,2.8486,3.5174,4.1454,4.3601
2014-04-17,1.2777,2.8236,3.4003,4.0624,4.2749
2014-04-18,1.1767,2.7247,3.5003,4.0821,4.2997
2014-04-21,1.1567,2.5617,3.6059,4.0843,4.2997
2014-04-22,1.1029,2.6027,3.5786,4.067,4.2997
2014-04-23,1.1397,2.7458,3.581,4.0614,4.3297
2014-04-24,1.4797,3.1147,3.6141,4.0314,4.3394
2014-04-25,1.4867,3.0807,3.5944,4.0209,4.3294
2014-04-28,1.5827,3.3947,3.5957,4.0068,4.3301
2014-04-29,1.7807,3.3665,3.5808,4.0053,4.3202
2014-04-30,1.6767,3.3275,3.5774,4.0353,4.3002
2014-05-04,1.5767,3.2235,3.5562,4.0806,4.2902
2014-05-05,1.5467,3.0025,3.5613,4.0956,4.3002
2014-05-06,1.5467,2.8855,3.5509,4.0758,4.2803
2014-05-07,1.5467,2.8265,3.5267,4.0657,4.2803
2014-05-08,1.4067,2.7345,3.497,4.0307,4.2303
2014-05-09,1.3972,2.7175,3.4687,3.991,4.1205
2014-05-12,1.3902,2.6045,3.4974,3.991,4.1205
2014-05-13,1.5267,2.5615,3.5024,3.9997,4.1505
2014-05-14,1.5433,2.512,3.5132,4.0424,4.1704
2014-05-15,1.5267,2.5955,3.5126,4.0322,4.1915
2014-05-16,1.5467,2.6345,3.5139,4.0424,4.1919
2014-05-19,1.5727,2.6805,3.4882,4.0472,4.1708
2014-05-20,1.6037,3.0395,3.5036,4.0427,4.177
2014-05-21,1.6047,3.0445,3.5037,4.0425,4.177
2014-05-22,1.5867,3.0475,3.4682,4.0212,4.177
2014-05-23,1.6067,2.913,3.4584,4.011,4.1574
2014-05-26,1.5792,2.8838,3.4562,4.0011,4.1674
2014-05-27,1.6177,2.782,3.3587,4.0018,4.1574
2014-05-28,1.5867,2.7235,3.3732,3.9618,4.1457
2014-05-29,1.5867,2.6605,3.3589,3.9459,4.1159
2014-05-30,1.6467,2.6445,3.3589,3.9339,4.0714
2014-06-03,1.5977,2.4995,3.3139,3.8628,4.0214
2014-06-04,1.6377,2.7145,3.2339,3.8542,4.0114
2014-06-05,1.6827,2.7452,3.1739,3.8648,4.0314
2014-06-06,1.6875,2.8122,3.1939,3.8854,4.0614
2014-06-09,1.7067,2.9392,3.1739,3.8863,4.0714
2014-06-10,1.6967,2.9392,3.1489,3.8452,4.0614
2014-06-11,1.7187,2.9412,3.2489,3.8295,4.0614
2014-06-12,1.7237,3.0002,3.3289,3.8363,4.064
2014-06-13,1.7267,2.9352,3.3489,3.867,4.084
2014-06-16,1.7267,2.9292,3.3298,3.8429,4.064
2014-06-17,1.7267,2.8122,3.3498,3.8359,4.054
2014-06-18,1.7657,3.0123,3.3898,3.8459,4.054
2014-06-19,1.8247,3.2733,3.4123,3.8491,4.0408
2014-06-20,1.8857,3.5453,3.4039,3.8364,4.0515
2014-06-23,1.8817,3.6363,3.3788,3.8517,4.0515
2014-06-24,2.0977,3.7483,3.3805,3.831,4.0515
2014-06-25,2.1217,3.6223,3.3901,3.8261,4.0557
2014-06-26,2.1007,3.4153,3.3615,3.8362,4.0472
2014-06-27,2.0117,3.3923,3.364,3.8368,4.0485
2014-06-30,2.0397,3.3843,3.3814,3.844,4.0612
2014-07-01,2.1437,3.3813,3.405,3.8528,4.0812
2014-07-02,2.1467,3.2713,3.4561,3.903,4.1212
2014-07-03,2.0867,2.8123,3.4656,3.9327,4.1503
2014-07-04,2.0667,2.7433,3.4506,3.954,4.1747
2014-07-07,2.0787,2.7273,3.4441,3.941,4.1212
2014-07-08,2.3797,2.7263,3.4326,3.954,4.1162
2014-07-09,2.4777,2.7803,3.4839,3.9477,4.1276
2014-07-10,2.4267,2.8348,3.5115,3.9529,4.1298
2014-07-11,2.4117,2.9233,3.5115,3.9578,4.1198
2014-07-14,2.3817,2.9933,3.5196,3.9623,4.1298
2014-07-15,2.3447,3.0673,3.5893,3.9786,4.1571
2014-07-16,2.3739,3.1423,3.7277,4.0154,4.2171
2014-07-17,2.3732,3.2383,3.7771,4.0667,4.267
2014-07-18,2.3717,3.3803,3.8653,4.0767,4.3019
2014-07-21,2.4447,3.6803,3.8088,4.055,4.3017
2014-07-22,2.3797,3.7653,3.7799,4.055,4.2717
2014-07-23,2.4217,3.7913,3.7794,4.0292,4.2967
2014-07-24,2.4397,3.6683,3.7369,4.0347,4.2967
2014-07-25,2.4947,3.4103,3.7238,4.0202,4.2711
2014-07-28,2.5007,3.3125,3.7274,4.0157,4.2713
2014-07-29,2.497,3.3151,3.7576,4.0244,4.2805
2014-07-30,2.5469,3.4181,3.7576,4.0285,4.2905
2014-07-31,2.5507,3.4741,3.738,4.0014,4.2655
2014-08-01,2.5927,3.4841,3.7231,3.9957,4.2569
2014-08-04,2.5787,3.4291,3.7131,3.9859,4.253
2014-08-05,2.5417,3.3801,3.7165,3.9759,4.2576
2014-08-06,2.4477,3.3781,3.7112,3.9821,4.2463
2014-08-07,2.4367,3.3851,3.7014,3.9771,4.2563
2014-08-08,2.3977,3.3251,3.703,3.9807,4.2712
2014-08-11,2.3517,3.3901,3.728,3.9809,4.2815
2014-08-12,2.3127,3.3781,3.748,3.9724,4.2815
2014-08-13,2.2887,3.4441,3.7924,3.9655,4.255
2014-08-14,2.2847,3.4571,3.7766,3.9369,4.21
2014-08-15,2.2857,3.3981,3.7443,3.9625,4.2002
2014-08-18,2.2547,3.5041,3.7474,3.9465,4.2153
2014-08-19,2.2317,3.5571,3.7434,3.9939,4.2422
2014-08-20,2.2297,3.4801,3.7834,4.013,4.2523
2014-08-21,2.2447,3.4321,3.8049,4.0059,4.2512
2014-08-22,2.2397,3.4389,3.8121,4.0056,4.256
2014-08-25,2.2877,3.4451,3.8148,4.0157,4.2524
2014-08-26,2.3197,3.4661,3.8276,4.017,4.2462
2014-08-27,2.3877,3.4441,3.807,3.9991,4.231
2014-08-28,2.4027,3.3991,3.7973,3.9778,4.2254
2014-08-29,2.4347,3.3801,3.8103,3.9709,4.2361
2014-09-01,2.4327,3.3231,3.8041,3.9725,4.2405
2014-09-02,2.3737,3.3621,3.7937,3.9728,4.249
2014-09-03,2.3507,3.2991,3.8193,3.9892,4.264
2014-09-04,2.3417,3.2361,3.8022,3.9825,4.2814
2014-09-05,2.3337,3.2311,3.7808,3.9829,4.2928
2014-09-09,2.3427,3.2841,3.7948,3.9835,4.2868
2014-09-10,2.3657,3.3141,3.7904,4.031,4.2934
2014-09-11,2.3857,3.3465,3.8059,4.0399,4.2937
2014-09-12,2.3797,3.4289,3.8225,4.0267,4.2793
2014-09-15,2.3777,3.4949,3.8024,4.0021,4.2597
2014-09-16,2.4297,3.5009,3.8284,4.0178,4.2634
2014-09-17,2.4237,3.4569,3.7924,3.9921,4.2008
2014-09-18,2.4177,3.5769,3.7675,3.9544,4.1438
2014-09-19,2.4167,3.5269,3.7733,3.9052,4.031
2014-09-22,2.3737,3.4912,3.7929,3.918,4.011
2014-09-23,2.2927,3.4922,3.7637,3.9,3.9911
2014-09-24,2.2677,3.5442,3.7819,3.9363,4.0425
2014-09-25,2.2537,3.5423,3.7521,3.9226,4.0025
2014-09-26,2.2847,3.5563,3.7462,3.9228,4.0092
2014-09-28,2.2647,3.5513,3.7401,3.9328,4.0227
2014-09-29,2.1497,3.4964,3.7511,3.9204,3.9925
2014-09-30,2.1392,3.4884,3.7401,3.9098,3.9824
2014-10-08,2.1467,3.5316,3.7408,3.9098,3.993
2014-10-09,2.169,3.5551,3.7409,3.9146,4.0014
2014-10-10,2.1732,3.5816,3.7358,3.9148,4.0131
2014-10-11,2.1507,3.6106,3.7262,3.8894,3.9965
2014-10-13,2.2327,3.6626,3.721,3.8814,3.9953
2014-10-14,2.2347,3.5736,3.6716,3.7689,3.9015
2014-10-15,2.1947,3.4764,3.6355,3.7153,3.8215
2014-10-16,2.1707,3.4536,3.5672,3.6903,3.8116
2014-10-17,2.1577,3.4446,3.5385,3.6139,3.811
2014-10-20,2.1247,3.4206,3.501,3.5879,3.7441
2014-10-21,2.1117,3.3702,3.4849,3.5524,3.7323
2014-10-22,2.1157,3.3702,3.4851,3.5539,3.7929
2014-10-23,2.1197,3.3503,3.4764,3.5662,3.8108
2014-10-24,2.1419,3.3174,3.4966,3.5768,3.8013
2014-10-27,2.1419,3.317,3.4516,3.5868,3.7756
2014-10-28,2.1207,3.3068,3.4163,3.5519,3.7424
2014-10-29,2.1177,3.2668,3.4024,3.55,3.7176
2014-10-30,2.1237,3.2978,3.381,3.5571,3.7688
2014-10-31,2.1287,3.2958,3.3555,3.5571,3.7559
2014-11-03,2.1177,3.2198,3.2953,3.5101,3.7007
