,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,719165,000728.XSHE,16.32,0.34,1.66,1.37,10.2512,34521.0,17.85,10400.0,5.38,2005-01-04,17.5164
0,719166,000728.XSHE,16.67,0.24,1.7,1.4,10.4693,34521.0,18.23,10400.0,5.49,2005-01-05,17.8891
0,719167,000728.XSHE,16.54,0.2,1.69,1.39,10.39,34521.0,18.09,10400.0,5.45,2005-01-06,17.7535
0,719168,000728.XSHE,16.57,0.28,1.69,1.39,10.4098,34521.0,18.12,10400.0,5.46,2005-01-07,17.7874
0,719168,000728.XSHE,16.57,0.28,1.69,1.39,10.4098,34521.0,18.12,10400.0,5.46,2005-01-07,17.7874
0,719168,000728.XSHE,16.57,0.28,1.69,1.39,10.4098,34521.0,18.12,10400.0,5.46,2005-01-07,17.7874
0,719169,000728.XSHE,16.73,0.2,1.7,1.41,10.5089,34521.0,18.3,10400.0,5.51,2005-01-10,17.9568
0,719170,000728.XSHE,16.83,0.23,1.71,1.42,10.5684,34521.0,18.4,10400.0,5.54,2005-01-11,18.0585
0,719171,000728.XSHE,16.73,0.25,1.7,1.41,10.5089,34521.0,18.3,10400.0,5.51,2005-01-12,17.9568
0,719172,000728.XSHE,16.7,0.34,1.7,1.41,10.4891,34521.0,18.26,10400.0,5.5,2005-01-13,17.9229
0,719173,000728.XSHE,16.57,0.18,1.69,1.39,10.4098,34521.0,18.12,10400.0,5.46,2005-01-14,17.7874
0,719173,000728.XSHE,16.57,0.18,1.69,1.39,10.4098,34521.0,18.12,10400.0,5.46,2005-01-14,17.7874
0,719173,000728.XSHE,16.57,0.18,1.69,1.39,10.4098,34521.0,18.12,10400.0,5.46,2005-01-14,17.7874
0,719174,000728.XSHE,16.01,0.48,1.63,1.35,10.0529,34521.0,17.5,10400.0,5.27,2005-01-17,17.1776
0,719175,000728.XSHE,16.01,,1.63,1.35,10.0529,34521.0,17.5,10400.0,5.27,2005-01-18,17.1776
0,719176,000728.XSHE,15.0,3.28,1.53,1.26,9.4184,34521.0,16.4,10400.0,4.94,2005-01-19,16.0934
0,719177,000728.XSHE,14.52,1.18,1.48,1.22,9.121,34521.0,15.88,10400.0,4.78,2005-01-20,15.5852
0,719178,000728.XSHE,14.81,0.85,1.51,1.25,9.2994,34521.0,16.19,10400.0,4.88,2005-01-21,15.8901
0,719178,000728.XSHE,14.81,0.85,1.51,1.25,9.2994,34521.0,16.19,10400.0,4.88,2005-01-21,15.8901
0,719178,000728.XSHE,14.81,0.85,1.51,1.25,9.2994,34521.0,16.19,10400.0,4.88,2005-01-21,15.8901
0,719179,000728.XSHE,15.63,2.49,1.59,1.32,9.815,34521.0,17.09,10400.0,5.15,2005-01-24,16.771
0,719180,000728.XSHE,15.47,0.8,1.58,1.3,9.7158,34521.0,16.92,10400.0,5.1,2005-01-25,16.6016
0,719181,000728.XSHE,15.44,0.42,1.57,1.3,9.696,34521.0,16.88,10400.0,5.09,2005-01-26,16.5677
0,719182,000728.XSHE,14.93,0.48,1.52,1.26,9.3787,34521.0,16.33,10400.0,4.92,2005-01-27,16.0256
0,719183,000728.XSHE,14.9,0.48,1.52,1.25,9.3589,34521.0,16.29,10400.0,4.91,2005-01-28,15.9917
0,719183,000728.XSHE,14.9,0.48,1.52,1.25,9.3589,34521.0,16.29,10400.0,4.91,2005-01-28,15.9917
0,719183,000728.XSHE,14.9,0.48,1.52,1.25,9.3589,34521.0,16.29,10400.0,4.91,2005-01-28,15.9917
0,719184,000728.XSHE,14.36,0.36,1.46,1.21,9.0218,34521.0,15.71,10400.0,4.73,2005-01-31,15.4158
0,719185,000728.XSHE,14.33,0.28,1.46,1.21,9.002,34521.0,15.67,10400.0,4.72,2005-02-01,15.3819
0,719186,000728.XSHE,15.41,1.02,1.57,1.3,9.6762,34521.0,16.85,10400.0,5.08,2005-02-02,16.5338
0,719187,000728.XSHE,15.41,1.18,1.57,1.3,9.6762,34521.0,16.85,10400.0,5.08,2005-02-03,16.5338
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719188,000728.XSHE,15.72,1.06,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-04,16.8726
0,719189,000728.XSHE,15.72,1.14,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-16,16.8726
0,719190,000728.XSHE,15.53,0.56,1.58,1.31,9.7555,34521.0,16.98,10400.0,5.12,2005-02-17,16.6693
0,719191,000728.XSHE,15.34,0.28,1.56,1.29,9.6365,34521.0,16.78,10400.0,5.05,2005-02-18,16.4661
0,719191,000728.XSHE,15.34,0.28,1.56,1.29,9.6365,34521.0,16.78,10400.0,5.05,2005-02-18,16.4661
0,719191,000728.XSHE,15.34,0.28,1.56,1.29,9.6365,34521.0,16.78,10400.0,5.05,2005-02-18,16.4661
0,719192,000728.XSHE,15.72,0.46,1.6,1.32,9.8744,34521.0,17.19,10400.0,5.18,2005-02-21,16.8726
0,719193,000728.XSHE,16.1,1.64,1.64,1.36,10.1124,34521.0,17.61,10400.0,5.3,2005-02-22,17.2792
0,719194,000728.XSHE,15.94,0.75,1.62,1.34,10.0132,34521.0,17.43,10400.0,5.25,2005-02-23,17.1098
0,719195,000728.XSHE,16.38,1.42,1.67,1.38,10.2908,34521.0,17.92,10400.0,5.4,2005-02-24,17.5841
0,719196,000728.XSHE,16.16,0.76,1.65,1.36,10.152,34521.0,17.67,10400.0,5.32,2005-02-25,17.347
0,719196,000728.XSHE,16.16,0.76,1.65,1.36,10.152,34521.0,17.67,10400.0,5.32,2005-02-25,17.347
0,719196,000728.XSHE,16.16,0.76,1.65,1.36,10.152,34521.0,17.67,10400.0,5.32,2005-02-25,17.347
0,719197,000728.XSHE,16.01,0.74,1.63,1.35,10.0529,34521.0,17.5,10400.0,5.27,2005-02-28,17.1776
0,719198,000728.XSHE,16.1,0.62,1.64,1.36,10.1124,34521.0,17.61,10400.0,5.3,2005-03-01,17.2792
0,719199,000728.XSHE,16.13,0.98,1.64,1.36,10.1322,34521.0,17.64,10400.0,5.31,2005-03-02,17.3131
0,719200,000728.XSHE,16.07,0.62,1.64,1.35,10.0925,34521.0,17.57,10400.0,5.29,2005-03-03,17.2453
0,719201,000728.XSHE,16.13,0.5,1.64,1.36,10.1322,34521.0,17.64,10400.0,5.31,2005-03-04,17.3131
