,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,630285,000686.XSHE,125.25,0.01,3.57,7.51,-70.31,16213.0,16.29,6887.0,6.92,2005-01-04,108.6142
0,630286,000686.XSHE,124.75,0.02,3.55,7.48,-70.03,16213.0,16.23,6887.0,6.89,2005-01-05,108.182
0,630287,000686.XSHE,124.37,0.01,3.54,7.46,-69.82,16213.0,16.18,6887.0,6.87,2005-01-06,107.8577
0,630288,000686.XSHE,123.38,0.01,3.51,7.4,-69.26,16213.0,16.05,6887.0,6.82,2005-01-07,106.9931
0,630288,000686.XSHE,123.38,0.01,3.51,7.4,-69.26,16213.0,16.05,6887.0,6.82,2005-01-07,106.9931
0,630288,000686.XSHE,123.38,0.01,3.51,7.4,-69.26,16213.0,16.05,6887.0,6.82,2005-01-07,106.9931
0,630289,000686.XSHE,123.0,0.4,3.5,7.38,-69.05,16213.0,16.0,6887.0,6.8,2005-01-10,106.6689
0,630290,000686.XSHE,118.39,0.07,3.37,7.1,-66.46,16213.0,15.4,6887.0,6.54,2005-01-11,102.6702
0,630291,000686.XSHE,106.55,0.17,3.03,6.39,-59.82,16213.0,13.86,6887.0,5.89,2005-01-12,92.4032
0,630292,000686.XSHE,96.71,0.49,2.75,5.8,-54.29,16213.0,12.58,6887.0,5.34,2005-01-13,83.8653
0,630293,000686.XSHE,95.59,0.26,2.72,5.73,-53.66,16213.0,12.44,6887.0,5.28,2005-01-14,82.8927
0,630293,000686.XSHE,95.59,0.26,2.72,5.73,-53.66,16213.0,12.44,6887.0,5.28,2005-01-14,82.8927
0,630293,000686.XSHE,95.59,0.26,2.72,5.73,-53.66,16213.0,12.44,6887.0,5.28,2005-01-14,82.8927
0,630294,000686.XSHE,95.59,1.13,2.72,5.73,-53.66,16213.0,12.44,6887.0,5.28,2005-01-17,82.8927
0,630295,000686.XSHE,92.35,1.98,2.63,5.54,-51.84,16213.0,12.01,6887.0,5.1,2005-01-18,80.0827
0,630296,000686.XSHE,92.72,0.24,2.64,5.56,-52.05,16213.0,12.06,6887.0,5.12,2005-01-19,80.407
