,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,188281.0,000166.XSHE,86.16,37.67,7.59,27.8,-71.91,1485675.0,2919.3501,325468.0,639.54,2015-01-26,85.1699
0,188282.0,000166.XSHE,77.74,21.12,6.85,25.08,-64.88,1485675.0,2634.1001,325468.0,577.05,2015-01-27,76.848
0,188283.0,000166.XSHE,75.29,11.31,6.63,24.29,-62.84,1485675.0,2550.8999,325468.0,558.83,2015-01-28,74.4207
0,188284.0,000166.XSHE,77.17,12.15,6.8,24.9,-64.41,1485675.0,2614.79,325468.0,572.82,2015-01-29,76.2845
0,188285.0,000166.XSHE,73.89,8.26,6.51,23.84,-61.66,1485675.0,2503.3601,325468.0,548.41,2015-01-30,73.0338
0,188285.0,000166.XSHE,73.89,8.26,6.51,23.84,-61.66,1485675.0,2503.3601,325468.0,548.41,2015-01-30,73.0338
0,188285.0,000166.XSHE,73.89,8.26,6.51,23.84,-61.66,1485675.0,2503.3601,325468.0,548.41,2015-01-30,73.0338
0,188286.0,000166.XSHE,68.45,9.12,6.03,22.09,-57.13,1485675.0,2319.1399,325468.0,508.06,2015-02-02,67.6592
0,188287.0,000166.XSHE,70.07,7.5,6.17,22.61,-58.48,1485675.0,2374.1101,325468.0,520.1,2015-02-03,69.2629
0,188288.0,000166.XSHE,68.1,7.76,6.0,21.97,-56.83,1485675.0,2307.25,325468.0,505.45,2015-02-04,67.3124
0,188289.0,000166.XSHE,67.48,7.18,5.95,21.77,-56.32,1485675.0,2286.45,325468.0,500.9,2015-02-05,66.7056
0,188290.0,000166.XSHE,65.55,6.03,5.78,21.15,-54.71,1485675.0,2221.0801,325468.0,486.57,2015-02-06,64.7985
0,188290.0,000166.XSHE,65.55,6.03,5.78,21.15,-54.71,1485675.0,2221.0801,325468.0,486.57,2015-02-06,64.7985
