,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,3056671,600155.XSHG,22.61,0.46,1.82,0.87,-25.7,41250.0,16.58,12000.0,4.82,2005-01-04,26.7473
0,3056672,600155.XSHG,22.73,0.32,1.83,0.88,-25.82,41250.0,16.66,12000.0,4.85,2005-01-05,26.8803
0,3056673,600155.XSHG,21.6,0.7,1.74,0.83,-24.55,41250.0,15.84,12000.0,4.61,2005-01-06,25.5496
0,3056674,600155.XSHG,21.71,0.32,1.74,0.84,-24.67,41250.0,15.92,12000.0,4.63,2005-01-07,25.6827
0,3056674,600155.XSHG,21.71,0.32,1.74,0.84,-24.67,41250.0,15.92,12000.0,4.63,2005-01-07,25.6827
0,3056674,600155.XSHG,21.71,0.32,1.74,0.84,-24.67,41250.0,15.92,12000.0,4.63,2005-01-07,25.6827
0,3056675,600155.XSHG,21.94,0.11,1.76,0.85,-24.93,41250.0,16.09,12000.0,4.68,2005-01-10,25.9488
0,3056676,600155.XSHG,21.83,0.16,1.75,0.84,-24.8,41250.0,16.0,12000.0,4.66,2005-01-11,25.8158
0,3056677,600155.XSHG,22.0,0.11,1.77,0.85,-24.99,41250.0,16.13,12000.0,4.69,2005-01-12,26.0154
0,3056678,600155.XSHG,21.94,0.14,1.76,0.85,-24.93,41250.0,16.09,12000.0,4.68,2005-01-13,25.9488
0,3056679,600155.XSHG,21.6,0.21,1.74,0.83,-24.55,41250.0,15.84,12000.0,4.61,2005-01-14,25.5496
0,3056679,600155.XSHG,21.6,0.21,1.74,0.83,-24.55,41250.0,15.84,12000.0,4.61,2005-01-14,25.5496
0,3056679,600155.XSHG,21.6,0.21,1.74,0.83,-24.55,41250.0,15.84,12000.0,4.61,2005-01-14,25.5496
0,3056680,600155.XSHG,20.7,0.41,1.66,0.8,-23.52,41250.0,15.18,12000.0,4.42,2005-01-17,24.4851
