,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,2787704,600030.XSHG,48.01,0.64,2.71,14.28,6.9,248150.0,145.42,40000.0,23.44,2005-01-04,87.7663
0,2787705,600030.XSHG,48.91,0.61,2.76,14.55,7.03,248150.0,148.15,40000.0,23.88,2005-01-05,89.4138
0,2787706,600030.XSHG,48.99,1.0,2.76,14.58,7.04,248150.0,148.39,40000.0,23.92,2005-01-06,89.5636
0,2787707,600030.XSHG,49.08,0.81,2.77,14.6,7.05,248150.0,148.64,40000.0,23.96,2005-01-07,89.7134
0,2787707,600030.XSHG,49.08,0.81,2.77,14.6,7.05,248150.0,148.64,40000.0,23.96,2005-01-07,89.7134
0,2787707,600030.XSHG,49.08,0.81,2.77,14.6,7.05,248150.0,148.64,40000.0,23.96,2005-01-07,89.7134
0,2787708,600030.XSHG,49.65,0.83,2.8,14.77,7.13,248150.0,150.38,40000.0,24.24,2005-01-10,90.7618
0,2787709,600030.XSHG,49.89,0.6,2.81,14.84,7.17,248150.0,151.12,40000.0,24.36,2005-01-11,91.2111
0,2787710,600030.XSHG,49.4,0.46,2.78,14.7,7.1,248150.0,149.63,40000.0,24.12,2005-01-12,90.3125
0,2787711,600030.XSHG,48.75,0.63,2.75,14.5,7.0,248150.0,147.65,40000.0,23.8,2005-01-13,89.1143
0,2787712,600030.XSHG,48.26,0.51,2.72,14.36,6.93,248150.0,146.16,40000.0,23.56,2005-01-14,88.2157
0,2787712,600030.XSHG,48.26,0.51,2.72,14.36,6.93,248150.0,146.16,40000.0,23.56,2005-01-14,88.2157
0,2787712,600030.XSHG,48.26,0.51,2.72,14.36,6.93,248150.0,146.16,40000.0,23.56,2005-01-14,88.2157
0,2787713,600030.XSHG,43.42,3.08,2.45,12.92,6.24,248150.0,131.52,40000.0,21.2,2005-01-17,79.3791
0,2787714,600030.XSHG,43.59,1.2,2.46,12.97,6.26,248150.0,132.02,40000.0,21.28,2005-01-18,79.6787
0,2787715,600030.XSHG,43.01,0.43,2.42,12.8,6.18,248150.0,130.28,40000.0,21.0,2005-01-19,78.6303
0,2787716,600030.XSHG,43.26,0.57,2.44,12.87,6.21,248150.0,131.02,40000.0,21.12,2005-01-20,79.0796
0,2787717,600030.XSHG,44.98,1.86,2.54,13.38,6.46,248150.0,136.23,40000.0,21.96,2005-01-21,82.2248
0,2787717,600030.XSHG,44.98,1.86,2.54,13.38,6.46,248150.0,136.23,40000.0,21.96,2005-01-21,82.2248
0,2787717,600030.XSHG,44.98,1.86,2.54,13.38,6.46,248150.0,136.23,40000.0,21.96,2005-01-21,82.2248
0,2787718,600030.XSHG,45.72,1.61,2.58,13.6,6.57,248150.0,138.47,40000.0,22.32,2005-01-24,83.5727
0,2787719,600030.XSHG,45.63,0.73,2.57,13.58,6.55,248150.0,138.22,40000.0,22.28,2005-01-25,83.423
