,date,open,close,high,low,volume,code
0,2005-01-04,0.744,0.739,0.755,0.739,4129.0,000750
1,2005-01-05,0.737,0.755,0.771,0.737,5530.03,000750
2,2005-01-06,0.748,0.776,0.778,0.739,8652.7,000750
3,2005-01-07,0.764,0.76,0.771,0.751,6754.94,000750
4,2005-01-10,0.778,0.769,0.778,0.748,5824.2,000750
5,2005-01-11,0.767,0.767,0.774,0.757,3028.59,000750
6,2005-01-12,0.769,0.76,0.771,0.751,3269.0,000750
7,2005-01-13,0.76,0.76,0.771,0.751,4086.0,000750
8,2005-01-14,0.764,0.744,0.767,0.739,4245.04,000750
9,2005-01-17,0.744,0.746,0.76,0.734,4856.64,000750
10,2005-01-18,0.746,0.76,0.762,0.737,5430.96,000750
11,2005-01-19,0.753,0.771,0.794,0.746,15850.03,000750
12,2005-01-20,0.76,0.762,0.771,0.751,5937.43,000750
13,2005-01-21,0.76,0.776,0.78,0.744,7766.89,000750
14,2005-01-24,0.783,0.799,0.82,0.771,15284.17,000750
15,2005-01-25,0.794,0.783,0.794,0.764,6413.3,000750
16,2005-01-26,0.778,0.769,0.785,0.767,3020.0,000750
17,2005-01-27,0.769,0.778,0.792,0.764,7068.4,000750
18,2005-01-28,0.767,0.744,0.78,0.732,7628.0,000750
19,2005-01-31,0.744,0.704,0.744,0.695,4451.99,000750
20,2005-02-01,0.704,0.695,0.716,0.691,3848.09,000750
21,2005-02-02,0.695,0.732,0.737,0.691,6016.56,000750
22,2005-02-03,0.732,0.711,0.739,0.711,5932.38,000750
23,2005-02-04,0.725,0.718,0.727,0.711,4186.65,000750
24,2005-02-16,0.748,0.732,0.748,0.725,4134.82,000750
25,2005-02-17,0.73,0.762,0.764,0.725,8266.21,000750
26,2005-02-18,0.778,0.755,0.794,0.755,17994.21,000750
27,2005-02-21,0.755,0.767,0.769,0.748,6145.2,000750
28,2005-02-22,0.771,0.78,0.78,0.762,9187.79,000750
29,2005-02-23,0.783,0.771,0.785,0.762,10557.9,000750
30,2005-02-24,0.774,0.787,0.792,0.764,14478.62,000750
31,2005-02-25,0.787,0.769,0.797,0.764,13996.31,000750
32,2005-02-28,0.769,0.776,0.78,0.751,8533.72,000750
33,2005-03-01,0.78,0.792,0.803,0.771,16690.36,000750
34,2005-03-02,0.785,0.767,0.79,0.767,7753.6,000750
35,2005-03-03,0.767,0.769,0.771,0.753,4834.03,000750
36,2005-03-04,0.769,0.753,0.769,0.748,5596.31,000750
37,2005-03-07,0.751,0.755,0.764,0.748,3541.35,000750
38,2005-03-08,0.755,0.769,0.771,0.748,7341.11,000750
39,2005-03-09,0.757,0.76,0.774,0.757,5544.46,000750
40,2005-03-10,0.76,0.76,0.776,0.755,9000.1,000750
41,2005-03-11,0.757,0.732,0.762,0.721,13262.01,000750
42,2005-03-14,0.725,0.711,0.725,0.691,12983.05,000750
43,2005-03-15,0.704,0.718,0.718,0.698,6696.08,000750
44,2005-03-16,0.714,0.714,0.716,0.704,3416.5,000750
45,2005-03-17,0.709,0.695,0.721,0.695,6048.0,000750
46,2005-03-18,0.691,0.679,0.702,0.67,5173.93,000750
47,2005-03-21,0.679,0.677,0.684,0.668,2830.99,000750
48,2005-03-22,0.677,0.615,0.677,0.61,9310.05,000750
49,2005-03-23,0.615,0.619,0.635,0.605,7414.84,000750
50,2005-03-24,0.619,0.681,0.681,0.608,16984.64,000750
51,2005-03-25,0.691,0.695,0.714,0.684,42042.93,000750
52,2005-03-28,0.684,0.665,0.684,0.626,18481.86,000750
53,2005-03-29,0.654,0.686,0.714,0.652,24613.47,000750
54,2005-03-30,0.679,0.665,0.686,0.652,12659.85,000750
55,2005-03-31,0.663,0.672,0.675,0.628,9810.67,000750
56,2005-04-01,0.679,0.698,0.709,0.67,25751.67,000750
57,2005-04-04,0.688,0.668,0.688,0.663,9053.6,000750
58,2005-04-05,0.668,0.649,0.668,0.645,7897.0,000750
59,2005-04-06,0.645,0.654,0.658,0.628,10101.47,000750
60,2005-04-07,0.649,0.656,0.686,0.649,15122.07,000750
61,2005-04-08,0.663,0.67,0.677,0.656,13138.53,000750
62,2005-04-11,0.649,0.698,0.707,0.647,26427.9,000750
63,2005-04-12,0.684,0.672,0.695,0.663,10969.93,000750
64,2005-04-13,0.672,0.677,0.686,0.658,13126.99,000750
65,2005-04-14,0.677,0.652,0.677,0.645,12187.9,000750
66,2005-04-15,0.652,0.619,0.652,0.615,10372.5,000750
67,2005-04-18,0.622,0.587,0.622,0.566,11488.96,000750
68,2005-04-19,0.578,0.592,0.594,0.566,7339.43,000750
69,2005-04-20,0.592,0.576,0.592,0.573,5688.28,000750
70,2005-04-21,0.576,0.608,0.612,0.576,15288.59,000750
71,2005-04-22,0.589,0.553,0.589,0.548,14845.26,000750
72,2005-04-25,0.55,0.539,0.553,0.527,6438.2,000750
73,2005-04-26,0.539,0.562,0.571,0.53,8717.92,000750
74,2005-04-27,0.559,0.553,0.562,0.543,8238.22,000750
75,2005-04-28,0.553,0.571,0.594,0.539,15132.62,000750
76,2005-04-29,0.571,0.557,0.571,0.553,7953.0,000750
77,2005-05-09,0.564,0.513,0.564,0.506,6055.0,000750
78,2005-05-10,0.513,0.518,0.523,0.495,4857.0,000750
79,2005-05-11,0.52,0.511,0.523,0.506,3596.34,000750
80,2005-05-12,0.513,0.52,0.53,0.506,5284.54,000750
81,2005-05-13,0.518,0.532,0.539,0.518,6211.09,000750
82,2005-05-16,0.532,0.546,0.546,0.525,5896.66,000750
83,2005-05-17,0.548,0.548,0.553,0.536,7852.95,000750
84,2005-05-18,0.548,0.546,0.55,0.525,9089.53,000750
85,2005-05-19,0.55,0.55,0.557,0.532,6463.43,000750
86,2005-05-20,0.543,0.536,0.562,0.536,6114.0,000750
87,2005-05-23,0.53,0.513,0.539,0.506,7387.44,000750
88,2005-05-24,0.506,0.532,0.541,0.506,6028.48,000750
89,2005-05-25,0.532,0.55,0.553,0.525,12035.79,000750
90,2005-05-26,0.55,0.541,0.55,0.539,6975.49,000750
91,2005-05-27,0.543,0.546,0.559,0.541,8126.57,000750
92,2005-05-30,0.546,0.559,0.559,0.539,8152.46,000750
93,2005-05-31,0.557,0.55,0.562,0.546,9450.3,000750
94,2005-06-01,0.55,0.539,0.555,0.532,6225.2,000750
