,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,4733136.0,600958.XSHG,32.57,0.02,4.16,13.87,5.22,528174.0,762.68,100000.0,144.4,2015-03-23,32.5701
0,4733137.0,600958.XSHG,35.82,0.02,4.57,15.25,5.74,528174.0,838.74,100000.0,158.8,2015-03-24,35.818
0,4733138.0,600958.XSHG,39.4,0.01,5.03,16.78,6.32,528174.0,922.72,100000.0,174.7,2015-03-25,39.4044
0,4733139.0,600958.XSHG,43.35,0.06,5.53,18.46,6.95,528174.0,1015.15,100000.0,192.2,2015-03-26,43.3516
0,4733140.0,600958.XSHG,47.68,3.36,6.08,20.3,7.65,528174.0,1116.5601,100000.0,211.4,2015-03-27,47.6822
0,4733140.0,600958.XSHG,47.68,3.36,6.08,20.3,7.65,528174.0,1116.5601,100000.0,211.4,2015-03-27,47.6822
0,4733140.0,600958.XSHG,47.68,3.36,6.08,20.3,7.65,528174.0,1116.5601,100000.0,211.4,2015-03-27,47.6822
0,4733141.0,600958.XSHG,50.01,46.14,6.38,21.29,8.02,528174.0,1170.96,100000.0,221.7,2015-03-30,50.0054
0,4733142.0,600958.XSHG,51.09,33.7,3.89,21.75,8.19,528174.0,1196.3101,100000.0,226.5,2015-03-31,51.0881
0,4733143.0,600958.XSHG,52.67,19.82,4.01,22.43,8.45,528174.0,1233.29,100000.0,233.5,2015-04-01,52.667
0,4733144.0,600958.XSHG,56.3,21.7,4.29,23.97,9.03,528174.0,1318.3199,100000.0,249.6,2015-04-02,56.2984
0,4733145.0,600958.XSHG,61.94,23.65,4.72,26.37,9.93,528174.0,1450.37,100000.0,274.6,2015-04-03,61.9372
0,4733145.0,600958.XSHG,61.94,23.65,4.72,26.37,9.93,528174.0,1450.37,100000.0,274.6,2015-04-03,61.9372
0,4733145.0,600958.XSHG,61.94,23.65,4.72,26.37,9.93,528174.0,1450.37,100000.0,274.6,2015-04-03,61.9372
0,4733145.0,600958.XSHG,61.94,23.65,4.72,26.37,9.93,528174.0,1450.37,100000.0,274.6,2015-04-03,61.9372
0,4733146.0,600958.XSHG,68.14,21.76,5.19,29.01,10.93,528174.0,1595.61,100000.0,302.1,2015-04-07,68.14
0,4733147.0,600958.XSHG,74.95,22.05,5.71,31.91,12.02,528174.0,1755.12,100000.0,332.3,2015-04-08,74.9517
