,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,2839626,600061.XSHG,191.28,0.22,2.33,1.24,68.43,37312.0,11.42,12168.0,3.72,2005-01-04,215.6277
0,2839627,600061.XSHG,195.03,0.14,2.37,1.27,69.77,37312.0,11.64,12168.0,3.8,2005-01-05,219.8556
0,2839628,600061.XSHG,193.15,0.14,2.35,1.25,69.1,37312.0,11.53,12168.0,3.76,2005-01-06,217.7416
0,2839629,600061.XSHG,193.78,0.09,2.36,1.26,69.33,37312.0,11.57,12168.0,3.77,2005-01-07,218.4463
0,2839629,600061.XSHG,193.78,0.09,2.36,1.26,69.33,37312.0,11.57,12168.0,3.77,2005-01-07,218.4463
0,2839629,600061.XSHG,193.78,0.09,2.36,1.26,69.33,37312.0,11.57,12168.0,3.77,2005-01-07,218.4463
0,2839630,600061.XSHG,196.9,0.16,2.4,1.28,70.44,37312.0,11.75,12168.0,3.83,2005-01-10,221.9696
0,2839631,600061.XSHG,196.28,0.11,2.39,1.27,70.22,37312.0,11.72,12168.0,3.82,2005-01-11,221.265
0,2839632,600061.XSHG,199.4,0.3,2.43,1.29,71.34,37312.0,11.9,12168.0,3.88,2005-01-12,224.7883
0,2839633,600061.XSHG,195.65,0.21,2.38,1.27,70.0,37312.0,11.68,12168.0,3.81,2005-01-13,220.5603
0,2839634,600061.XSHG,193.78,0.13,2.36,1.26,69.33,37312.0,11.57,12168.0,3.77,2005-01-14,218.4463
0,2839634,600061.XSHG,193.78,0.13,2.36,1.26,69.33,37312.0,11.57,12168.0,3.77,2005-01-14,218.4463
0,2839634,600061.XSHG,193.78,0.13,2.36,1.26,69.33,37312.0,11.57,12168.0,3.77,2005-01-14,218.4463
0,2839635,600061.XSHG,193.15,0.22,2.35,1.25,69.1,37312.0,11.53,12168.0,3.76,2005-01-17,217.7416
0,2839636,600061.XSHG,198.78,0.22,2.42,1.29,71.11,37312.0,11.87,12168.0,3.87,2005-01-18,224.0836
