,id,code,pe_ratio,turnover_ratio,pb_ratio,ps_ratio,pcf_ratio,capitalization,market_cap,circulating_cap,circulating_market_cap,day,pe_ratio_lyr
0,787155,000776.XSHE,-17.76,0.43,2.79,7.22,-27.43,18411.0,5.76,9318.0,2.92,2005-01-04,20.8851
0,787156,000776.XSHE,-18.44,1.12,2.9,7.5,-28.48,18411.0,5.98,9318.0,3.03,2005-01-05,21.6859
0,787157,000776.XSHE,-18.38,0.5,2.89,7.47,-28.39,18411.0,5.97,9318.0,3.02,2005-01-06,21.6191
0,787158,000776.XSHE,-18.15,0.47,2.85,7.38,-28.04,18411.0,5.89,9318.0,2.98,2005-01-07,21.3522
0,787158,000776.XSHE,-18.15,0.47,2.85,7.38,-28.04,18411.0,5.89,9318.0,2.98,2005-01-07,21.3522
0,787158,000776.XSHE,-18.15,0.47,2.85,7.38,-28.04,18411.0,5.89,9318.0,2.98,2005-01-07,21.3522
0,787159,000776.XSHE,-18.27,0.37,2.87,7.43,-28.21,18411.0,5.93,9318.0,3.0,2005-01-10,21.4857
0,787160,000776.XSHE,-18.38,0.72,2.89,7.47,-28.39,18411.0,5.97,9318.0,3.02,2005-01-11,21.6191
0,787161,000776.XSHE,-18.49,0.51,2.9,7.52,-28.57,18411.0,6.0,9318.0,3.04,2005-01-12,21.7526
0,787162,000776.XSHE,-18.27,0.4,2.87,7.43,-28.21,18411.0,5.93,9318.0,3.0,2005-01-13,21.4857
0,787163,000776.XSHE,-17.81,0.54,2.8,7.24,-27.51,18411.0,5.78,9318.0,2.93,2005-01-14,20.9519
0,787163,000776.XSHE,-17.81,0.54,2.8,7.24,-27.51,18411.0,5.78,9318.0,2.93,2005-01-14,20.9519
0,787163,000776.XSHE,-17.81,0.54,2.8,7.24,-27.51,18411.0,5.78,9318.0,2.93,2005-01-14,20.9519
0,787164,000776.XSHE,-18.72,2.64,2.94,7.61,-28.92,18411.0,6.08,9318.0,3.08,2005-01-17,22.0195
0,787165,000776.XSHE,-19.12,4.36,3.0,7.77,-29.53,18411.0,6.2,9318.0,3.14,2005-01-18,22.4866
0,787166,000776.XSHE,-19.18,1.14,3.01,7.8,-29.62,18411.0,6.22,9318.0,3.15,2005-01-19,22.5533
0,787167,000776.XSHE,-19.91,2.49,3.13,8.1,-30.76,18411.0,6.46,9318.0,3.27,2005-01-20,23.4207
0,787168,000776.XSHE,-19.57,1.89,3.07,7.96,-30.23,18411.0,6.35,9318.0,3.21,2005-01-21,23.0204
0,787168,000776.XSHE,-19.57,1.89,3.07,7.96,-30.23,18411.0,6.35,9318.0,3.21,2005-01-21,23.0204
0,787168,000776.XSHE,-19.57,1.89,3.07,7.96,-30.23,18411.0,6.35,9318.0,3.21,2005-01-21,23.0204
0,787169,000776.XSHE,-19.97,2.0,3.14,8.12,-30.84,18411.0,6.48,9318.0,3.28,2005-01-24,23.4874
0,787170,000776.XSHE,-19.86,2.79,3.12,8.07,-30.67,18411.0,6.44,9318.0,3.26,2005-01-25,23.354
0,787171,000776.XSHE,23.35,2.93,3.12,5.5,-46.31,18411.0,6.44,9318.0,3.26,2005-01-26,23.354
0,787172,000776.XSHE,22.22,2.4,2.97,5.24,-44.06,18411.0,6.13,9318.0,3.1,2005-01-27,22.2197
0,787173,000776.XSHE,22.22,2.44,2.97,5.24,-44.06,18411.0,6.13,9318.0,3.1,2005-01-28,22.2197
0,787173,000776.XSHE,22.22,2.44,2.97,5.24,-44.06,18411.0,6.13,9318.0,3.1,2005-01-28,22.2197
0,787173,000776.XSHE,22.22,2.44,2.97,5.24,-44.06,18411.0,6.13,9318.0,3.1,2005-01-28,22.2197
0,787174,000776.XSHE,21.29,1.2,2.84,5.02,-42.21,18411.0,5.87,9318.0,2.97,2005-01-31,21.2855
0,787175,000776.XSHE,21.15,0.62,2.82,4.99,-41.94,18411.0,5.84,9318.0,2.95,2005-02-01,21.1521
0,787176,000776.XSHE,22.22,1.35,2.97,5.24,-44.06,18411.0,6.13,9318.0,3.1,2005-02-02,22.2197
0,787177,000776.XSHE,21.82,1.05,2.91,5.14,-43.27,18411.0,6.02,9318.0,3.05,2005-02-03,21.8193
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787178,000776.XSHE,22.29,1.89,2.98,5.25,-44.19,18411.0,6.15,9318.0,3.11,2005-02-04,22.2864
0,787179,000776.XSHE,22.89,1.21,3.06,5.39,-45.38,18411.0,6.31,9318.0,3.2,2005-02-16,22.8869
0,787180,000776.XSHE,22.95,0.79,3.06,5.41,-45.52,18411.0,6.33,9318.0,3.21,2005-02-17,22.9536
0,787181,000776.XSHE,22.75,0.63,3.04,5.36,-45.12,18411.0,6.28,9318.0,3.18,2005-02-18,22.7535
