code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002553,南方轴承,汽车配件,江苏,42.86,2.21,3.48,73290.74,38710.12,15437.55,5651.9,0.16,0.127,1.92,5.67,20110225,22053.8,0.63,25.84,10.45,41.5,22.96,23317
000552,靖远煤电,煤炭开采,甘肃,19.07,15.57,22.87,973544.31,479775.91,301264.94,184069.55,0.8,0.051,2.83,1.37,19940106,178071.38,0.78,23.89,122.37,27.03,10.67,49665
002281,光迅科技,通信设备,湖北,35.4,6.17,6.29,495514.81,408065.84,70058.49,149048.44,2.37,0.153,4.66,4.66,20090821,113978.02,1.81,28.23,30.38,18.28,7.61,17694
300012,华测检测,电器仪表,深圳,97.3,14.33,16.75,330186.41,173953.63,74893.4,2492.04,0.01,0.024,1.43,3.25,20091030,61961.92,0.37,33.56,148.02,46.21,4.71,43772
300085,银之杰,软件服务,深圳,418.49,3.51,7.07,144558.66,90296.85,1135.85,5088.6,0.07,0.01,1.42,11.41,20100526,21499.05,0.3,35.9,13.58,36.41,3.18,55619
603858,步长制药,中成药,山东,34.23,0.7,6.82,1755588.25,685178.75,127274.9,384400.78,5.64,0.995,17.87,3.81,20161118,732633.5,10.75,11.66,12.03,82.33,11.79,55573
600582,天地科技,工程机械,北京,415.47,27.74,41.39,3455708.0,2487930.75,399103.28,127582.76,0.31,0.003,3.39,1.37,20020515,834706.38,2.02,11.92,-46.06,33.76,0.57,65452
002478,常宝股份,普钢,江苏,59.22,6.04,8.0,414797.41,289312.31,100925.11,109171.5,1.36,0.026,3.78,1.64,20100921,124719.6,1.56,12.64,-26.37,12.99,3.3,28408
600895,张江高科,园区开发,上海,27.19,15.49,15.49,1917902.75,821887.56,1939.75,263649.78,1.7,0.156,5.46,3.11,19960422,327965.97,2.12,-67.67,5.17,58.78,83.45,134228
600343,航天动力,航空,陕西,518.72,6.38,6.38,436847.94,327567.75,74736.57,118932.22,1.86,0.009,3.45,5.15,20030408,32234.9,0.51,42.24,3.16,11.71,1.5,84590
300036,超图软件,软件服务,北京,261.14,3.29,4.5,211771.02,113880.3,17316.38,82951.5,1.85,0.017,3.61,4.92,20091225,33549.62,0.75,117.33,338.6,59.93,4.01,44521
002179,中航光电,元器件,河南,36.53,7.82,7.91,872597.19,670393.0,137650.44,114257.95,1.44,0.232,5.43,6.25,20071101,204127.55,2.58,-2.75,10.85,35.21,12.92,29416
600693,东百集团,百货,福建,55.58,6.85,8.98,645340.94,453697.66,34523.35,12741.26,0.14,0.104,2.23,5.17,19931122,79586.63,0.89,137.38,809.72,18.24,4.92,10533
300512,中亚股份,专用机械,浙江,35.35,0.78,2.7,206343.17,171377.92,9630.96,56840.71,2.11,0.136,5.09,3.77,20160526,46791.31,1.73,7.46,15.8,47.44,27.17,27724
603383,顶点软件,软件服务,福建,648.46,0.21,0.84,62088.3,56450.26,0.0,0.0,0.0,0.016,7.5,5.43,20170522,0.0,0.0,0.0,0.0,0.0,4.8,23058
601800,中国交建,建筑施工,北京,20.76,117.47,161.75,81650384.0,44050136.0,5567783.0,2401541.25,1.48,0.194,10.14,1.59,20120309,8471855.0,5.24,0.15,36.22,13.36,3.8,146247
000860,顺鑫农业,白酒,北京,24.14,5.71,5.71,1822090.63,1343507.0,327461.66,279849.69,4.9,0.429,12.12,1.71,19981104,212245.75,3.72,4.47,6.04,36.16,3.74,37564
300396,迪瑞医疗,医疗保健,吉林,29.61,0.47,1.53,183234.05,72923.81,31762.63,40995.37,2.67,0.594,7.53,4.67,20140910,53790.71,3.51,18.17,45.94,63.6,23.0,9896
300297,蓝盾股份,软件服务,广东,47.87,7.38,11.75,727210.63,459343.41,53525.71,188074.86,1.6,0.12,3.14,3.65,20120315,65623.3,0.56,82.03,79.71,54.97,14.98,55048
000599,青岛双星,汽车配件,山东,47.07,6.28,6.75,811973.13,438633.09,173880.38,119546.46,1.77,0.036,3.97,1.73,19960430,74106.06,1.1,1.17,1.31,16.12,2.25,71494
603086,先达股份,农药化肥,山东,27.59,0.2,0.8,117518.17,93669.67,18135.75,47680.48,5.96,0.86,13.23,2.82,20170511,41925.12,5.24,0.0,0.0,26.08,8.87,11122
600130,波导股份,通信设备,浙江,0.0,7.68,7.68,135718.66,98148.09,10696.21,45592.21,0.59,-0.011,1.28,4.75,20000706,-30863.59,-0.4,-50.29,-182.74,7.11,-2.0,101755
300542,新晨科技,软件服务,北京,0.0,0.23,0.91,64469.0,53050.28,1268.54,19925.65,2.19,-0.03,6.21,5.02,20160920,23376.06,2.56,0.0,0.0,25.72,-3.36,13635
000750,国海证券,证券,广西,29.24,42.16,42.16,6786509.0,0.0,16947.71,627598.13,1.49,0.052,3.32,1.83,19970709,177643.44,0.42,-20.24,-33.53,0.0,29.79,163696
300616,尚品宅配,家居用品,广东,0.0,0.27,1.08,334464.75,240447.52,71474.5,138705.95,12.84,-0.57,20.06,6.33,20170307,64124.2,5.94,0.0,0.0,44.22,-5.87,32375
002609,捷顺科技,软件服务,深圳,285.58,3.03,6.66,236082.27,189586.2,9988.07,102043.43,1.53,0.013,3.1,4.91,20110815,42827.43,0.64,18.72,42.16,44.03,8.64,33410
002751,易尚展示,家居用品,深圳,960.68,0.76,1.4,195001.72,42008.21,6309.77,9254.07,0.66,0.01,3.16,12.24,20150424,17818.98,1.27,11.15,476.39,30.12,1.17,39718
000678,襄阳轴承,机械基件,湖北,343.12,4.29,4.6,270710.69,118717.52,103140.0,77028.1,1.68,0.007,2.69,3.38,19970106,-6666.71,-0.15,21.93,147.68,12.73,0.79,44947
300218,安利股份,塑料,安徽,380.39,2.16,2.17,195840.44,79049.85,104750.55,36064.51,1.66,0.007,4.65,2.29,20110518,35247.98,1.62,6.43,-83.57,20.7,0.46,14778
603611,诺力股份,运输设备,浙江,34.11,0.93,1.91,263160.25,172416.61,25551.22,76306.85,3.99,0.19,8.38,2.9,20150128,56194.73,2.94,56.02,13.74,24.55,7.72,13456
000630,铜陵有色,铜,安徽,55.32,95.6,105.27,4474849.5,2279794.0,1549575.5,241147.45,0.23,0.014,1.59,1.9,19961120,284981.56,0.27,0.28,265.48,4.25,0.79,444209
300283,温州宏丰,电气设备,浙江,163.74,2.03,4.14,133502.27,73126.0,25093.1,1705.43,0.04,0.01,1.37,4.96,20120110,11431.88,0.28,44.77,31.51,15.97,2.28,10888
600622,嘉宝集团,区域地产,上海,25.86,6.69,8.87,1261671.13,929245.38,22527.0,223943.7,2.52,0.161,5.88,2.83,19921203,196544.73,2.21,-21.19,37.09,43.4,22.83,22438
600728,佳都科技,软件服务,广东,310.93,13.29,16.17,509805.31,406402.72,7120.52,138856.91,0.86,0.01,1.88,5.22,19960716,-5331.91,-0.03,36.79,212.85,14.47,2.05,70664
600765,中航重机,机械基件,贵州,59.79,7.78,7.78,1432218.5,895388.13,308066.06,138477.75,1.78,0.063,4.57,3.3,19961106,125764.1,1.62,6.86,5.62,27.05,3.78,69057
002620,瑞和股份,装修装饰,深圳,35.98,3.03,3.63,377154.09,246180.7,88618.71,136431.75,3.76,0.089,5.6,2.29,20110929,43748.78,1.21,8.38,31.07,14.31,5.75,24122
600711,盛屯矿业,小金属,福建,25.39,14.97,14.97,1107494.13,593552.06,72500.99,198666.81,1.33,0.148,2.81,2.68,19960531,68690.45,0.46,60.23,310.14,7.13,2.98,122727
002598,山东章鼓,机械基件,山东,71.52,2.71,3.12,104357.36,72526.9,20239.73,21169.92,0.68,0.039,2.44,4.62,20110707,17965.35,0.58,36.69,19.44,30.98,8.28,20291
002287,奇正藏药,中成药,西藏,46.68,4.06,4.06,225561.05,155455.86,16764.71,41094.12,1.01,0.418,4.3,9.07,20090828,75213.25,1.85,4.19,5.2,87.51,37.02,19332
600965,福成股份,农业综合,河北,105.35,5.28,8.19,257621.27,155090.45,54838.3,29767.09,0.36,0.03,2.17,5.87,20040713,60134.3,0.73,-11.73,-39.24,35.09,8.25,24252
600331,宏达股份,铅锌,四川,63.93,10.32,20.32,1003817.38,391377.94,323965.63,307823.06,1.51,0.023,2.35,2.56,20011220,-51898.78,-0.26,55.11,192.86,28.69,5.21,82560
600566,济川药业,中成药,湖北,24.51,8.1,8.1,519901.25,279448.59,141035.48,152669.3,1.89,0.719,4.45,7.92,20010822,151262.19,1.87,19.39,32.1,85.31,20.7,10922
600746,江苏索普,化工原料,江苏,18.31,3.05,3.06,76223.61,40834.87,20186.01,6207.23,0.2,0.153,1.59,7.07,19960918,7868.55,0.26,50.65,3669.64,26.69,22.31,14622
300331,苏大维格,元器件,江苏,104.83,1.3,2.26,180759.66,94273.05,30736.48,93904.46,4.15,0.052,5.91,3.67,20120628,14362.94,0.64,92.17,158.73,29.59,6.11,24712
300442,普丽盛,轻工机械,上海,301.89,0.59,1.0,149586.45,95863.78,34235.57,52063.42,5.21,0.021,9.69,2.62,20150424,32794.23,3.28,6.96,-37.82,33.1,1.64,10587
600782,新钢股份,钢加工,江西,13.39,27.87,27.87,2868767.5,1614210.75,1069510.5,428630.19,1.54,0.098,3.17,1.65,19961225,147573.23,0.53,77.72,396.27,6.56,2.7,52226
002436,兴森科技,元器件,深圳,60.19,9.73,14.88,414823.63,180509.52,167311.94,985.69,0.01,0.025,1.6,3.73,20100618,81807.06,0.55,30.53,89.61,30.21,4.72,82000
600638,新黄浦,区域地产,上海,79.31,5.61,5.61,1132454.63,812508.13,56681.73,102913.03,1.83,0.054,6.53,2.63,19930326,171630.61,3.06,92.84,0.64,11.19,3.16,33559
300007,汉威科技,电器仪表,河南,68.74,2.24,2.93,364700.91,146024.95,64635.35,58670.45,2.0,0.06,4.48,3.65,20091030,40039.98,1.37,30.92,36.49,32.79,4.88,21585
600990,四创电子,通信设备,安徽,2964.8,1.37,1.59,349218.34,237848.77,14148.8,41637.9,2.62,0.01,8.35,7.12,20040510,51583.01,3.24,44.71,-7.75,15.35,0.23,19036
603316,诚邦股份,建筑施工,浙江,47.64,0.51,2.03,83195.81,78398.3,1416.29,7851.45,0.39,0.078,2.89,5.13,20170619,19052.48,0.94,0.0,0.0,24.56,12.41,47374
000797,中国武夷,全国地产,福建,44.49,8.56,10.0,1139538.75,1066251.0,27459.38,84868.74,0.85,0.063,2.3,4.83,19970715,84238.57,0.84,40.83,277.93,32.69,11.32,28221
600551,时代出版,出版业,安徽,24.47,5.06,5.06,756876.31,528719.88,70589.86,134424.77,2.66,0.303,10.0,1.48,20020905,235880.27,4.66,9.83,-34.76,9.86,4.33,18376
002156,通富微电,半导体,江苏,64.99,9.72,9.73,1112713.0,397554.44,500628.84,202619.97,2.08,0.037,4.06,2.37,20070816,81737.81,0.84,144.41,15.97,13.7,2.49,65982
603698,航天工程,专用机械,北京,74.44,0.89,4.12,363794.94,235993.8,67242.67,105931.88,2.57,0.077,5.77,3.98,20150128,77788.34,1.89,12.98,720.29,35.76,20.35,28704
300587,天铁股份,橡胶,浙江,43.15,0.26,1.04,90488.97,72161.11,7623.81,47284.48,4.55,0.275,7.84,3.02,20170105,20954.75,2.01,-16.14,-24.08,65.76,24.17,11272
600133,东湖高新,园区开发,湖北,2.73,5.38,6.34,2069152.38,1547193.13,86709.56,56897.58,0.9,1.083,4.04,2.93,19980212,112176.61,1.77,17.41,5861.98,11.64,55.22,60462
603377,东方时尚,汽车服务,北京,57.82,1.18,4.2,310509.59,107322.57,63075.9,75599.93,1.8,0.269,3.85,8.07,20160205,30193.45,0.72,-0.76,-1.88,53.89,19.43,10066
002118,紫鑫药业,中成药,吉林,60.37,10.25,12.81,682541.19,475505.5,85123.09,151846.63,1.19,0.028,2.95,2.25,20070302,89504.81,0.7,27.97,231.99,75.74,19.56,56748
300651,金陵体育,文教休闲,江苏,270.09,0.19,0.76,47748.85,23086.43,17410.31,4530.0,0.6,0.026,6.13,4.57,20170509,22598.5,2.98,0.0,0.0,49.23,5.1,37881
603966,法兰泰克,机械基件,江苏,472.95,0.4,1.6,102018.56,81286.47,14864.47,36661.23,2.29,0.01,4.86,3.95,20170125,21510.63,1.34,0.0,0.0,25.65,1.73,25381
002691,冀凯股份,专用机械,河北,1613.48,1.99,2.0,93948.1,65719.53,19290.57,44227.85,2.21,0.004,4.28,6.37,20120731,18664.23,0.93,-26.26,-78.57,-31.06,2.07,11166
300126,锐奇股份,轻工机械,上海,159.65,2.1,3.05,124785.25,84388.31,19255.5,47662.62,1.56,0.013,3.42,2.37,20101013,20904.47,0.68,1.22,22.36,16.96,3.21,21381
300370,安控科技,电器仪表,北京,0.0,5.82,9.59,256718.97,150453.73,27955.91,50220.26,0.52,-0.019,1.31,3.37,20140123,23216.02,0.24,224.64,-20.04,21.36,-17.9,20187
002818,富森美,房产服务,四川,24.98,0.44,4.4,493398.44,118692.72,32560.91,103816.5,2.36,0.361,9.02,4.0,20161109,237514.55,5.4,0.0,0.0,71.2,52.84,32843
000605,渤海股份,水务,北京,231.54,1.95,2.52,474927.94,111006.47,109462.97,131192.72,5.21,0.029,7.67,3.55,19960913,32378.0,1.29,39.23,24.02,26.22,2.8,21621
600681,百川能源,供气供热,湖北,40.83,3.27,9.64,467637.34,271480.81,87517.57,49446.3,0.51,0.189,2.42,6.36,19931018,113925.36,1.18,31.73,33.57,40.77,21.48,15884
300057,万顺股份,广告包装,广东,73.24,2.68,4.4,466251.41,199337.38,174161.44,123146.82,2.8,0.037,5.32,2.06,20100226,61461.65,1.4,21.09,-37.8,14.21,2.67,16610
300467,迅游科技,互联网,四川,98.89,0.99,1.67,69233.11,23561.88,2091.17,42802.93,2.57,0.185,3.39,10.78,20150527,9702.85,0.58,12.39,52.02,68.38,35.66,19709
300292,吴通控股,通信设备,江苏,39.11,7.69,12.75,323763.19,97610.06,28873.58,88073.53,0.69,0.037,2.04,2.86,20120229,42530.65,0.33,5.49,15.21,25.66,9.71,67271
002673,西部证券,证券,陕西,58.44,35.02,35.02,5226874.0,0.0,17308.85,949608.63,2.71,0.14,4.93,2.96,20120503,183175.86,0.52,-16.1,-25.7,0.0,30.7,248747
002730,电光科技,电气设备,浙江,241.65,1.03,3.23,142701.77,78405.78,29825.44,17854.59,0.55,0.015,2.64,5.52,20141009,31375.48,0.97,19.63,10.45,31.95,4.17,28828
600361,华联综超,超市连锁,北京,28.02,6.66,6.66,953035.63,622295.38,64515.35,167767.17,2.52,0.104,4.04,1.44,20011129,20121.86,0.3,-5.36,198.2,21.69,1.09,37226
300341,麦迪电气,电气设备,福建,55.11,3.69,5.1,114517.52,71967.13,22379.84,8163.71,0.16,0.04,1.98,4.41,20120726,35142.45,0.69,28.46,103.43,40.6,12.17,17398
600602,云赛智联,软件服务,上海,44.89,8.8,13.27,493710.44,304477.66,26520.44,143071.27,1.08,0.045,2.68,2.99,19901219,44486.4,0.34,-2.93,93.38,16.62,7.81,115086
300503,昊志机电,机械基件,广东,93.86,1.03,2.54,87132.61,60506.61,15329.12,32060.98,1.26,0.048,2.76,6.59,20160309,29627.66,1.17,51.09,88.49,55.33,17.1,17000
300097,智云股份,电器仪表,辽宁,0.0,1.54,2.69,230495.09,122238.9,7467.37,93220.46,3.47,-0.032,4.97,5.11,20100728,23895.59,0.89,100.54,-60.75,48.22,-13.85,6666
300424,航新科技,航空,广东,749.63,0.69,1.33,104539.36,61998.16,27823.25,30312.88,2.28,0.014,6.59,6.27,20150422,40322.03,3.03,25.46,90.06,39.46,2.31,13495
300666,江丰电子,元器件,浙江,169.49,0.55,2.19,65224.55,29357.46,24424.86,3191.65,0.15,0.044,1.82,16.29,20170615,9325.46,0.43,0.0,0.0,32.49,8.3,104533
600460,士兰微,半导体,浙江,48.16,12.47,12.47,550102.69,245912.3,164819.13,17097.6,0.14,0.068,2.04,3.2,20030311,96958.61,0.78,22.9,243.77,27.84,6.5,77909
002368,太极股份,软件服务,北京,176.96,3.95,4.16,651061.63,459314.59,6846.02,98413.28,2.37,0.041,5.84,4.96,20100312,96531.31,2.32,9.56,2.75,14.85,1.32,13798
300270,中威电子,通信设备,浙江,39.68,1.51,2.73,90177.65,55338.6,6652.21,14725.61,0.54,0.068,2.37,4.58,20111012,21134.1,0.78,9.88,10.94,65.04,28.88,17497
000591,太阳能,新型电力,重庆,58.03,18.49,30.07,3034121.0,795810.88,1784023.75,806019.44,2.68,0.025,3.78,1.53,19960208,194129.06,0.65,-20.32,158.69,49.37,13.18,38121
300351,永贵电器,元器件,浙江,68.49,2.38,3.85,306339.34,143719.73,61102.4,181261.06,4.71,0.063,7.0,2.48,20120920,45733.62,1.19,45.79,1.53,36.53,11.84,20760
600306,商业城,百货,辽宁,3.74,1.77,1.78,163249.56,13661.1,113583.72,20389.11,1.14,0.965,1.34,10.75,20001226,-16197.75,-0.91,-16.61,605.75,17.3,71.49,11796
002688,金河生物,化学制药,内蒙,30.62,5.29,6.35,273439.91,92452.18,67093.86,42433.6,0.67,0.065,2.42,3.27,20120713,40859.26,0.64,-2.89,-18.82,36.58,12.14,31792
002361,神剑股份,化工原料,安徽,67.61,5.77,8.63,267037.28,177283.05,42734.2,48468.42,0.56,0.027,2.17,3.31,20100303,46182.55,0.54,34.3,-20.32,17.97,6.73,61763
603767,中马传动,汽车配件,浙江,42.47,0.53,2.13,114770.4,49949.01,50173.94,22343.78,1.05,0.106,5.06,3.55,20170613,34362.3,1.61,0.0,0.0,25.56,10.68,49577
000690,宝新能源,火力发电,广东,148.54,20.39,21.76,1579702.5,429307.94,396319.34,294579.47,1.35,0.012,3.8,1.89,19970128,255172.77,1.17,-16.12,-83.63,21.14,4.06,101313
600758,红阳能源,煤炭开采,辽宁,13.78,5.63,13.31,1657647.88,698625.88,698647.44,340929.41,2.56,0.338,4.22,2.21,19961029,61097.94,0.46,46.17,300.6,25.69,11.25,90753
002667,鞍重股份,工程机械,辽宁,67.61,0.91,1.36,84642.47,59796.85,11240.87,32896.12,2.42,0.064,5.47,3.14,20120329,24521.95,1.8,4.06,750.93,50.85,31.53,18454
600818,中路股份,文教休闲,上海,116.26,2.38,3.21,103225.36,27332.46,9595.92,3350.78,0.1,0.095,2.04,10.9,19940128,16993.35,0.53,4.39,128.76,11.72,9.85,41125
300048,合康新能,电气设备,北京,120.86,9.72,11.02,477930.69,220937.38,174328.11,116003.77,1.05,0.01,2.26,2.22,20100120,47254.53,0.43,-6.01,-81.0,28.5,4.95,46446
002091,江苏国泰,商贸代理,江苏,25.51,6.89,15.71,1740594.38,1436255.38,137165.81,348178.81,2.22,0.098,4.2,2.38,20061208,158445.81,1.01,33.73,84.22,10.63,2.15,38855
600110,诺德股份,电气设备,吉林,67.84,11.5,11.5,630974.88,306199.09,192178.2,67884.28,0.59,0.1,1.73,7.86,19971007,8578.32,0.07,78.99,481.61,22.32,7.41,59909
603997,继峰股份,汽车配件,浙江,25.98,1.71,6.3,195153.5,135654.81,43723.46,40591.6,0.64,0.117,2.54,4.77,20150302,68018.65,1.08,35.84,23.71,35.0,18.23,18918
600992,贵绳股份,钢加工,贵州,172.3,2.45,2.45,226050.38,159766.0,26398.59,84036.9,3.43,0.021,5.57,2.56,20040514,21673.9,0.88,35.47,30.12,14.18,1.41,17503
000559,万向钱潮,汽车配件,浙江,33.18,27.48,27.53,1101961.25,667628.0,284925.13,23071.32,0.08,0.161,1.67,6.41,19940110,124751.52,0.45,3.99,-8.28,20.92,8.02,152468
300189,神农基因,种植业,海南,175.53,8.81,10.24,328286.5,236453.22,30066.5,28040.91,0.27,0.005,1.41,2.53,20110316,11648.03,0.11,1252.98,231.48,4.25,0.38,67002
002702,海欣食品,食品,福建,0.0,3.21,5.07,108687.3,63436.88,31954.18,22701.32,0.45,-0.034,1.53,4.66,20121011,16494.22,0.33,-5.27,-280.93,29.0,-4.76,51843
601168,西部矿业,铜,青海,39.13,23.83,23.83,3179762.5,1165817.0,731487.75,539188.38,2.26,0.109,4.89,1.75,20070712,304588.44,1.28,-0.95,747.21,8.84,1.72,191829
002703,浙江世宝,汽车配件,浙江,125.17,3.46,7.9,209505.13,129453.61,58943.42,65903.68,0.83,0.023,1.89,6.03,20121102,38580.26,0.49,13.2,6.67,21.12,6.34,43319
603520,司太立,化学制药,浙江,30.4,0.65,1.2,195296.95,74458.55,64891.56,45597.76,3.8,0.234,6.91,4.11,20160309,22106.76,1.84,14.78,11.44,38.32,14.3,17328
000070,特发信息,通信设备,深圳,33.65,5.42,6.27,545389.19,398270.25,56876.96,73884.7,1.18,0.169,2.91,3.91,20000511,41195.53,0.66,16.2,34.99,16.63,4.26,32651
002343,慈文传媒,影视音像,浙江,105.57,2.2,3.15,408353.16,297974.72,3578.62,10543.88,0.34,0.091,4.37,8.78,20100126,81505.5,2.59,-10.88,39.36,44.88,25.73,13147
002233,塔牌集团,水泥,广东,20.41,8.04,8.95,654619.44,185356.98,181285.92,107446.05,1.2,0.347,5.37,2.64,20080516,248206.77,2.77,28.97,182.09,27.8,15.75,63000
600242,中昌数据,水运,广东,70.68,2.85,4.18,212175.3,115984.65,7614.46,164586.88,3.94,0.058,3.34,4.88,20001207,-70009.31,-1.67,541.85,447.77,10.77,4.82,29022
002280,联络互动,软件服务,浙江,70.38,12.65,21.77,1358197.88,803218.94,120356.2,313962.31,1.44,0.033,2.87,3.2,20090821,80786.1,0.37,-19.02,-26.93,54.56,39.33,181719
300334,津膜科技,专用机械,天津,1258.0,2.75,2.76,245226.95,158348.09,24501.46,69008.11,2.5,0.004,4.83,4.68,20120705,32150.66,1.16,74.88,11.53,31.59,0.89,40667
300153,科泰电源,电气设备,上海,134.77,3.2,3.2,140780.31,98918.53,18535.45,49463.78,1.55,0.025,3.06,4.38,20101229,13608.87,0.43,17.57,2.05,25.46,3.77,37224
002407,多氟多,化工原料,河南,52.98,5.32,6.28,563403.06,292779.09,145044.42,128021.11,2.04,0.11,4.26,5.47,20100518,71762.25,1.14,25.15,-38.4,26.78,10.26,165384
002232,启明信息,软件服务,吉林,907.35,4.03,4.09,178103.02,133651.41,32901.87,26188.17,0.64,0.003,2.58,4.39,20080509,32506.95,0.8,54.13,84.43,12.31,0.48,43232
603980,吉华集团,染料涂料,浙江,28.2,1.0,5.0,296525.53,164147.38,95600.31,1719.06,0.03,0.2,5.1,4.43,20170615,146165.81,2.92,0.0,0.0,28.72,15.41,95017
002355,兴民智通,汽车配件,山东,67.93,2.96,5.14,406353.06,211556.95,85420.38,98372.35,1.91,0.078,4.01,2.64,20100209,50083.87,0.97,41.28,42.73,21.45,4.71,31347
300387,富邦股份,化工原料,湖北,37.33,1.23,1.25,137661.88,77389.88,10976.2,25863.22,2.07,0.128,5.84,3.26,20140702,33715.1,2.7,-4.87,-6.33,37.57,12.7,7892
002475,立讯精密,元器件,深圳,55.7,28.11,31.73,2033244.25,1342838.63,421867.81,565733.94,1.78,0.095,3.65,5.8,20100915,365181.63,1.15,87.57,51.17,20.84,7.66,18305
600053,九鼎投资,多元金融,江西,65.54,4.34,4.34,443371.94,246973.95,4567.87,18868.72,0.44,0.126,4.57,7.25,19970418,103336.4,2.38,-40.45,82.92,94.62,37.15,18760
002080,中材科技,化纤,江苏,25.09,4.0,8.07,2171567.75,914412.13,1023079.88,552837.88,6.85,0.463,10.25,2.27,20061120,171815.97,2.13,18.09,37.05,28.93,8.34,20254
600880,博瑞传播,广告包装,四川,0.0,7.32,10.93,428617.56,113995.07,42751.78,80664.11,0.74,-0.028,3.26,1.94,19951115,131816.22,1.21,-14.61,-613.83,25.93,-7.68,71808
603986,兆易创新,半导体,北京,51.15,1.47,2.03,167513.84,143122.75,7860.82,66552.21,3.28,0.35,6.73,10.42,20160818,52212.62,2.58,46.61,94.2,29.76,15.36,16317
603100,川仪股份,电器仪表,重庆,46.77,2.59,3.95,447484.34,337768.31,42883.69,70549.46,1.79,0.06,4.84,2.32,20140805,67811.21,1.72,-10.54,-1.54,31.19,3.99,26046
300253,卫宁健康,软件服务,上海,114.34,11.42,15.99,341409.22,156581.98,39636.81,106640.07,0.67,0.017,1.6,4.83,20110818,58172.82,0.36,24.46,21.68,42.67,16.11,57188
002636,金安国纪,元器件,上海,21.77,2.46,7.28,329334.38,234488.38,80245.8,19133.28,0.26,0.209,2.59,7.04,20111125,90844.81,1.25,35.57,280.67,31.63,18.03,43483
002030,达安基因,生物制药,广东,131.72,6.94,7.25,407367.0,279407.06,32357.09,61262.56,0.85,0.037,2.26,8.68,20040809,20166.43,0.28,4.46,0.85,46.02,7.71,103000
002297,博云新材,矿物制品,湖南,0.0,3.96,4.71,227971.55,116941.01,43869.4,115901.77,2.46,-0.025,3.35,3.13,20090929,-7158.16,-0.15,25.18,47.65,24.26,-4.39,56295
002657,中科金财,软件服务,北京,53.5,2.45,3.38,414729.81,288093.03,3568.84,177320.2,5.25,0.275,8.43,3.49,20120228,68421.15,2.03,-15.46,1.93,34.83,16.82,71904
300452,山河药辅,化学制药,安徽,54.27,0.42,0.93,52391.45,35624.85,11879.78,0.0,0.0,0.126,4.47,6.11,20150515,18538.46,2.0,7.29,-7.31,31.55,15.53,10695
002148,北纬科技,互联网,北京,45.92,4.41,5.67,133559.67,71142.15,20059.86,23063.46,0.41,0.137,2.01,6.24,20070810,33131.28,0.58,108.65,243.73,45.59,26.66,53346
300470,日机密封,机械基件,四川,52.51,0.61,1.07,123084.2,99240.49,5537.16,39653.46,3.72,0.16,8.49,3.95,20150612,35095.26,3.29,20.47,6.11,53.87,17.56,8759
600867,通化东宝,生物制药,吉林,37.69,16.36,17.06,475897.81,230810.42,117318.96,120191.3,0.7,0.241,2.38,7.61,19940824,78386.72,0.46,32.69,30.21,75.1,34.73,34549
600363,联创光电,元器件,江西,26.74,4.43,4.43,416874.03,230825.05,50359.46,63801.71,1.44,0.261,4.87,2.86,20010329,94489.5,2.13,14.57,16.5,15.75,8.5,49564
000062,深圳华强,商贸代理,深圳,48.81,6.67,7.21,774570.69,414110.91,31781.5,97164.13,1.35,0.271,5.56,4.76,19970130,203463.5,2.82,37.39,51.5,18.08,6.32,44810
300148,天舟文化,出版业,湖南,50.75,7.39,8.45,486210.59,166935.72,5247.27,290132.81,3.43,0.13,5.24,2.53,20101215,65722.0,0.78,51.75,52.4,63.78,30.37,13909
000686,东北证券,证券,吉林,31.56,20.9,23.4,7175459.0,0.0,71383.56,574528.81,2.45,0.083,6.76,1.54,19970227,494817.19,2.11,13.13,-51.7,0.0,18.15,115138
002270,华明装备,电气设备,山东,40.22,2.07,5.06,237047.52,182790.81,34490.73,95518.53,1.89,0.065,3.76,2.76,20080905,84132.4,1.66,29.18,8.13,54.03,16.7,28977
000791,甘肃电投,水力发电,甘肃,0.0,9.71,9.71,1865552.25,126119.85,1555230.25,340271.13,3.5,-0.141,5.0,1.66,19971014,39907.1,0.41,2.46,28.32,-1.03,-58.8,60529
300675,建科院,建筑施工,深圳,523.44,0.37,1.47,56403.58,32454.31,7030.62,5581.03,0.38,0.022,2.62,8.98,20170719,11284.71,0.77,0.0,0.0,33.37,2.32,71425
000042,中洲控股,全国地产,深圳,106.7,4.85,6.65,3263827.75,2828450.25,141700.56,250119.42,3.76,0.039,8.9,1.87,19940921,222239.88,3.34,-42.71,-42.25,23.37,2.37,14244
300050,世纪鼎利,软件服务,广东,38.19,3.31,5.37,255744.02,140548.06,7428.77,116163.26,2.16,0.15,4.39,2.36,20100120,47703.1,0.89,-0.2,35.89,43.12,21.76,23425
000007,全新好,酒店餐饮,深圳,4951.94,3.09,3.46,48529.1,20894.42,8301.96,27250.68,0.79,0.001,1.07,14.78,19920413,-14172.35,-0.41,41.32,-96.39,80.27,2.38,14121
300412,迦南科技,医疗保健,浙江,65.59,0.8,2.59,111017.07,80407.28,11096.08,32661.22,1.26,0.089,2.82,4.15,20141231,15387.35,0.59,31.55,-9.4,46.01,15.03,13451
