,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1737,300349,金卡股份,0.59,-39.8,4.66,13.37,0.01,10579.88,20.03,,10-27
1738,002047,宝鹰股份,0.16,5233.33,,16.45,,18893.97,12585.77,,10-27
1739,002225,濮耐股份,0.15,25.0,,6.33,,12041.42,41.48,,10-27
1740,002019,亿帆鑫富,0.51,628.57,,25.23,,11141.66,637.62,,10-27
1741,300355,蒙草抗旱,0.34,-20.93,3.23,11.46,-0.81,14593.35,66.73,,10-27
1742,002729,好利来,0.59,-6.94,,16.19,,2948.21,-6.97,,10-27
1743,000906,物产中拓,0.22,37.5,,6.68,,7124.13,32.98,,10-27
1744,300127,银河磁体,0.17,-29.17,3.05,5.46,0.21,5349.36,39.89,,10-27
1745,300050,世纪鼎利,0.12,-200.0,6.64,1.8,0.22,2569.04,-195.52,,10-27
1746,300047,天源迪科,0.02,-68.01,3.66,0.53,-0.39,603.33,-67.68,,10-27
1747,300333,兆日科技,0.28,-17.65,7.22,3.91,0.02,3144.81,-16.61,,10-27
1748,002479,富春环保,0.19,8.75,,6.49,,13623.02,8.48,,10-27
1749,300045,华力创通,0.1,400.0,3.08,3.47,-0.13,2672.6,524.17,,10-27
1750,300079,数码视讯,0.24,-35.47,4.18,6.0,0.09,16651.73,30.49,,10-27
1751,002155,湖南黄金,0.1,-24.36,,3.3,,10303.15,-21.76,,10-27
1752,300149,量子高科,0.11,-26.0,2.22,5.09,0.14,3346.81,7.69,,10-27
1753,300283,温州宏丰,0.17,-383.33,4.05,4.25,-0.09,2331.19,-514.96,,10-27
1754,000652,泰达股份,-0.04,-24.72,,-2.89,,-6021.61,-24.64,,10-27
1755,600725,云维股份,-0.92,2531.43,,-51.6,0.56,-56769.37,2551.67,,10-27
1756,300270,中威电子,0.2,0.0,4.31,4.68,-0.26,2387.34,1.44,,10-27
1757,300368,汇金股份,0.05,,3.93,1.24,-0.54,589.58,-76.96,,10-27
1758,002296,辉煌科技,0.14,74.19,,2.19,,3095.69,117.12,,10-27
1759,300017,网宿科技,0.97,13.36,4.57,23.89,0.96,30590.48,128.28,,10-27
1760,002453,天马精化,0.07,-53.33,,3.43,,4039.8,1.06,,10-27
1761,300145,南方泵业,0.52,-30.67,5.34,10.2,0.08,13637.42,25.57,,10-27
1762,300218,安利股份,0.22,-17.95,4.23,5.21,0.22,4566.02,-17.95,,10-27
1763,300297,蓝盾股份,0.06,20.0,3.52,1.67,-0.66,1148.38,24.01,,10-27
1764,300137,先河环保,0.14,-24.44,3.09,4.45,-0.48,4405.58,21.14,,10-27
1765,300353,东土科技,0.04,-84.85,2.38,1.47,-0.02,605.74,-69.72,,10-27
1766,002707,众信旅游,1.62,,,19.58,,9334.1,23.5,,10-27
1767,300111,向日葵,-0.04,-241.34,1.0,-4.03,0.01,-4604.19,-245.4,,10-27
1768,002353,杰瑞股份,1.09,-8.4,,15.36,,103838.45,46.18,,10-27
1769,300085,银之杰,0.01,-66.75,2.14,0.65,-0.14,337.69,-32.79,,10-27
1770,000850,华茂股份,0.03,-85.11,,0.96,,2684.9,-84.9,,10-27
1771,000590,*ST古汉,0.01,32.61,,0.5,,135.39,31.56,,10-27
1772,002224,三力士,0.21,-57.14,,12.12,,13431.0,30.07,,10-27
1773,002472,双环传动,0.3,50.0,,5.75,,8660.01,59.2,,10-27
1774,002648,卫星石化,0.28,-64.56,,6.14,,22653.48,-28.3,,10-27
1775,000035,中国天楹,0.26,-95.67,,10.56,,9930.99,-91.24,,10-27
1776,002656,卡奴迪路,0.06,-87.76,,1.0,,1236.67,-87.41,,10-27
1777,300300,汉鼎股份,0.27,4.27,3.6,7.75,-0.63,5137.24,4.29,,10-27
1778,002456,欧菲光,0.56,-32.53,,14.18,,52413.01,39.07,,10-27
1779,001896,豫能控股,0.49,32.27,,28.55,,30407.13,32.26,,10-27
1780,002305,南国置业,0.14,-19.63,,5.28,,13921.98,-19.69,,10-27
1781,002240,威华股份,0.01,0.0,,0.46,,723.74,97.15,,10-27
1782,300282,汇冠股份,0.07,-216.67,10.57,1.78,0.54,854.91,-286.87,,10-27
1783,600176,中国巨石,0.33,69.16,,7.59,,28813.57,69.14,,10-27
1784,000002,万科A,0.59,4.64,7.13,8.28,1.56,645813.34,4.84,,10-27
1785,300357,我武生物,0.47,,3.03,16.8,0.35,7509.64,33.9,,10-27
1786,300203,聚光科技,0.25,13.64,4.48,5.62,-0.13,10997.14,14.3,,10-27
1787,000516,国际医学,0.28,87.16,,14.44,,19734.73,86.83,,10-27
1788,002402,和而泰,0.25,-10.71,,4.89,,3764.06,34.53,,10-27
1797,002477,雏鹰农牧,-0.08,-199.75,,-2.77,,-7418.07,-208.17,,10-27
1798,002182,云海金属,0.09,52.46,,2.92,,2679.55,53.43,,10-27
1803,300059,东方财富,0.05,-272.67,1.44,3.65,1.57,6264.58,-372.92,,10-27
1804,002519,银河电子,0.33,-8.33,,5.97,,7080.37,-6.59,,10-27
1805,300171,东富龙,0.7,-30.0,8.11,8.89,-0.02,21981.82,5.58,,10-27
1806,300272,开能环保,0.18,-11.0,2.05,8.83,0.22,4546.66,19.73,,10-27
1807,300227,光韵达,0.14,29.09,2.71,5.51,0.21,1931.68,29.62,,10-27
1808,300197,铁汉生态,0.27,-38.64,3.78,7.52,-0.43,13888.65,0.93,,10-27
1809,300123,太阳鸟,0.08,-74.19,3.25,5.0,-0.33,2310.33,-47.03,,10-27
1810,300091,金通灵,0.04,-157.14,3.86,1.12,0.06,900.52,-165.41,,10-27
1811,000723,美锦能源,0.01,-89.09,,0.75,,338.62,-88.86,,10-27
1812,000812,陕西金叶,0.11,-14.63,,5.59,,4699.5,-14.57,,10-27
1813,002500,山西证券,0.15,87.5,,5.3,,37128.63,101.66,,10-27
1814,300152,科融环境,0.15,-9.52,6.1,2.5,-0.36,3621.69,-10.04,,10-27
1815,300383,光环新网,0.63,,6.14,11.14,0.55,6785.44,40.35,,10-27
1816,300399,京天利,0.45,36.36,5.66,10.02,-0.17,2711.33,37.05,,10-27
1817,000899,赣能股份,0.44,-19.68,,14.88,,28171.83,-20.47,,10-27
1818,000639,西王食品,0.49,-27.94,,7.73,,9308.96,-26.96,,10-27
1819,000023,深天地A,0.12,20.83,,4.5,,1605.21,21.06,,10-27
1820,300209,天泽信息,0.03,42.71,5.29,0.52,-0.02,438.68,42.99,,10-27
1821,002517,泰亚股份,-0.16,700.0,,-4.55,,-2906.78,705.86,,10-27
1822,000798,中水渔业,0.05,-215.59,,1.98,,1657.28,-215.42,,10-27
1823,300096,易联众,0.05,-61.54,1.53,3.5,-0.15,2308.72,2.47,,10-27
1824,002705,新宝股份,0.36,,,7.66,,15419.69,6.11,,10-27
1825,300380,安硕信息,0.27,-6.21,5.77,4.99,-0.39,1845.6,4.69,,10-27
1826,002388,新亚制程,0.05,6.0,,1.88,,1050.54,7.72,,10-27
1827,000532,力合股份,0.06,-46.43,,3.03,,2063.15,-46.67,,10-27
1828,000663,永安林业,-0.02,-33.33,,-1.54,,-500.23,-13.92,,10-27
1829,300168,万达信息,0.18,-14.29,2.97,4.51,-0.81,6462.64,31.26,,10-27
1830,300308,中际装备,0.03,-80.0,4.42,0.65,0.09,343.08,-81.14,,10-27
1831,300164,通源石油,0.01,-92.53,3.07,0.36,-0.05,425.81,-88.07,,10-27
1832,300328,宜安科技,0.27,-24.8,5.4,5.17,0.17,3056.65,-24.8,,10-27
1833,300093,金刚玻璃,0.08,-27.27,4.04,1.99,0.2,1723.7,-28.55,,10-27
1834,300057,万顺股份,0.22,-5.18,3.98,5.71,-0.02,9339.34,-5.17,,10-27
1835,300241,瑞丰光电,0.19,-11.79,2.99,6.42,0.53,4018.28,-11.52,,10-27
1836,000524,岭南控股,0.09,-6.45,,3.97,,2348.53,-6.68,,10-27
1837,002422,科伦药业,1.15,-35.03,,8.14,,82574.71,-2.71,,10-27
1838,000669,金鸿能源,0.58,-30.37,,16.6,,23516.8,4.44,,10-27
1839,300064,豫金刚石,0.08,-40.45,2.38,3.48,0.13,4967.96,-40.47,,10-27
1840,300230,永利股份,0.25,5.05,3.49,7.14,0.13,3965.74,5.05,,10-27
1841,000828,东莞控股,0.41,34.22,,11.31,,42606.24,34.23,,10-27
1842,000030,富奥股份,0.37,8.82,,12.09,,47633.37,17.1,,10-27
1843,300293,蓝英装备,0.2,-41.18,2.73,7.44,0.36,5345.78,-13.71,,10-27
1844,300125,易世达,-0.01,-133.33,9.15,-0.16,0.39,-169.12,-147.67,,10-27
1845,601968,宝钢包装,,,,,,9358.67,-1.36,,10-27
1846,000600,建投能源,1.04,86.36,,23.58,,158673.57,211.7,,10-27
1847,002625,龙生股份,0.17,-29.17,,6.22,,2914.7,6.76,,10-27
1848,002394,联发股份,0.54,-32.5,,6.92,,17417.26,0.56,,10-27
1849,000586,汇源通信,0.01,-77.05,,1.28,,264.28,-77.7,,10-27
1850,000788,北大医药,0.09,-30.77,,4.79,,5597.48,-27.58,,10-27
1851,300352,北信源,0.06,-48.83,2.44,2.5,-0.25,1638.66,4.78,,10-27
1852,300101,振芯科技,0.1,783.93,2.64,3.8,-0.45,2752.95,787.49,,10-27
1853,300385,雪浪环境,0.5,-7.41,7.96,7.41,-0.75,3323.23,1.91,,10-27
1854,002361,神剑股份,0.2,32.27,,10.01,,6374.27,32.27,,10-27
1855,300187,永清环保,0.24,2.17,4.48,5.38,0.31,4708.49,1.26,,10-27
1856,300132,青松股份,0.13,-33.79,1.55,8.37,0.14,4853.09,32.06,,10-27
1857,300215,电科院,0.08,-79.68,1.81,4.59,0.27,5994.9,-59.79,,10-27
1858,002674,兴业科技,0.37,-32.76,,5.71,,8961.54,-31.93,,10-27
1859,002679,福建金森,0.11,-42.11,,2.3,,1531.32,-40.79,,10-27
1884,002262,恩华药业,0.46,4.25,,19.84,,18234.76,25.12,,10-25
1885,002524,光正集团,-0.06,500.0,,-3.51,,-2930.63,675.55,,10-25
1886,002437,誉衡药业,0.43,-10.42,,11.8,,29818.27,120.68,,10-25
1887,600990,四创电子,0.2,104.71,,3.27,,2789.48,121.97,,10-25
1888,002716,金贵银业,0.43,-30.65,,5.57,,9658.38,-10.87,,10-25
1889,002088,鲁阳节能,0.22,-8.33,,3.37,,5136.09,-7.72,,10-25
1890,600278,东方创业,0.18,5.88,,3.58,,9550.53,7.85,,10-25
1891,000820,金城股份,0.0,-89.67,,0.4,,88.34,-90.35,,10-25
1892,600853,龙建股份,0.03,-21.0,,1.71,,1350.39,-21.23,,10-25
1893,600804,鹏博士,0.3,25.0,,9.31,,42206.47,31.43,,10-25
1894,002015,*ST霞客,-1.87,246.3,,,,-44867.8,248.94,,10-25
1895,000683,远兴能源,0.13,-154.17,,3.68,,18122.39,-197.08,,10-25
1896,300294,博雅生物,0.94,25.33,10.89,8.85,1.22,7097.61,24.53,,10-25
1897,300238,冠昊生物,0.23,15.0,4.2,5.55,0.21,2841.73,15.99,,10-25
1898,300281,金明精机,0.3,-11.76,5.4,5.76,-0.29,3667.71,-9.24,,10-25
1899,600203,福日电子,0.19,-56.12,,7.68,,5129.21,-50.78,,10-25
1900,300261,雅本化学,0.11,-17.67,2.18,5.28,0.12,3416.57,7.01,,10-25
1901,000004,国农科技,-0.07,-725.47,,-7.56,,-556.68,-726.85,,10-25
1902,300011,鼎汉技术,0.17,16.27,3.29,8.08,-0.05,7439.97,115.4,,10-25
1903,300386,飞天诚信,2.32,37.28,13.84,23.44,-0.5,18937.32,49.49,,10-25
1904,000622,恒立实业,-0.04,111.11,,-7.15,,-1636.63,117.3,,10-25
1905,300172,中电环保,0.27,-6.25,5.29,5.17,0.11,4550.68,21.66,,10-25
1906,000753,漳州发展,0.06,-25.0,,2.89,,2944.29,-5.61,,10-25
1907,600055,华润万东,0.07,-24.42,,2.18,,1397.61,-24.51,,10-25
1908,000923,河北宣工,0.01,-28.0,,0.27,,141.76,-28.72,,10-25
1909,601336,新华保险,2.03,59.84,15.01,14.68,9.63,632500.0,60.13,,10-25
1910,300220,金运激光,0.08,-44.69,2.35,3.32,0.1,971.53,-0.44,,10-25
1911,002654,万润科技,0.19,-9.52,,6.31,,3411.38,-7.06,,10-25
1912,600498,烽火通信,0.38,-32.14,,6.34,,36475.93,-6.64,,10-25
1913,002147,方圆支承,0.01,-116.0,,0.26,,210.92,-116.78,,10-25
1914,300306,远方光电,0.51,2.0,8.43,6.16,0.39,6095.81,0.94,,10-25
1915,300112,万讯自控,0.1,-44.44,2.06,4.96,0.05,2381.73,-18.39,,10-25
1916,603001,奥康国际,0.46,-27.98,,4.92,,18554.75,-27.98,,10-25
1917,300073,当升科技,0.0,-87.75,5.27,0.07,-0.03,58.7,-87.86,,10-25
1918,002003,伟星股份,0.57,-10.94,,11.12,,19334.87,15.76,,10-25
1919,600080,金花股份,0.1,-5.62,,2.89,,2924.86,-5.6,,10-25
1920,002507,涪陵榨菜,0.67,-19.28,,12.34,,13521.37,5.49,,10-25
1921,600609,金杯汽车,-0.01,-123.53,,-2.23,,-889.59,-123.87,,10-25
1922,300363,博腾股份,0.62,-37.63,6.92,9.56,-0.82,6677.41,-30.58,,10-25
1923,300083,劲胜精密,0.15,-68.09,7.21,2.15,-0.97,3100.9,-67.0,,10-25
1924,002613,北玻股份,0.05,-58.92,,1.61,,2370.23,-51.12,,10-25
1925,600888,新疆众和,-0.08,-185.32,,-1.47,,-5405.28,-185.33,,10-25
1926,601788,光大证券,0.26,73.33,,3.84,,89857.99,76.22,,10-25
1927,000939,凯迪生态,0.14,133.33,,4.98,,13080.85,132.72,,10-25
1928,000503,海虹控股,0.0,17.39,,0.19,,242.35,17.5,,10-25
1929,300184,力源信息,0.09,-47.41,3.32,3.0,0.07,1368.82,-19.26,,10-25
1930,002187,广百股份,0.48,9.09,,7.22,,16448.62,8.72,,10-25
1931,002235,安妮股份,0.01,-80.0,,0.47,,211.13,-77.35,,10-25
1932,002598,山东章鼓,0.19,2.37,,8.07,,5920.9,2.36,,10-25
1933,002664,信质电机,0.68,-12.62,,11.17,,13632.88,31.61,,10-25
1934,600535,天士力,1.1,26.44,,26.55,,114018.84,26.22,,10-25
1935,000889,茂业通信,0.17,2.17,,6.5,,7760.23,2.19,,10-25
1936,600099,林海股份,0.01,202.94,,0.48,,225.39,194.54,,10-25
1937,300344,太空板业,0.0,-96.5,2.97,0.15,-0.02,107.67,-94.8,,10-25
1938,000692,惠天热电,-0.08,-64.34,,-3.23,,-3995.28,-28.7,,10-25
1939,002695,煌上煌,0.68,-8.11,,5.82,,8489.16,-7.72,,10-25
1940,600719,大连热电,-0.14,-43.33,,-3.9,,-2743.76,-43.5,,10-25
1941,002712,思美传媒,0.47,,,5.13,,3973.55,-14.0,,10-25
1942,002715,登云股份,0.18,-49.91,,0.65,,1523.0,-37.35,,10-25
1943,601601,中国太保,0.99,11.24,12.3,8.5,3.38,896000.0,10.88,,10-25
1944,002249,大洋电机,0.28,33.33,,7.3,,20199.83,34.93,,10-25
1945,600750,江中药业,0.51,13.95,,7.68,,15522.59,11.54,,10-25
1946,600408,*ST安泰,-0.31,210.0,,-15.58,,-31497.02,216.58,,10-25
1947,002320,海峡股份,0.14,-33.33,,3.11,,5959.99,-31.95,,10-25
1948,300156,神雾环保,0.04,0.0,4.89,0.9,0.39,1266.14,9.35,,10-25
1949,002066,瑞泰科技,0.04,-117.94,,1.82,,812.91,-117.94,,10-25
1950,300303,聚飞光电,0.46,2.22,3.55,13.64,0.47,13120.29,34.4,,10-25
1951,600543,莫高股份,0.08,0.0,,2.27,,2412.99,-8.56,,10-25
1952,600645,中源协和,0.14,4700.0,,10.03,,5077.88,4672.53,,10-25
1953,600606,绿地控股,-0.45,-9040.0,,-11.12,,-23189.33,-8845.45,,10-25
1954,300043,互动娱乐,0.28,-30.0,3.13,9.85,0.19,14919.28,56.14,,10-25
1955,600637,东方明珠,0.5,11.36,,13.88,,55472.92,11.35,,10-25
1956,600697,欧亚集团,1.16,19.59,,13.13,,18517.82,19.48,,10-25
1957,002518,科士达,0.31,-13.89,,6.44,,9301.74,24.85,,10-25
1958,300268,万福生科,-0.2,-27.76,2.03,-9.51,0.1,-2718.63,-27.99,,10-25
1959,000554,泰山石油,0.02,-1.81,,1.14,,1044.33,-1.68,,10-25
1960,002460,赣锋锂业,0.17,-51.43,,4.38,,5980.78,11.89,,10-25
1961,600201,生物股份,1.09,43.42,,21.37,,30965.09,44.54,,10-25
1962,002390,信邦制药,0.18,20.0,,4.79,,8631.5,222.02,,10-25
1963,600260,凯乐科技,0.17,-26.09,,5.1,,9089.09,-26.27,,10-25
1964,300173,智慧松德,0.03,-84.48,4.76,0.55,-0.08,332.67,-84.8,,10-25
1965,600846,同济科技,0.13,18.18,,5.08,,7872.57,11.22,,10-25
1966,600809,山西汾酒,0.46,-66.42,,10.24,,39858.35,-66.39,,10-25
1967,300216,千山药机,0.29,11.54,4.77,5.95,-0.26,5254.98,17.64,,10-25
1968,000419,通程控股,0.16,-24.52,,4.84,,8801.82,-24.52,,10-25
1969,000609,绵世股份,0.02,-119.46,,0.42,,491.39,-119.44,,10-25
1970,002048,宁波华翔,0.84,82.61,,11.83,,44650.34,85.09,,10-25
1971,601877,正泰电器,1.31,19.09,,23.34,,131815.64,19.74,,10-25
1972,600866,星湖科技,-0.41,450.14,,-16.46,,-22408.36,450.33,,10-25
1973,300212,易华录,0.17,51.33,2.75,6.25,-1.18,5493.6,80.85,,10-25
1974,002557,洽洽食品,0.61,19.61,,7.79,,20652.42,18.8,,10-25
1975,300347,泰格医药,0.4,-36.97,3.73,11.05,0.07,8481.88,25.98,,10-25
1976,000777,中核科技,0.14,-36.6,,5.02,,5226.03,14.12,,10-25
1977,300259,新天科技,0.25,-34.21,2.81,9.31,0.22,6914.28,0.74,,10-25
1978,600269,赣粤高速,0.26,-3.7,,5.22,,61115.3,-3.1,,10-25
1979,000886,海南高速,0.07,-14.81,,2.47,,6788.86,-15.0,,10-25
1980,002214,大立科技,0.14,40.0,,4.22,,3244.54,55.77,,10-25
1981,600490,鹏欣资源,0.04,-34.43,,3.44,,5300.55,11.69,,10-25
1982,300195,长荣股份,0.74,-2.63,12.87,6.73,0.55,11757.22,8.94,,10-25
1983,300151,昌红科技,0.21,-25.0,3.82,5.64,0.29,4253.6,52.93,,10-25
1984,300122,智飞生物,0.17,-48.48,3.07,5.64,-0.02,13690.69,4.09,,10-25
1985,000025,特力A,0.02,-79.46,,2.26,,415.75,-79.49,,10-25
1986,600405,动力源,0.08,212.5,,4.33,,3159.5,418.31,,10-25
1987,002562,兄弟科技,0.13,333.33,,3.36,,2681.32,274.6,,10-25
1988,600111,北方稀土,0.16,-70.02,,4.89,,39685.96,-70.02,,10-25
1989,000655,金岭矿业,0.25,-19.35,,4.78,,14631.77,-20.98,,10-25
1990,002498,汉缆股份,0.18,-43.75,,4.69,,19800.53,-42.61,,10-25
1991,300256,星星科技,0.01,-101.72,7.04,0.1,-0.77,142.93,-102.52,,10-25
1992,600844,丹化科技,0.01,-104.15,1.08,0.78,0.35,652.37,-104.14,,10-25
1993,300023,宝德股份,0.09,-175.0,3.7,2.57,-0.13,844.48,-176.39,,10-25
1994,002232,启明信息,0.01,0.0,,0.35,,345.98,-0.92,,10-25
1995,002156,通富微电,0.13,94.12,,3.75,,8607.99,94.85,,10-25
1996,600470,六国化工,-0.16,-840.91,,-3.85,,-8476.81,-851.59,,10-25
1997,600499,科达洁能,0.58,30.7,,12.0,,39806.81,36.41,,10-25
1998,600530,交大昂立,0.11,-15.91,,2.5,,3459.64,-15.95,,10-25
1999,600560,金自天正,0.13,-45.83,,4.23,,3005.17,-44.35,,10-25
2000,000022,深赤湾A,0.57,-17.89,,9.12,,36670.06,-17.93,,10-25
2001,002222,福晶科技,-0.08,-166.67,,-3.55,,-2187.13,-164.05,,10-25
2002,002550,千红制药,0.56,-35.63,,10.49,,17863.14,27.92,,10-25
2003,300094,国联水产,0.08,14.29,4.49,1.82,0.05,2967.18,12.97,,10-25
2004,600171,上海贝岭,0.05,60.0,,1.82,,3207.54,76.61,,10-25
2005,002706,良信电器,0.99,5.32,,10.38,,8309.99,36.93,,10-25
2006,002673,西部证券,0.35,59.09,,8.65,,42083.08,60.34,,10-25
2007,002379,鲁丰环保,-0.05,-350.0,,-2.6,,-4264.45,-663.9,,10-25
2008,002370,亚太药业,0.14,-800.0,,3.87,,2798.01,-787.64,,10-25
2009,300150,世纪瑞尔,0.05,-28.57,4.96,1.0,-0.16,1355.87,-29.83,,10-25
2010,000995,*ST皇台,-0.05,-66.67,,-6.27,,-954.48,-64.33,,10-25
2011,002452,长高集团,0.26,-46.44,,6.14,,6842.34,7.15,,10-25
2012,300210,森远股份,0.27,-47.06,3.37,8.3,-0.36,6591.76,-4.82,,10-25
2013,002123,荣信股份,-0.26,-262.5,,-6.52,,-13025.86,-261.06,,10-25
2014,000666,经纬纺机,0.45,-27.42,,6.07,,31735.49,-26.84,,10-25
2015,600507,方大特钢,0.33,-9.51,,16.2,,44208.57,-8.29,,10-25
2016,000032,深桑达A,-0.05,-155.56,,-1.39,,-1205.36,-159.4,,10-25
2017,300317,珈伟股份,0.11,39.63,4.25,2.45,-0.71,1563.23,31.46,,10-25
2018,300324,旋极信息,0.0,-90.0,2.44,0.17,-0.09,92.19,-78.4,,10-25
2019,000929,兰州黄河,0.24,66.64,,7.09,,4509.78,66.66,,10-25
2020,002050,三花股份,0.52,18.18,,12.01,,40110.99,52.05,,10-25
2021,600126,杭钢股份,0.01,-125.0,,0.15,,505.78,-116.16,,10-25
2022,300356,光一科技,0.23,-12.98,5.36,4.42,-0.22,3042.45,-12.97,,10-25
2023,601088,中国神华,1.49,-11.99,14.36,10.51,3.15,2963200.0,-12.0,,10-25
2024,000576,广东甘化,0.01,-73.6,,0.57,,583.58,-71.71,,10-25
2040,000860,顺鑫农业,0.59,61.51,,7.55,,28242.78,77.69,,10-25
2041,002350,北京科锐,0.19,18.95,,4.02,,4150.62,18.94,,10-25
2042,600379,宝光股份,0.1,111.11,,5.6,,2239.35,113.33,,10-25
2043,000581,威孚高科,1.21,53.16,,12.22,,123945.28,54.5,,10-25
2044,300315,掌趣科技,0.17,21.43,2.97,7.77,0.15,20344.86,121.82,,10-25
2045,300325,德威新材,0.14,-53.33,2.36,5.96,0.36,4401.07,-8.16,,10-25
2046,600076,青鸟华光,-0.04,-20.0,,-12.04,,-1567.82,-8.02,,10-25
2047,000701,厦门信达,0.23,-78.92,,6.3,,6619.97,-74.79,,10-25
2048,600980,北矿磁材,0.02,-81.02,,1.23,,316.03,-81.01,,10-25
2049,300074,华平股份,0.15,-45.64,3.12,4.79,-0.04,4850.32,-18.47,,10-25
2050,002287,奇正藏药,0.43,13.16,,11.93,,17267.86,13.38,,10-25
2051,600970,中材国际,0.45,-21.05,,10.98,,49375.49,-21.08,,10-25
2052,002714,牧原股份,0.01,-98.57,,0.16,,269.94,-98.17,,10-25
2053,002376,新北洋,0.47,123.81,,16.54,,28075.29,127.99,,10-25
2054,600812,华北制药,0.02,66.67,,0.48,,2250.91,77.67,,10-25
2055,002514,宝馨科技,0.07,-50.0,,2.87,,1531.28,3.47,,10-25
2100,300025,华星创业,0.19,-1050.0,3.21,5.95,-0.7,4011.63,-1256.66,,10-25
2101,300327,中颖电子,0.17,-5.39,3.69,4.2,0.17,2427.99,4.09,,10-25
2102,300161,华中数控,0.01,-60.0,5.26,0.15,0.01,128.62,-22.81,,10-25
2110,600272,开开实业,0.18,210.34,,11.02,,4375.51,211.83,,10-25
2111,601579,会稽山,0.24,-7.69,,7.16,,7348.38,-7.16,,10-25
2112,000920,南方汇通,0.32,250.0,,11.59,,13293.03,254.72,,10-25
2113,600293,三峡新材,0.02,-6.13,,1.15,,843.71,-6.2,,10-25
2114,002035,华帝股份,0.56,5.66,,15.43,,20193.29,32.06,,10-25
2115,002255,海陆重工,0.2,-44.44,,3.34,,5063.3,-45.88,,10-25
2116,000151,中成股份,0.44,107.0,,13.04,,13048.58,106.94,,10-25
2117,002451,摩恩电气,0.04,-38.33,,2.55,,1645.43,34.38,,10-25
2118,000971,高升控股,-0.06,-36.46,,-92.54,,-1478.54,-36.4,,10-25
2173,002057,中钢天源,0.09,-46.11,,3.71,,1806.39,8.49,,10-24
2174,000720,新能泰山,0.07,9.06,,6.94,,5612.86,9.08,,10-24
2175,300036,超图软件,-0.07,-190.41,4.97,-1.29,-0.5,-804.5,-192.42,,10-24
2176,300205,天喻信息,0.1,-67.61,2.55,4.05,-0.54,4409.1,-35.21,,10-24
2177,600327,大东方,0.27,8.03,,9.93,,14017.66,8.05,,10-24
2178,300155,安居宝,0.19,-47.22,3.07,6.25,-0.25,7034.97,8.46,,10-24
2179,600050,中国联通,0.17,25.74,,4.57,,349998.26,25.8,,10-24
2180,002236,大华股份,0.63,14.55,,15.22,,72459.65,17.64,,10-24
2181,300139,晓程科技,0.39,-37.1,10.92,3.65,-0.3,4328.1,-36.72,,10-24
2182,002208,合肥城建,0.17,24.5,,4.08,,5577.8,22.16,,10-24
2183,002146,荣盛发展,1.09,17.2,,17.34,,205889.63,17.43,,10-24
2184,300221,银禧科技,0.1,66.67,3.46,2.85,-0.04,1952.79,65.48,,10-24
2185,600496,精工钢构,0.36,28.57,,8.92,,21266.62,31.14,,10-24
2186,300144,宋城演艺,0.57,26.67,6.09,9.69,0.77,31633.85,27.51,,10-24
2187,300305,裕兴股份,0.37,18.29,8.57,4.34,0.02,5280.65,19.0,,10-24
2188,300115,长盈精密,0.38,-34.86,3.63,11.14,0.23,19763.0,30.27,,10-24
2189,000019,深深宝A,-0.11,-152.06,,-3.6,,-3387.11,-162.47,,10-24
2190,300285,国瓷材料,0.35,-19.77,5.43,6.53,-0.09,4350.59,-19.36,,10-24
2191,000910,大亚科技,0.15,31.58,,3.2,,8119.31,34.83,,10-24
2192,002492,恒基达鑫,0.15,-57.41,,4.13,,3574.63,-14.79,,10-24
2193,601113,华鼎股份,,,,0.11,,187.21,-96.78,,10-24
2194,600854,春兰股份,0.02,-63.71,,0.64,,1229.63,-63.72,,10-24
2195,300370,安控科技,0.12,-57.07,4.03,3.63,-1.33,1155.35,-6.41,,10-24
2196,601566,九牧王,0.53,-28.38,,6.83,,30657.03,-27.99,,10-24
2197,300250,初灵信息,0.26,-3.7,4.82,5.4,-0.0,2046.02,-6.98,,10-24
2198,002051,中工国际,0.92,0.0,,14.19,,70663.73,21.12,,10-24
2199,300119,瑞普生物,0.1,-79.73,4.2,2.42,0.16,3930.43,-59.32,,10-24
2200,000735,罗牛山,0.06,1127.45,,3.19,,5512.55,1121.73,,10-24
2201,002275,桂林三金,0.55,3.77,,14.69,,32640.37,4.24,,10-24
2202,002643,万润股份,0.23,-30.3,,4.72,,6315.91,-30.08,,10-24
2203,300290,荣科科技,0.16,-10.5,2.92,5.4,-0.74,2132.59,-10.49,,10-24
2204,300169,天晟新材,0.06,-304.0,3.7,1.97,0.13,1716.71,-282.24,,10-24
2205,300200,高盟新材,0.16,-9.25,3.48,4.58,0.33,3456.03,-9.27,,10-24
2206,300022,吉峰农机,-0.28,178.31,1.02,-23.68,-0.05,-9905.83,178.41,,10-24
2207,300264,佳创视讯,0.02,-57.75,2.64,0.64,-0.12,388.38,-35.39,,10-24
2208,300342,天银机电,0.68,-13.92,7.68,9.04,0.87,6840.25,-13.35,,10-24
2209,000705,浙江震元,0.12,-60.74,,3.28,,3911.23,-21.43,,10-24
2210,002508,老板电器,1.08,17.39,,16.08,,34593.6,47.23,,10-24
2211,300362,天翔环境,0.14,,5.8,3.19,-1.71,1476.95,-13.11,,10-24
2212,601636,旗滨集团,0.22,-51.35,,4.68,,16795.26,-45.76,,10-24
