,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1080,002229,鸿博股份,0.07,-42.21,,2.48,,2103.26,-42.19,,10-29
1081,002352,鼎泰新材,0.34,-29.17,,3.58,,2631.35,-29.8,,10-29
1082,600863,内蒙华电,0.22,-33.33,,11.74,,130593.64,1.84,,10-29
1083,000757,浩物股份,0.03,-76.92,,5.24,,1344.36,-71.73,,10-29
1084,000596,古井贡酒,0.91,-4.21,,11.85,,46035.76,-3.86,,10-29
1085,300406,九强生物,1.56,19.08,6.32,28.11,0.88,15577.65,18.85,,10-29
1086,000955,欣龙控股,-0.02,-33.33,,-1.33,,-890.7,-52.9,,10-29
1087,002090,金智科技,0.26,49.02,,8.51,,5298.2,49.4,,10-29
1088,002631,德尔未来,0.32,-33.33,,7.66,,10289.94,35.35,,10-29
1089,600145,*ST新亿,-0.01,-201.0,,-4.0,,-383.03,-191.34,,10-29
1090,600262,北方股份,0.34,-38.6,,5.13,,5741.55,-38.59,,10-29
1091,002033,丽江旅游,0.59,-10.15,,9.39,,16258.87,15.57,,10-29
1092,002548,金新农,0.16,-33.33,,5.93,,4841.84,45.56,,10-29
1093,600705,中航资本,0.85,88.89,,15.46,,148038.93,113.76,,10-29
1094,000623,吉林敖东,1.02,30.84,,7.96,,91411.48,30.84,,10-29
1095,002487,大金重工,0.1,25.0,,2.25,,3420.61,21.42,,10-29
1096,000550,江铃汽车,1.77,21.23,,15.64,,153094.06,21.59,,10-29
1097,000038,深大通,-0.15,539.17,,-7.3,,-1476.01,549.07,,10-29
1098,002190,成飞集成,0.02,-66.67,,0.32,,521.54,-75.41,,10-29
1099,002126,银轮股份,0.34,70.0,,8.45,,11036.44,68.38,,10-29
1100,600884,杉杉股份,0.37,28.32,,4.51,,15096.81,28.44,,10-29
1101,002344,海宁皮城,0.71,0.85,,19.05,,79018.44,0.17,,10-29
1102,002032,苏泊尔,0.8,17.62,,14.64,,50826.18,17.48,,10-29
1103,002312,三泰控股,-0.08,-900.0,,-3.33,,-2830.33,-957.26,,10-29
1104,002546,新联电子,0.36,-24.65,,7.32,,9076.55,13.07,,10-29
1105,600795,国电电力,0.29,2.8,,13.02,,511642.33,3.68,,10-29
1106,002393,力生制药,0.59,-60.4,,3.67,,10790.86,-60.26,,10-29
1107,002334,英威腾,0.36,16.99,,9.25,,12661.76,42.3,,10-29
1108,002039,黔源电力,0.92,-926.37,,16.01,,28138.49,-1339.97,,10-29
1109,600590,泰豪科技,-0.05,-188.33,,-1.25,,-2649.11,-188.33,,10-29
1110,002647,宏磊股份,-0.06,-137.13,,-1.27,,-1330.72,-148.28,,10-29
1111,600101,明星电力,0.35,-47.62,,6.4,,11419.4,-47.58,,10-29
1112,601388,怡球资源,0.06,-71.43,,1.23,,2751.34,-67.94,,10-29
1113,000012,南玻A,0.36,20.0,,9.05,,73728.86,17.47,,10-29
1114,002571,德力股份,0.09,-60.32,,2.21,,3513.39,-54.86,,10-29
1115,002520,日发精机,0.18,80.0,,6.17,,3945.03,74.46,,10-29
1116,002363,隆基机械,0.14,-58.82,,3.23,,4181.72,-8.87,,10-29
1117,600685,中船防务,-0.65,-736.69,4.69,-17.07,-1.9,-61456.53,-1034.67,,10-29
1118,600715,*ST松辽,-0.06,200.0,,,,-1359.96,203.54,,10-29
1119,000563,陕国投A,0.2,5.9,,6.71,,24418.97,5.94,,10-29
1120,601158,重庆水务,0.3,-9.09,,10.99,,143254.66,-8.33,,10-29
1121,600981,汇鸿集团,0.03,1.19,,1.89,,1762.12,1.3,,10-29
1122,603299,井神股份,,,,,,6945.07,-26.0,,10-29
1123,600995,文山电力,0.3,3.45,,10.26,,14189.63,3.43,,10-29
1124,600876,洛阳玻璃,0.01,-111.77,,19.63,,725.05,-111.77,,10-29
1125,600280,中央商场,0.86,15.11,,32.15,,49447.55,15.2,,10-29
1126,002337,赛象科技,0.18,0.0,,2.7,,3487.7,0.86,,10-29
1127,000608,阳光股份,0.02,-92.0,,0.45,,1788.3,-90.27,,10-29
1128,000985,大庆华科,0.15,2920.0,,3.84,,1954.79,3106.14,,10-29
1129,002239,奥特佳,0.04,-91.84,,1.27,,772.05,-92.13,,10-29
1130,600456,宝钛股份,0.0,33.33,,0.04,,150.66,27.86,,10-29
1131,000096,广聚能源,0.14,319.06,,4.01,,7544.76,318.83,,10-29
1132,002634,棒杰股份,0.31,29.17,,6.12,,3063.38,27.83,,10-29
1133,000686,东北证券,0.31,-31.11,,7.72,,60232.2,35.43,,10-29
1134,600614,鼎立股份,0.04,-25.93,,2.48,,2242.58,-26.76,,10-29
1135,002659,中泰桥梁,0.01,0.0,,0.49,,289.74,-29.65,,10-29
1136,002059,云南旅游,0.04,-72.74,,1.08,,1165.43,-60.5,,10-29
1137,002053,云南盐化,0.07,-179.55,,1.5,,1293.06,-178.76,,10-29
1138,002672,东江环保,0.57,-21.92,,8.14,,19668.21,20.1,,10-29
1139,000566,海南海药,0.34,100.0,,10.76,,16912.44,98.39,,10-29
1186,002332,仙琚制药,0.08,-52.94,,3.5,,4126.99,-27.33,,10-29
1187,600703,三安光电,0.44,-16.98,,10.12,,104971.03,38.02,,10-29
1188,600808,马钢股份,-0.04,-0.93,,-1.42,,-32631.83,-0.93,,10-29
1189,600328,兰太实业,0.03,-69.09,,0.96,0.3,1216.35,-69.49,,10-29
1190,002473,圣莱达,-0.03,-400.0,,-1.25,,-504.27,-338.15,,10-29
1191,600361,华联综超,0.17,183.33,,3.7,,11356.13,184.51,,10-29
1192,600257,大湖股份,0.0,-99.3,,0.2,,153.65,-99.3,,10-29
1193,000301,东方市场,0.13,-45.23,,5.16,,15604.87,-45.24,,10-29
1194,002159,三特索道,-0.19,5.56,,-4.27,,-2315.74,9.54,,10-29
1195,601313,江南嘉捷,0.41,11.66,,11.79,,16308.76,8.88,,10-29
1196,600959,江苏有线,,,,,,63309.83,29.3,,10-29
1197,600426,华鲁恒升,0.65,91.2,,10.11,,62154.63,91.38,,10-29
1198,600027,华电国际,0.55,37.78,,16.62,,425137.7,45.45,,10-29
1199,000952,广济药业,-0.24,-24400.0,,-8.92,,-6121.68,-39885.63,,10-29
1200,002237,恒邦股份,0.52,23.81,,6.7,,23482.0,24.0,,10-29
1201,002617,露笑科技,0.03,-84.21,,0.61,,544.1,-84.04,,10-29
1202,002133,广宇集团,0.08,-68.0,,2.42,,4781.15,-68.05,,10-29
1203,600495,晋西车轴,0.09,-60.87,,1.93,,5714.24,-20.44,,10-29
1204,002308,威创股份,0.06,-73.91,,2.47,,5173.74,-72.8,,10-29
1205,002662,京威股份,0.45,15.38,,9.74,,27100.16,14.99,,10-29
1206,600522,中天科技,0.69,21.91,,8.95,,48633.5,21.94,,10-29
1207,002665,首航节能,0.4,-4.76,,5.83,,10649.48,-5.71,,10-29
1208,000565,渝三峡A,0.24,30.43,,6.78,,4168.82,30.77,,10-29
1209,002213,特尔佳,0.06,-32.22,,3.72,,1264.8,-32.27,,10-29
1210,600696,匹凸匹,-0.01,-122.58,,-0.89,,-461.11,-121.77,,10-29
1254,002497,雅化集团,0.35,2.94,,7.99,,16582.21,0.58,,10-29
1255,600165,新日恒力,-0.02,-180.0,3.77,-0.64,0.2,-659.55,-180.15,,10-29
1256,000534,万泽股份,0.1,49.18,,3.78,,4984.35,49.17,,10-29
1257,002406,远东传动,0.36,2.86,,4.79,,10142.1,3.14,,10-29
1258,600962,*ST中鲁,-0.2,-19.84,,-5.96,,-5179.82,-19.9,,10-29
1259,600258,首旅酒店,0.39,-6.2,4.87,8.24,0.62,9025.1,-6.2,,10-29
1261,601208,东材科技,0.17,70.0,,4.78,,10259.26,69.43,,10-29
1262,002336,人人乐,-0.2,-595.18,,-2.4,,-7804.16,-594.79,,10-29
1263,002303,美盈森,0.25,-62.42,,8.69,,18218.19,50.35,,10-29
1264,000863,三湘股份,0.04,-33.33,,1.76,,3269.85,-22.44,,10-29
1265,600784,鲁银投资,0.05,-47.0,,2.44,,2903.85,-38.78,,10-29
1318,002220,天宝股份,0.28,7.69,,7.61,,12914.84,8.43,,10-29
1319,601038,一拖股份,0.13,-49.49,,2.92,,13225.8,-49.48,,10-29
1320,000540,中天城投,1.01,78.31,,33.71,,129903.58,79.53,,10-29
1321,601011,宝泰隆,0.14,-223.12,,1.91,,5441.72,-223.12,,10-29
1322,002723,金莱特,0.36,-23.06,,5.63,,3281.3,0.05,,10-29
1323,002373,千方科技,0.35,-141.67,,22.35,,15487.65,-234.06,,10-29
1324,002247,帝龙新材,0.25,-45.65,,7.01,,6454.57,18.61,,10-29
1339,002391,长青股份,0.56,-21.13,,8.62,,17708.88,20.28,,10-29
1343,600824,益民集团,0.18,6.12,,9.12,,15696.78,6.09,,10-28
1344,600802,福建水泥,-0.04,-87.1,2.75,-1.38,0.59,-1415.01,-87.88,,10-28
1345,002446,盛路通信,0.14,180.0,,3.04,,2383.22,289.95,,10-28
1346,002534,杭锅股份,0.24,-35.14,,3.71,,9774.0,-34.28,,10-28
1347,002372,伟星新材,0.64,-9.86,,13.95,,28054.12,20.19,,10-28
1348,600729,重庆百货,1.19,-26.99,,10.84,,48559.19,-20.34,,10-28
1349,002135,东南网架,0.08,-11.11,,3.26,,5964.06,-15.9,,10-28
1350,002020,京新药业,0.35,61.62,,9.12,,9303.15,68.82,,10-28
1351,600565,迪马股份,0.08,86.05,,4.03,,15695.88,405.28,,10-28
1352,000016,深康佳A,0.04,14.49,,1.16,,4757.93,14.45,,10-28
1353,600589,广东榕泰,0.08,-25.0,,2.2,,4498.42,-28.75,,10-28
1354,002206,海利得,0.31,72.22,,6.86,,13716.86,68.87,,10-28
1355,002579,中京电子,0.04,40.35,,1.37,,838.49,26.01,,10-28
1356,000756,新华制药,0.11,37.5,,2.7,,4810.25,36.53,,10-28
1357,000707,双环科技,0.03,-104.81,,0.45,,1221.67,-104.81,,10-28
1358,600149,廊坊发展,0.01,-200.0,,1.49,,408.02,-200.32,,10-28
1359,300360,炬华科技,0.62,,3.41,20.52,-0.01,14580.33,20.75,,10-28
1360,002711,欧浦智网,0.54,,,6.98,,7954.46,-5.94,,10-28
1361,600976,健民集团,0.67,28.85,,10.95,,10240.95,27.39,,10-28
1362,600893,中航动力,0.26,36.84,,3.94,,46530.89,126.03,,10-28
1363,601666,平煤股份,0.04,-85.77,,0.74,,8644.07,-85.76,,10-28
1364,002052,同洲电子,-0.36,-614.29,,-21.31,,-24323.4,-607.57,,10-28
1365,000662,索芙特,-0.13,21.33,,-6.67,,-3637.19,21.34,,10-28
1366,002596,海南瑞泽,0.08,-55.56,,1.8,,1628.29,-57.76,,10-28
1367,600764,中电广通,0.01,-54.84,,0.76,,461.82,-54.69,,10-28
1368,000778,新兴铸管,0.18,-23.51,,4.14,,67068.14,45.37,,10-28
1369,600178,东安动力,-0.08,-21.03,,-2.07,,-3472.35,-20.98,,10-28
1370,002588,史丹利,1.45,-5.23,,14.69,,41319.53,23.25,,10-28
1371,601100,恒立油缸,0.12,-63.39,,2.23,,7513.7,-63.61,,10-28
1372,600403,大有能源,0.05,-88.72,,1.23,,12652.51,-88.72,,10-28
1373,600343,航天动力,0.04,-62.1,,1.12,,2400.91,-17.27,,10-28
1374,002142,宁波银行,1.59,16.06,10.05,16.6,16.64,458441.9,16.24,,10-28
1375,002205,国统股份,0.33,56.23,,4.04,,3843.33,56.22,,10-28
1376,002690,美亚光电,0.57,30.09,,12.19,,19348.66,30.1,,10-28
1377,002530,丰东股份,0.06,-51.15,,2.62,,1708.16,-51.52,,10-28
1378,000698,沈阳化工,-0.12,-43.96,,-2.51,,-7669.03,-43.93,,10-28
1379,002503,搜于特,0.2,-57.45,,4.98,,10623.89,-47.99,,10-28
1380,002174,游族网络,1.03,-786.67,,47.62,,25451.13,-2140.85,,10-28
1381,600706,曲江文旅,0.25,-16.67,,5.83,,4535.31,-14.64,,10-28
1382,002264,新华都,0.09,-200.0,,4.5,,4772.78,-196.64,,10-28
1383,600365,通葡股份,0.0,-33.33,,0.04,,30.03,-37.36,,10-28
1384,600261,阳光照明,0.22,-21.07,,8.31,,21423.09,18.56,,10-28
1385,002632,道明光学,0.16,14.29,,2.47,,2238.01,14.11,,10-28
1386,000919,金陵药业,0.32,33.67,,7.17,,16169.95,33.07,,10-28
1387,002384,东山精密,0.05,-50.0,,2.95,,3996.25,4.37,,10-28
1388,600694,大商股份,3.51,11.08,,18.03,,102956.31,11.02,,10-28
1389,002653,海思科,0.33,0.0,,18.24,,35655.61,0.21,,10-28
1390,002286,保龄宝,0.08,-66.67,,2.14,,3102.78,-19.67,,10-28
1391,000650,仁和药业,0.2,10.26,,10.39,,20018.72,10.22,,10-28
1392,002079,苏州固锝,0.05,11.74,,2.65,,3323.4,11.98,,10-28
1393,000045,深纺织A,-0.08,-500.0,,-1.68,,-3820.25,-615.07,,10-28
1394,000950,建峰化工,-0.46,-2880.12,,-12.03,,-27632.25,-2882.22,,10-28
1395,600093,禾嘉股份,0.11,6.06,,7.69,,3387.09,6.29,,10-28
1396,000710,天兴仪表,-0.05,7.27,,-6.37,,-712.91,7.19,,10-28
1397,002151,北斗星通,0.03,-70.0,,0.72,,796.09,-57.94,,10-28
1398,600143,金发科技,0.18,-21.74,,5.72,,45661.84,-26.1,,10-28
1399,600419,天润乳业,0.16,-139.02,,5.68,,1377.38,-141.84,,10-28
1400,002489,浙江永强,0.3,-41.18,,4.6,,14144.24,-42.08,,10-28
1401,000552,靖远煤电,0.38,-15.24,,10.16,,27222.29,-15.24,,10-28
1402,600998,九州通,0.19,11.76,,4.46,,29573.35,22.7,,10-28
1403,600887,伊利股份,1.16,-12.78,,20.35,,355806.28,41.44,,10-28
1404,002346,柘中股份,0.01,-116.67,,0.32,,302.89,-138.12,,10-28
1405,002318,久立特材,0.52,-5.45,,8.49,,16375.6,-4.41,,10-28
1406,000768,中航飞机,0.02,-29.15,,0.4,,4653.32,-29.12,,10-28
1407,002283,天润曲轴,0.18,28.57,,3.24,,10301.85,35.72,,10-28
1408,600346,大橡塑,-0.42,-1531.03,,-15.44,,-11826.61,-1798.16,,10-28
1409,002426,胜利精密,0.14,-29.27,,6.85,,12165.82,48.72,,10-28
1410,300273,和佳股份,0.32,10.34,2.05,16.48,-1.01,18389.93,42.32,,10-28
1411,000159,国际实业,0.13,5.48,,3.09,,6487.08,5.49,,10-28
1412,002144,宏达高科,0.54,38.46,,5.4,,9509.36,44.82,,10-28
1413,002646,青青稞酒,0.6,-11.27,,12.77,,27041.42,-11.27,,10-28
1414,600480,凌云股份,0.32,39.13,,5.82,,11519.65,36.33,,10-28
1415,002660,茂硕电源,-0.05,-131.25,,-2.42,,-1384.58,-145.12,,10-28
1416,300131,英唐智控,0.09,-152.94,2.57,3.38,0.01,1776.59,-151.21,,10-28
1417,600163,*ST闽能,-0.51,4.54,,-76.92,,-36565.57,4.61,,10-28
1418,001696,宗申动力,0.26,29.32,,9.56,,29544.62,24.82,,10-28
1419,601718,际华集团,0.18,14.8,,6.17,,68804.66,13.74,,10-28
1420,600660,福耀玻璃,0.79,17.91,,19.8,,157645.44,17.95,,10-28
1421,600103,青山纸业,0.0,-114.7,,0.38,,484.87,-114.59,,10-28
1422,002505,大康牧业,0.01,1000.0,,0.32,,1059.36,5371.82,,10-28
1423,601168,西部矿业,0.11,22.22,,2.23,,25531.08,23.21,,10-28
1424,002411,九九久,0.0,-96.0,,0.08,,70.21,-95.93,,10-28
1425,000750,国海证券,0.2,25.0,,7.3,,46545.07,62.58,,10-28
1426,600579,天华院,0.04,-110.28,,2.47,,1545.34,-115.76,,10-28
1427,002162,悦心健康,0.02,-62.69,,1.22,,760.13,-61.24,,10-28
1428,600197,伊力特,0.62,8.37,,17.61,,27169.94,8.37,,10-28
1429,002215,诺普信,0.25,-19.35,,11.74,,17810.11,4.69,,10-28
1430,000401,冀东水泥,0.02,-88.46,,0.17,,2074.1,-88.19,,10-28
1431,002160,常铝股份,0.05,-132.26,,3.07,,1737.99,-132.97,,10-28
1432,002575,群兴玩具,0.08,-20.0,,2.39,,2165.1,-22.04,,10-28
1433,002185,华天科技,0.34,47.23,,11.53,,22457.15,49.48,,10-28
1434,002058,威尔泰,0.0,-42.86,,0.32,,61.04,-37.63,,10-28
1435,600577,精达股份,0.16,5.13,,6.73,,12106.08,9.03,,10-28
1436,002012,凯恩股份,0.08,-20.0,,3.18,,3620.86,-25.19,,10-28
1437,600518,康美药业,0.68,7.92,,11.72,,149819.47,8.02,,10-28
1438,000969,安泰科技,0.01,-86.2,,0.18,,596.15,-86.19,,10-28
1439,002680,黄海机械,0.17,-54.05,,1.95,,1383.76,-52.93,,10-28
1480,600699,均胜电子,0.36,16.5,,9.65,,22614.87,20.02,,10-28
1481,600081,东风科技,0.5,0.75,,16.99,,15557.51,0.73,,10-28
1482,601608,中信重工,0.13,-7.14,,4.53,,36139.82,-8.35,,10-28
1483,002696,百洋股份,0.21,5.0,,3.94,,3640.79,4.84,,10-28
1484,600769,祥龙电业,0.0,-100.49,,2.15,,75.78,-100.5,,10-28
1494,002601,佰利联,0.14,133.33,,1.19,,2583.23,146.99,,10-28
1495,600529,山东药玻,0.38,-4.99,,4.7,,9706.09,-4.99,,10-28
1496,000042,中洲控股,0.64,-36.85,,9.6,,30526.51,26.31,,10-28
1497,002675,东诚药业,0.45,-4.26,,7.0,,7855.9,-2.29,,10-28
1498,600619,海立股份,0.1,0.0,,2.82,,6714.67,-4.15,,10-28
1499,600570,恒生电子,0.22,4.76,,7.93,,13381.6,1.79,,10-28
1506,300372,欣泰电气,0.39,-18.21,7.54,6.33,-2.01,3333.39,0.24,,10-28
1507,600979,广安爱众,0.12,45.2,,5.25,,8252.34,46.65,,10-28
1508,002718,友邦吊顶,1.41,,,15.8,,7155.26,38.92,,10-28
1509,002387,黑牛食品,0.01,12.68,,0.18,,250.74,12.08,,10-28
1510,601188,龙江交通,0.24,145.36,,9.33,,31342.15,167.55,,10-28
1511,002023,海特高新,0.33,37.5,,6.91,,10950.26,40.33,,10-28
1556,300199,翰宇药业,0.26,52.94,3.08,8.94,0.1,10526.12,51.05,,10-28
1557,002267,陕天然气,0.32,43.24,,10.2,,33050.65,43.58,,10-28
1558,600391,成发科技,0.08,-27.27,,1.59,,2649.39,-26.75,,10-28
1559,002544,杰赛科技,0.08,-38.46,,3.96,,4271.57,-2.62,,10-28
1563,600673,东阳光科,0.12,-7.69,,3.56,,11205.38,3.49,,10-28
1564,600743,华远地产,0.16,-5.88,,8.33,,28879.19,-7.54,,10-28
1565,002580,圣阳股份,0.19,-17.39,,2.57,,2107.02,-15.21,,10-28
1566,002441,众业达,0.75,19.05,,8.19,,17505.22,19.33,,10-28
1567,002429,兆驰股份,0.31,-24.79,,12.3,,50304.51,12.84,,10-28
1568,600969,郴电国际,0.48,23.71,,6.27,,9996.55,23.72,,10-28
1569,002722,金轮股份,0.2,-44.44,,5.12,,2664.18,-28.52,,10-28
1570,000603,盛达矿业,0.31,-27.91,,28.9,,15626.36,-27.79,,10-28
1571,601872,招商轮船,0.07,-255.63,,3.11,,31306.96,-255.63,,10-28
1572,600857,宁波中百,0.16,21.54,,6.3,,3543.02,21.69,,10-28
1583,002614,蒙发利,0.31,0.0,,5.25,,11084.38,48.76,,10-28
1584,600223,鲁商置业,0.12,19.76,,6.55,,12384.81,23.45,,10-28
1585,000513,丽珠集团,1.43,11.72,,12.09,,42330.92,11.77,,10-28
1586,002397,梦洁家纺,0.19,14.36,,4.93,,5753.73,14.36,,10-28
1587,601222,林洋能源,0.71,20.34,,9.31,,25240.54,20.36,,10-28
1588,300384,三联虹普,1.7,36.2,12.53,22.41,3.27,7031.93,41.25,,10-28
1589,002513,蓝丰生化,-0.06,-146.15,,-1.16,,-1370.58,-150.99,,10-28
1590,000998,隆平高科,0.12,-16.79,,7.13,,11604.85,101.0,,10-28
1591,600073,上海梅林,0.14,10.57,,5.59,,11226.01,11.14,,10-28
1592,300118,东方日升,0.06,-35.02,4.09,1.63,-0.49,3302.43,-35.07,,10-28
1593,600617,国新能源,0.53,-1160.0,,18.06,,31276.73,-3876.12,,10-28
1594,600062,华润双鹤,0.75,-18.03,,7.86,,42962.15,-18.03,,10-28
1595,002400,省广股份,0.44,0.0,,16.44,,25260.93,49.7,,10-28
1596,601339,百隆东方,0.53,-10.17,,6.22,,39873.61,-10.11,,10-28
1597,600711,盛屯矿业,0.06,-50.0,,3.1,,8733.59,64.41,,10-28
1598,600704,物产中大,0.39,-9.52,,7.07,,32348.99,-4.29,,10-28
1599,000786,北新建材,1.24,25.66,,15.76,,71282.92,25.67,,10-28
1600,000551,创元科技,0.09,12.5,,2.7,,3518.29,9.67,,10-28
1601,300082,奥克股份,0.27,50.0,8.53,3.21,-0.42,9170.37,51.35,,10-28
1602,002385,大北农,0.27,-3.57,,8.39,,43864.21,-1.85,,10-28
1603,002199,东晶电子,-0.26,-759.25,,-11.74,,-6419.23,-946.56,,10-28
1604,600267,海正药业,0.27,5.47,,4.56,,22703.5,5.68,,10-28
1605,603009,北特科技,0.37,7.56,,10.34,,3179.63,15.48,10派2.2,10-28
1606,600288,大恒科技,0.02,-226.74,,0.67,,952.05,-226.57,,10-28
1607,600311,ST荣华,-0.01,-300.0,1.37,-0.35,,-316.35,-290.05,,10-28
1608,002263,大东南,-0.03,23.81,,-0.8,,-1971.14,35.08,,10-28
1609,002669,康达新材,0.23,-11.54,,7.84,,4560.21,74.99,,10-28
1610,600366,宁波韵升,0.37,-9.59,,6.19,,18973.5,-9.59,,10-28
1611,002291,星期六,0.08,9.08,,1.76,,2881.96,9.03,,10-28
1612,002535,林州重机,0.08,-74.19,,2.05,,4468.86,-73.05,,10-28
1613,002630,华西能源,0.35,-42.68,,5.15,,12643.1,23.75,,10-28
1614,600433,冠豪高新,0.08,-36.08,,5.39,,9133.19,-34.07,,10-28
1615,000916,华北高速,0.2,5.26,,5.26,,21968.74,7.16,,10-28
1616,002128,露天煤业,0.17,-61.36,,3.62,,22983.77,-61.07,,10-28
1617,601929,吉视传媒,0.25,143.3,,8.45,,37283.41,143.39,,10-28
1618,000632,三木集团,0.01,6.09,,0.46,,567.24,5.91,,10-28
1619,002136,安纳达,-0.04,-71.77,,-1.45,,-850.39,-71.72,,10-28
1620,002077,大港股份,0.15,7.14,,3.92,,3668.08,1.85,,10-28
1621,002022,科华生物,0.5,1.2,,21.2,,24510.8,1.2,,10-28
1622,000783,长江证券,0.26,-23.53,,9.39,1.24,122664.06,50.73,,10-28
1623,601890,亚星锚链,0.17,88.89,,2.91,,8118.93,90.62,,10-28
1624,600582,天地科技,0.47,9.62,,9.3,0.06,56730.69,9.82,,10-28
1625,600084,中葡股份,-0.15,22.5,,-13.33,,-11904.86,22.12,,10-28
1626,600184,光电股份,0.06,-66.67,,1.35,,1256.35,-67.03,,10-28
1627,002515,金字火腿,0.16,0.0,,2.73,,2349.66,0.23,,10-28
1628,002129,中环股份,0.11,118.32,,2.83,,10052.51,118.39,,10-28
1629,600886,国投电力,0.68,69.85,,22.66,,464154.85,88.72,,10-28
1630,601799,星宇股份,0.74,30.61,,8.98,,17755.05,30.59,,10-28
1631,600858,银座股份,0.38,1.46,5.72,6.83,,19828.38,1.47,,10-28
1632,002317,众生药业,0.46,21.05,,9.53,,16876.32,22.8,,10-28
1633,600318,巢东股份,0.47,135.0,,10.86,,11339.33,132.8,,10-28
1634,002597,金禾实业,0.46,7.93,,7.0,,13189.0,9.99,,10-28
1635,002282,博深工具,0.13,-18.75,,3.62,,2891.41,-18.66,,10-28
1636,002171,楚江新材,0.09,,,3.7,,3649.36,9005.39,,10-28
1637,000411,英特集团,0.25,-15.8,,9.19,,5228.8,-15.81,,10-28
1638,002181,粤传媒,0.18,-46.94,,3.16,,12449.88,-46.38,,10-28
1639,600448,华纺股份,0.06,50.0,,3.53,,2187.13,57.19,,10-28
1640,600481,双良节能,0.29,-28.58,2.72,10.55,,23867.86,-28.57,,10-28
1641,002122,天马股份,0.02,0.0,,0.55,,2583.35,8.14,,10-28
1642,000049,德赛电池,0.7,-16.26,,24.4,,14413.57,25.6,,10-28
1643,002670,华声股份,0.38,13.03,,9.55,,7685.53,13.8,,10-28
1644,600340,华夏幸福,2.13,26.79,,35.84,,282117.15,27.21,,10-28
1645,300098,高新兴,0.28,164.49,4.98,5.7,-1.13,5057.37,172.95,,10-28
1646,002573,清新环境,0.39,56.0,,9.14,,20985.58,56.3,,10-28
1647,000718,苏宁环球,0.02,-95.35,,0.85,,3603.1,-95.44,,10-28
1648,002691,冀凯股份,0.13,-7.14,,3.23,,2594.13,-5.66,,10-28
1649,600692,亚通股份,0.06,35.22,,3.89,,2011.76,35.17,,10-28
1650,600213,亚星客车,-0.35,118.75,,-50.91,,-7717.96,118.04,,10-28
1651,600724,宁波富达,0.45,116.88,,16.17,,65541.45,116.93,,10-28
1652,002623,亚玛顿,0.15,,,1.13,,2347.34,-48.92,,10-28
1653,002463,沪电股份,-0.01,-107.14,,-0.52,,-1720.49,-109.07,,10-28
1654,002407,多氟多,-0.01,-125.0,,-0.23,,-327.1,-133.09,,10-28
1655,601588,北辰实业,0.1,-33.33,,3.01,,32096.36,-37.33,,10-28
1656,600963,岳阳林纸,-0.17,37.5,,-3.26,,-17213.87,32.53,,10-28
1657,002468,艾迪西,0.04,111.11,,1.75,,1269.09,151.72,,10-28
1658,002083,孚日股份,0.17,22.86,,5.55,,15656.6,19.3,,10-28
1659,002728,台城制药,0.8,-4.76,,14.59,,6435.94,1.79,,10-28
1660,002604,龙力生物,0.32,18.52,,4.81,,8732.3,53.89,,10-28
1661,600826,兰生股份,0.12,20.0,,2.27,,5117.46,16.48,,10-28
1662,600851,海欣股份,0.1,114.77,,3.88,,12285.95,114.91,,10-28
1663,600305,恒顺醋业,0.2,-7.26,,5.93,,5512.25,104.49,,10-28
1664,600805,悦达投资,0.88,-24.42,,13.52,,75083.92,-24.4,,10-28
1665,002330,得利斯,0.08,4.03,,3.02,,4027.07,4.31,,10-28
1666,600748,上实发展,0.67,81.08,,13.94,,73108.88,82.65,,10-28
1667,002570,贝因美,0.13,-83.33,,3.54,,13454.85,-73.15,,10-28
1668,002163,中航三鑫,-0.1,-68.75,,-8.74,,-7912.79,-69.7,,10-28
1669,000099,中信海直,0.3,11.58,,6.74,,16852.36,23.84,,10-28
1670,002639,雪人股份,0.01,-95.83,,,,119.62,-96.93,,10-28
1671,600460,士兰微,0.1,11.11,,5.45,,12589.68,60.81,,10-28
1672,002137,麦达数字,0.02,-110.62,,1.68,,820.98,-111.45,,10-28
1673,600202,哈空调,0.01,-116.28,,0.65,,540.26,-116.27,,10-28
1674,002010,传化股份,0.32,18.52,,8.48,,15433.51,16.47,,10-28
1675,600612,老凤祥,1.39,14.67,,20.9,,72543.72,14.66,,10-28
1676,002442,龙星化工,0.01,-73.91,,0.27,,309.07,-71.47,,10-28
1677,600666,奥瑞德,0.1,-33.33,,6.31,,2780.99,-34.25,,10-28
1728,300219,鸿利光电,0.22,49.97,3.57,6.48,0.44,5486.25,50.29,,10-27
1729,300178,腾邦国际,0.39,-22.0,4.94,8.04,-0.23,9436.94,53.41,,10-27
1730,300109,新开源,0.2,42.86,3.42,6.05,0.24,2339.16,43.2,,10-27
1731,000616,海航投资,0.13,0.0,,4.43,,18889.97,-1.96,,10-27
1732,002689,远大智能,0.11,-14.08,,4.35,,5848.43,10.82,,10-27
1733,002516,旷达科技,0.5,11.11,,6.96,,12570.17,12.54,,10-27
1734,002002,鸿达兴业,0.3,-21.67,,9.86,,25617.94,33.9,,10-27
1735,000752,西藏发展,0.05,-90.69,,1.76,,1356.75,-90.68,,10-27
1736,300154,瑞凌股份,0.41,24.24,6.61,6.34,0.33,9217.47,23.41,,10-27
